number,value,datetime_start,datetime_complete,duration,params_macd_fast,params_macd_signal,params_macd_slow,state
929,216730.27592524022,2025-08-07 12:34:07.062255,2025-08-07 12:34:12.203971,0 days 00:00:05.141716,19,12,23,COMPLETE
930,216730.27592524022,2025-08-07 12:34:07.261913,2025-08-07 12:34:12.782002,0 days 00:00:05.520089,19,12,23,COMPLETE
931,216730.27592524022,2025-08-07 12:34:07.569134,2025-08-07 12:34:12.771881,0 days 00:00:05.202747,19,12,23,COMPLETE
932,216730.27592524022,2025-08-07 12:34:07.959110,2025-08-07 12:34:13.229418,0 days 00:00:05.270308,19,12,23,COMPLETE
933,216730.27592524022,2025-08-07 12:34:08.284767,2025-08-07 12:34:13.721462,0 days 00:00:05.436695,19,12,23,COMPLETE
934,216730.27592524022,2025-08-07 12:34:08.652397,2025-08-07 12:34:13.873501,0 days 00:00:05.221104,19,12,23,COMPLETE
935,19113.64877165768,2025-08-07 12:34:08.160235,2025-08-07 12:34:14.285779,0 days 00:00:06.125544,18,12,50,COMPLETE
936,258706.7312106114,2025-08-07 12:34:08.316033,2025-08-07 12:34:14.628497,0 days 00:00:06.312464,18,12,23,COMPLETE
937,258706.7312106114,2025-08-07 12:34:09.144464,2025-08-07 12:34:14.781380,0 days 00:00:05.636916,18,12,23,COMPLETE
938,258706.7312106114,2025-08-07 12:34:09.280004,2025-08-07 12:34:15.947477,0 days 00:00:06.667473,18,12,23,COMPLETE
939,248414.77381350636,2025-08-07 12:34:09.380941,2025-08-07 12:34:17.113477,0 days 00:00:07.732536,18,12,24,COMPLETE
940,248414.77381350636,2025-08-07 12:34:10.129499,2025-08-07 12:34:15.600978,0 days 00:00:05.471479,18,12,24,COMPLETE
941,19113.64877165768,2025-08-07 12:34:10.279224,2025-08-07 12:34:16.205050,0 days 00:00:05.925826,18,12,50,COMPLETE
942,248414.77381350636,2025-08-07 12:34:10.499654,2025-08-07 12:34:16.437898,0 days 00:00:05.938244,18,12,24,COMPLETE
943,248414.77381350636,2025-08-07 12:34:10.570990,2025-08-07 12:34:16.701721,0 days 00:00:06.130731,18,12,24,COMPLETE
944,248414.77381350636,2025-08-07 12:34:10.701757,2025-08-07 12:34:17.208472,0 days 00:00:06.506715,18,12,24,COMPLETE
945,248414.77381350636,2025-08-07 12:34:10.893949,2025-08-07 12:34:17.012475,0 days 00:00:06.118526,18,12,24,COMPLETE
946,248414.77381350636,2025-08-07 12:34:11.256961,2025-08-07 12:34:17.583248,0 days 00:00:06.326287,18,12,24,COMPLETE
947,310301.26855652925,2025-08-07 12:34:11.722301,2025-08-07 12:34:18.181738,0 days 00:00:06.459437,18,11,24,COMPLETE
948,310301.26855652925,2025-08-07 12:34:11.931285,2025-08-07 12:34:18.097389,0 days 00:00:06.166104,18,11,24,COMPLETE
949,310301.26855652925,2025-08-07 12:34:12.212681,2025-08-07 12:34:19.041352,0 days 00:00:06.828671,18,11,24,COMPLETE
950,310301.26855652925,2025-08-07 12:34:12.788233,2025-08-07 12:34:19.108954,0 days 00:00:06.320721,18,11,24,COMPLETE
951,310301.26855652925,2025-08-07 12:34:12.794073,2025-08-07 12:34:19.136009,0 days 00:00:06.341936,18,11,24,COMPLETE
952,310301.26855652925,2025-08-07 12:34:13.237047,2025-08-07 12:34:19.538697,0 days 00:00:06.301650,18,11,24,COMPLETE
953,310301.26855652925,2025-08-07 12:34:13.739086,2025-08-07 12:34:20.238893,0 days 00:00:06.499807,18,11,24,COMPLETE
954,310301.26855652925,2025-08-07 12:34:13.879728,2025-08-07 12:34:20.134332,0 days 00:00:06.254604,18,11,24,COMPLETE
955,310301.26855652925,2025-08-07 12:34:14.314964,2025-08-07 12:34:20.895537,0 days 00:00:06.580573,18,11,24,COMPLETE
956,310301.26855652925,2025-08-07 12:34:14.654420,2025-08-07 12:34:20.636257,0 days 00:00:05.981837,18,11,24,COMPLETE
957,310301.26855652925,2025-08-07 12:34:14.790026,2025-08-07 12:34:21.198154,0 days 00:00:06.408128,18,11,24,COMPLETE
958,310301.26855652925,2025-08-07 12:34:15.625434,2025-08-07 12:34:21.899341,0 days 00:00:06.273907,18,11,24,COMPLETE
959,310301.26855652925,2025-08-07 12:34:16.111604,2025-08-07 12:34:22.472571,0 days 00:00:06.360967,18,11,24,COMPLETE
960,310301.26855652925,2025-08-07 12:34:16.280739,2025-08-07 12:34:22.328915,0 days 00:00:06.048176,18,11,24,COMPLETE
961,194719.2428577614,2025-08-07 12:34:16.476591,2025-08-07 12:34:23.252104,0 days 00:00:06.775513,20,11,24,COMPLETE
962,194719.2428577614,2025-08-07 12:34:16.842296,2025-08-07 12:34:23.210462,0 days 00:00:06.368166,20,11,24,COMPLETE
963,194719.2428577614,2025-08-07 12:34:17.025132,2025-08-07 12:34:22.353443,0 days 00:00:05.328311,20,11,24,COMPLETE
964,194719.2428577614,2025-08-07 12:34:17.138350,2025-08-07 12:34:23.480116,0 days 00:00:06.341766,20,11,24,COMPLETE
965,194719.2428577614,2025-08-07 12:34:17.213845,2025-08-07 12:34:23.336484,0 days 00:00:06.122639,20,11,24,COMPLETE
966,194719.2428577614,2025-08-07 12:34:17.586603,2025-08-07 12:34:23.825252,0 days 00:00:06.238649,20,11,24,COMPLETE
967,11897.34859891939,2025-08-07 12:34:18.124185,2025-08-07 12:34:24.285772,0 days 00:00:06.161587,20,15,24,COMPLETE
968,30732.615583520997,2025-08-07 12:34:18.187282,2025-08-07 12:34:24.542224,0 days 00:00:06.354942,18,11,47,COMPLETE
969,260175.4199394511,2025-08-07 12:34:19.090293,2025-08-07 12:34:25.059852,0 days 00:00:05.969559,18,11,26,COMPLETE
970,260175.4199394511,2025-08-07 12:34:19.127356,2025-08-07 12:34:25.533436,0 days 00:00:06.406080,18,11,26,COMPLETE
971,204122.94534660332,2025-08-07 12:34:19.143145,2025-08-07 12:34:24.996091,0 days 00:00:05.852946,18,11,25,COMPLETE
972,260175.4199394511,2025-08-07 12:34:19.541720,2025-08-07 12:34:25.737946,0 days 00:00:06.196226,18,11,26,COMPLETE
973,260175.4199394511,2025-08-07 12:34:20.156237,2025-08-07 12:34:26.305851,0 days 00:00:06.149614,18,11,26,COMPLETE
974,15967.357524697978,2025-08-07 12:34:20.245052,2025-08-07 12:34:26.514146,0 days 00:00:06.269094,18,16,26,COMPLETE
975,127633.66068988634,2025-08-07 12:34:20.707010,2025-08-07 12:34:26.936613,0 days 00:00:06.229603,19,5,26,COMPLETE
976,8097.143502689612,2025-08-07 12:34:20.904166,2025-08-07 12:34:27.138128,0 days 00:00:06.233962,19,16,26,COMPLETE
977,127633.66068988634,2025-08-07 12:34:21.203078,2025-08-07 12:34:27.493374,0 days 00:00:06.290296,19,5,26,COMPLETE
978,77852.18148454126,2025-08-07 12:34:21.958931,2025-08-07 12:34:28.342621,0 days 00:00:06.383690,19,11,26,COMPLETE
979,77852.18148454126,2025-08-07 12:34:22.338653,2025-08-07 12:34:28.462967,0 days 00:00:06.124314,19,11,26,COMPLETE
980,77852.18148454126,2025-08-07 12:34:22.490542,2025-08-07 12:34:29.614838,0 days 00:00:07.124296,19,11,26,COMPLETE
981,77852.18148454126,2025-08-07 12:34:22.512014,2025-08-07 12:34:28.263408,0 days 00:00:05.751394,19,11,26,COMPLETE
982,77852.18148454126,2025-08-07 12:34:23.258529,2025-08-07 12:34:29.122315,0 days 00:00:05.863786,19,11,26,COMPLETE
983,127633.66068988634,2025-08-07 12:34:23.309838,2025-08-07 12:34:29.490068,0 days 00:00:06.180230,19,5,26,COMPLETE
984,77852.18148454126,2025-08-07 12:34:23.366432,2025-08-07 12:34:29.824640,0 days 00:00:06.458208,19,11,26,COMPLETE
985,77852.18148454126,2025-08-07 12:34:23.483911,2025-08-07 12:34:29.819740,0 days 00:00:06.335829,19,11,26,COMPLETE
986,77852.18148454126,2025-08-07 12:34:23.831789,2025-08-07 12:34:30.156568,0 days 00:00:06.324779,19,11,26,COMPLETE
987,77852.18148454126,2025-08-07 12:34:24.290545,2025-08-07 12:34:30.842847,0 days 00:00:06.552302,19,11,26,COMPLETE
988,11601.287635499797,2025-08-07 12:34:24.570855,2025-08-07 12:34:31.541286,0 days 00:00:06.970431,19,14,26,COMPLETE
989,77852.18148454126,2025-08-07 12:34:25.017235,2025-08-07 12:34:30.511235,0 days 00:00:05.494000,19,11,26,COMPLETE
990,77852.18148454126,2025-08-07 12:34:25.065684,2025-08-07 12:34:31.731713,0 days 00:00:06.666029,19,11,26,COMPLETE
991,283250.68881700677,2025-08-07 12:34:25.560609,2025-08-07 12:34:31.831177,0 days 00:00:06.270568,19,11,22,COMPLETE
992,283250.68881700677,2025-08-07 12:34:25.742253,2025-08-07 12:34:31.882965,0 days 00:00:06.140712,19,11,22,COMPLETE
993,283250.68881700677,2025-08-07 12:34:26.308847,2025-08-07 12:34:32.323241,0 days 00:00:06.014394,19,11,22,COMPLETE
994,283250.68881700677,2025-08-07 12:34:26.517147,2025-08-07 12:34:32.771639,0 days 00:00:06.254492,19,11,22,COMPLETE
995,28405.57168253301,2025-08-07 12:34:26.977222,2025-08-07 12:34:33.422091,0 days 00:00:06.444869,19,11,34,COMPLETE
996,283250.68881700677,2025-08-07 12:34:27.141855,2025-08-07 12:34:33.304175,0 days 00:00:06.162320,19,11,22,COMPLETE
997,35187.230337813395,2025-08-07 12:34:27.499859,2025-08-07 12:34:33.674620,0 days 00:00:06.174761,19,14,22,COMPLETE
998,31863.57210755349,2025-08-07 12:34:28.288098,2025-08-07 12:34:33.950063,0 days 00:00:05.661965,19,14,34,COMPLETE
999,283250.68881700677,2025-08-07 12:34:28.380146,2025-08-07 12:34:33.832901,0 days 00:00:05.452755,19,11,22,COMPLETE
