number,value,datetime_start,datetime_complete,duration,params_fast,params_macd_fast,params_macd_signal,params_macd_slow,params_rsi_period,params_rsi_threshold,params_slow,params_take_profit,params_trend_sma_period,state
161,167304.98401406492,2025-09-03 11:46:57.897877,2025-09-03 11:47:50.052274,0 days 00:00:52.154397,11,20,8,48,27,61,30,4.156778397082898,5,COMPLETE
162,73437.35156556584,2025-09-03 11:46:58.568616,2025-09-03 11:47:50.770538,0 days 00:00:52.201922,12,20,8,48,27,56,31,3.5528942479638883,6,COMPLETE
163,72055.39516279146,2025-09-03 11:47:25.651753,2025-09-03 11:48:20.087987,0 days 00:00:54.436234,12,20,8,50,27,60,30,3.4743024606238713,7,COMPLETE
164,107133.18594466672,2025-09-03 11:47:47.872949,2025-09-03 11:48:39.451246,0 days 00:00:51.578297,9,20,8,50,25,56,30,4.197846742503223,6,COMPLETE
165,219375.7745739332,2025-09-03 11:47:50.058845,2025-09-03 11:48:41.567830,0 days 00:00:51.508985,9,20,8,50,24,60,30,4.209946764954881,6,COMPLETE
166,60942.68117480601,2025-09-03 11:47:50.787860,2025-09-03 11:48:43.117736,0 days 00:00:52.329876,9,20,8,50,24,60,40,4.2091968156615716,7,COMPLETE
167,95394.15552726008,2025-09-03 11:48:20.105031,2025-09-03 11:49:11.775838,0 days 00:00:51.670807,9,20,9,50,24,60,39,4.2030738750566545,6,COMPLETE
168,86902.0185628262,2025-09-03 11:48:39.457688,2025-09-03 11:49:33.607190,0 days 00:00:54.149502,10,20,9,48,24,59,40,3.9534401238364847,5,COMPLETE
169,66873.3917224147,2025-09-03 11:48:41.639869,2025-09-03 11:49:34.248980,0 days 00:00:52.609111,9,20,9,49,24,60,40,4.459055469710372,7,COMPLETE
170,119427.71362015876,2025-09-03 11:48:43.129946,2025-09-03 11:49:35.722006,0 days 00:00:52.592060,7,19,9,48,24,59,39,3.890043690582987,6,COMPLETE
171,-inf,2025-09-03 11:49:11.861261,2025-09-03 11:49:13.636844,0 days 00:00:01.775583,53,19,9,48,24,59,36,4.434250484046562,6,COMPLETE
172,10560.440849142818,2025-09-03 11:49:13.648530,2025-09-03 11:50:04.337312,0 days 00:00:50.688782,7,20,8,49,25,61,149,4.280625099840757,5,COMPLETE
173,-inf,2025-09-03 11:49:33.634961,2025-09-03 11:49:35.196245,0 days 00:00:01.561284,7,19,10,15,25,61,47,4.3499793588010345,7,COMPLETE
174,238096.51861625296,2025-09-03 11:49:34.261406,2025-09-03 11:50:26.474986,0 days 00:00:52.213580,7,20,8,49,26,62,34,4.018754745092316,5,COMPLETE
175,-inf,2025-09-03 11:49:35.236510,2025-09-03 11:49:36.160591,0 days 00:00:00.924081,79,20,8,49,26,62,34,4.026879448593419,5,COMPLETE
176,203381.74676882743,2025-09-03 11:49:35.740848,2025-09-03 11:50:29.166238,0 days 00:00:53.425390,11,20,8,49,26,62,34,4.266134631416875,5,COMPLETE
177,384.8981920130867,2025-09-03 11:49:36.179547,2025-09-03 11:50:28.698873,0 days 00:00:52.519326,44,20,9,50,25,62,219,3.732057418387684,5,COMPLETE
178,108334.30959299488,2025-09-03 11:50:04.370203,2025-09-03 11:50:54.503744,0 days 00:00:50.133541,11,20,10,50,26,62,33,4.05098377861807,5,COMPLETE
179,816.4166768315945,2025-09-03 11:50:26.507897,2025-09-03 11:51:16.500460,0 days 00:00:49.992563,5,20,8,46,26,62,215,4.136995682168321,5,COMPLETE
180,97960.64822173557,2025-09-03 11:50:28.758095,2025-09-03 11:51:21.064604,0 days 00:00:52.306509,5,19,8,46,26,57,34,4.146890350472026,6,COMPLETE
181,173303.1406243342,2025-09-03 11:50:29.185302,2025-09-03 11:51:22.836940,0 days 00:00:53.651638,11,19,8,46,26,62,34,4.153622012830666,6,COMPLETE
182,144968.1860280574,2025-09-03 11:50:54.551671,2025-09-03 11:51:47.672824,0 days 00:00:53.121153,12,19,8,46,27,63,30,4.145230191458572,6,COMPLETE
183,166462.2797510298,2025-09-03 11:51:16.574349,2025-09-03 11:52:07.166808,0 days 00:00:50.592459,12,19,8,46,26,64,30,4.385336305148692,6,COMPLETE
184,181387.72514137632,2025-09-03 11:51:21.119441,2025-09-03 11:52:12.196153,0 days 00:00:51.076712,12,20,8,48,25,63,30,4.2689322942046255,6,COMPLETE
185,174494.53096820656,2025-09-03 11:51:22.895864,2025-09-03 11:52:16.127144,0 days 00:00:53.231280,12,19,8,48,27,63,30,4.350784435050942,6,COMPLETE
186,188993.68168262145,2025-09-03 11:51:47.714791,2025-09-03 11:52:39.996726,0 days 00:00:52.281935,12,18,8,49,27,64,30,4.341476257282304,6,COMPLETE
187,134169.46169349074,2025-09-03 11:52:07.229974,2025-09-03 11:53:00.107862,0 days 00:00:52.877888,12,18,7,49,27,64,30,4.355479506283566,7,COMPLETE
188,85390.23381393812,2025-09-03 11:52:12.250587,2025-09-03 11:53:04.569913,0 days 00:00:52.319326,13,18,7,48,27,64,41,4.371702496006811,7,COMPLETE
189,108047.14020510438,2025-09-03 11:52:16.196361,2025-09-03 11:53:10.194966,0 days 00:00:53.998605,13,18,7,47,27,64,30,4.352062036178931,7,COMPLETE
190,108656.60468563337,2025-09-03 11:52:40.064015,2025-09-03 11:53:35.176139,0 days 00:00:55.112124,13,18,7,47,27,64,42,4.360780854736186,7,COMPLETE
191,120563.99732194196,2025-09-03 11:53:00.151736,2025-09-03 11:53:51.549053,0 days 00:00:51.397317,13,18,7,47,27,64,42,4.4661842878373,7,COMPLETE
192,123443.65279250944,2025-09-03 11:53:04.599926,2025-09-03 11:53:55.485040,0 days 00:00:50.885114,11,18,8,47,28,63,46,4.41056112175551,6,COMPLETE
193,134353.94529846447,2025-09-03 11:53:10.216676,2025-09-03 11:54:00.780232,0 days 00:00:50.563556,11,19,8,47,28,63,45,4.476091238066442,6,COMPLETE
194,165184.78839581594,2025-09-03 11:53:35.244347,2025-09-03 11:54:27.586615,0 days 00:00:52.342268,11,19,8,48,25,63,35,4.264361537403407,6,COMPLETE
195,174389.7832384817,2025-09-03 11:53:51.597886,2025-09-03 11:54:43.085860,0 days 00:00:51.487974,11,19,8,48,28,63,34,4.257206225695944,6,COMPLETE
196,165781.05660270384,2025-09-03 11:53:55.508963,2025-09-03 11:54:47.473727,0 days 00:00:51.964764,11,19,8,48,25,63,35,4.251368828896354,6,COMPLETE
197,187342.5268486266,2025-09-03 11:54:00.807940,2025-09-03 11:54:53.225178,0 days 00:00:52.417238,11,19,8,48,25,65,34,4.266878834115218,6,COMPLETE
198,139556.9255981829,2025-09-03 11:54:27.639883,2025-09-03 11:55:19.649706,0 days 00:00:52.009823,11,19,8,49,25,65,36,4.283635324045809,6,COMPLETE
199,215113.00133023967,2025-09-03 11:54:43.113489,2025-09-03 11:55:35.795039,0 days 00:00:52.681550,8,19,8,49,26,65,37,4.280702296356188,6,COMPLETE
200,162649.76652142123,2025-09-03 11:54:47.491866,2025-09-03 11:55:40.242694,0 days 00:00:52.750828,7,19,8,49,28,65,38,4.293450645109521,6,COMPLETE
201,197726.33533810414,2025-09-03 11:54:53.241982,2025-09-03 11:55:44.880341,0 days 00:00:51.638359,8,19,8,49,26,65,37,4.281401771755849,5,COMPLETE
202,159591.85946858994,2025-09-03 11:55:19.662434,2025-09-03 11:56:11.093496,0 days 00:00:51.431062,8,19,8,49,28,62,38,4.056445090655188,5,COMPLETE
203,182520.98726883103,2025-09-03 11:55:35.859862,2025-09-03 11:56:28.758802,0 days 00:00:52.898940,7,19,8,49,26,65,39,4.288216581225066,7,COMPLETE
204,166895.55452933192,2025-09-03 11:55:40.289153,2025-09-03 11:56:31.412734,0 days 00:00:51.123581,8,19,8,49,26,62,35,4.09376334427468,5,COMPLETE
205,189993.21439158873,2025-09-03 11:55:44.907468,2025-09-03 11:56:36.743503,0 days 00:00:51.836035,8,19,8,49,26,62,38,4.434401784211502,5,COMPLETE
206,220507.95610341162,2025-09-03 11:56:11.120497,2025-09-03 11:57:03.504304,0 days 00:00:52.383807,8,19,8,49,26,65,34,4.453121141946609,5,COMPLETE
207,2861.705067189051,2025-09-03 11:56:28.780441,2025-09-03 11:57:26.291191,0 days 00:00:57.510750,8,18,8,49,26,65,176,4.458921226887949,5,COMPLETE
208,159955.70456574575,2025-09-03 11:56:31.451661,2025-09-03 11:57:27.331750,0 days 00:00:55.880089,7,18,7,48,24,65,41,4.475271839248292,7,COMPLETE
209,4085.6108854611057,2025-09-03 11:56:36.769971,2025-09-03 11:57:34.371129,0 days 00:00:57.601158,6,18,7,49,26,65,177,4.458230877437635,5,COMPLETE
210,203824.47442643566,2025-09-03 11:57:03.510764,2025-09-03 11:58:02.580494,0 days 00:00:59.069730,6,18,7,49,26,65,50,4.448693083088543,5,COMPLETE
211,791.860088426244,2025-09-03 11:57:26.335864,2025-09-03 11:58:23.353954,0 days 00:00:57.018090,6,20,7,49,24,50,48,4.492039443935497,5,COMPLETE
212,106301.63063080142,2025-09-03 11:57:27.371719,2025-09-03 11:58:23.963310,0 days 00:00:56.591591,6,20,7,49,14,65,48,4.619679454799155,5,COMPLETE
213,-35.12446813109498,2025-09-03 11:57:34.425133,2025-09-03 11:58:30.900512,0 days 00:00:56.475379,6,20,9,49,25,49,50,4.587680589524388,5,COMPLETE
214,555.2937292751169,2025-09-03 11:58:02.629214,2025-09-03 11:58:57.114830,0 days 00:00:54.485616,6,20,9,49,25,50,49,4.609505991709318,5,COMPLETE
215,132594.80726549073,2025-09-03 11:58:23.381380,2025-09-03 11:59:19.638128,0 days 00:00:56.256748,5,20,9,49,25,66,39,4.290855255827702,5,COMPLETE
216,156244.14754263707,2025-09-03 11:58:23.985615,2025-09-03 11:59:18.097048,0 days 00:00:54.111433,8,20,9,49,25,66,39,4.259371263881534,5,COMPLETE
217,185332.9708592746,2025-09-03 11:58:30.944386,2025-09-03 11:59:27.336425,0 days 00:00:56.392039,37,19,9,50,25,66,38,4.292186361895619,5,COMPLETE
218,153941.67778194408,2025-09-03 11:58:57.121350,2025-09-03 11:59:55.463356,0 days 00:00:58.342006,9,19,8,50,26,66,39,4.301616035981653,6,COMPLETE
219,172175.67726843458,2025-09-03 11:59:18.114035,2025-09-03 12:00:14.873640,0 days 00:00:56.759605,9,18,8,50,26,66,39,4.33929476934778,6,COMPLETE
220,175447.63186751102,2025-09-03 11:59:19.665678,2025-09-03 12:00:15.153356,0 days 00:00:55.487678,9,18,8,50,26,64,34,4.401327687971494,6,COMPLETE
221,28520.842642058702,2025-09-03 11:59:27.369145,2025-09-03 12:00:23.812040,0 days 00:00:56.442895,32,18,8,50,26,66,44,4.406212932890929,6,COMPLETE
222,132035.8855046933,2025-09-03 11:59:55.475148,2025-09-03 12:00:46.692359,0 days 00:00:51.217211,8,18,8,50,26,64,44,4.409600109438003,6,COMPLETE
223,143098.98049727085,2025-09-03 12:00:14.997036,2025-09-03 12:01:05.495110,0 days 00:00:50.498074,7,19,8,48,26,64,45,4.419210628996049,6,COMPLETE
224,176417.5192038415,2025-09-03 12:00:15.154612,2025-09-03 12:01:05.399531,0 days 00:00:50.244919,8,19,9,48,25,64,34,4.1696509055912,5,COMPLETE
225,192791.12829434246,2025-09-03 12:00:23.831286,2025-09-03 12:01:14.307964,0 days 00:00:50.476678,8,19,9,48,25,65,34,4.205652684765476,5,COMPLETE
226,165033.61530628853,2025-09-03 12:00:46.719474,2025-09-03 12:01:37.083048,0 days 00:00:50.363574,10,19,9,48,25,65,33,4.190457710160954,5,COMPLETE
227,132283.5642727519,2025-09-03 12:01:05.411177,2025-09-03 12:01:57.775490,0 days 00:00:52.364313,10,19,9,48,25,65,34,4.213503655709761,5,COMPLETE
228,229175.65465508224,2025-09-03 12:01:05.501599,2025-09-03 12:01:56.393218,0 days 00:00:50.891619,10,19,9,49,25,65,30,4.194793920134828,5,COMPLETE
229,-inf,2025-09-03 12:01:14.382090,2025-09-03 12:01:17.587578,0 days 00:00:03.205488,37,19,9,48,24,65,35,4.204010347298844,5,COMPLETE
230,244065.01731035204,2025-09-03 12:01:17.605076,2025-09-03 12:02:09.035983,0 days 00:00:51.430907,10,19,9,48,25,65,30,4.490263631114787,5,COMPLETE
231,-inf,2025-09-03 12:01:37.109668,2025-09-03 12:01:40.039157,0 days 00:00:02.929489,62,19,9,47,24,65,30,4.526649776794462,5,COMPLETE
232,147410.27958962606,2025-09-03 12:01:40.094088,2025-09-03 12:02:32.726074,0 days 00:00:52.631986,8,19,8,48,25,63,38,4.319192744047148,7,COMPLETE
233,-inf,2025-09-03 12:01:56.420525,2025-09-03 12:01:59.666362,0 days 00:00:03.245837,40,19,9,49,25,67,38,4.063076087490344,5,COMPLETE
234,170184.2800490914,2025-09-03 12:01:57.814250,2025-09-03 12:02:51.423053,0 days 00:00:53.608803,8,19,9,49,25,67,38,4.312494576318317,5,COMPLETE
235,224292.53904091063,2025-09-03 12:01:59.692134,2025-09-03 12:02:53.670757,0 days 00:00:53.978623,8,20,8,49,24,63,30,4.308815232199918,6,COMPLETE
236,20879.059917196235,2025-09-03 12:02:09.052372,2025-09-03 12:03:04.842303,0 days 00:00:55.789931,8,19,9,50,24,66,37,0.8399035991087471,5,COMPLETE
237,151896.43479535493,2025-09-03 12:02:32.789962,2025-09-03 12:03:26.521687,0 days 00:00:53.731725,5,19,9,50,24,67,34,4.524834332182484,5,COMPLETE
238,20034.887547555332,2025-09-03 12:02:51.439886,2025-09-03 12:03:43.399143,0 days 00:00:51.959257,10,19,9,50,24,66,30,4.511168429136609,17,COMPLETE
239,230419.05186434134,2025-09-03 12:02:53.677880,2025-09-03 12:03:48.499977,0 days 00:00:54.822097,10,20,9,50,24,64,30,4.539684639576564,5,COMPLETE
240,135972.66370733466,2025-09-03 12:03:04.927160,2025-09-03 12:03:59.801988,0 days 00:00:54.874828,10,20,5,50,24,64,30,4.5228299108980075,6,COMPLETE
241,167384.0105854022,2025-09-03 12:03:26.544308,2025-09-03 12:04:22.754256,0 days 00:00:56.209948,10,20,5,49,24,64,33,4.497727189824602,6,COMPLETE
242,129548.04174069004,2025-09-03 12:03:43.405699,2025-09-03 12:04:37.172869,0 days 00:00:53.767170,10,20,9,49,25,64,34,4.3938323874787155,6,COMPLETE
243,189481.98636020496,2025-09-03 12:03:48.554123,2025-09-03 12:04:39.229598,0 days 00:00:50.675475,10,20,10,49,24,64,30,4.7037810033693805,6,COMPLETE
244,146762.9948264641,2025-09-03 12:03:59.855276,2025-09-03 12:04:56.952118,0 days 00:00:57.096842,9,20,9,49,25,64,34,4.407117134375055,5,COMPLETE
245,276895.4020182681,2025-09-03 12:04:22.771224,2025-09-03 12:05:18.673929,0 days 00:00:55.902705,9,20,9,49,25,63,30,4.417340528550383,5,COMPLETE
246,325997.41681544494,2025-09-03 12:04:37.226728,2025-09-03 12:05:34.510496,0 days 00:00:57.283768,9,20,9,48,25,63,30,4.619142307761213,5,COMPLETE
247,246568.97998703888,2025-09-03 12:04:39.251868,2025-09-03 12:05:33.935446,0 days 00:00:54.683578,9,20,10,48,25,63,30,4.70523901387151,6,COMPLETE
248,212271.59800866913,2025-09-03 12:04:56.999920,2025-09-03 12:05:51.924571,0 days 00:00:54.924651,7,20,10,48,24,63,30,4.696600821144494,6,COMPLETE
249,-inf,2025-09-03 12:05:18.716582,2025-09-03 12:06:15.924241,0 days 00:00:57.207659,7,20,9,48,24,41,30,4.735128898334991,5,COMPLETE
250,265921.1488412629,2025-09-03 12:05:33.978965,2025-09-03 12:06:25.486509,0 days 00:00:51.507544,7,20,10,47,24,63,30,4.622718339132782,5,COMPLETE
251,246657.05536092355,2025-09-03 12:05:34.527447,2025-09-03 12:06:29.692964,0 days 00:00:55.165517,7,20,10,47,24,62,30,4.67960872925839,5,COMPLETE
252,129679.24216752086,2025-09-03 12:05:51.996923,2025-09-03 12:06:47.598293,0 days 00:00:55.601370,6,20,10,47,26,62,30,4.715589577947192,5,COMPLETE
253,4650.4890438200455,2025-09-03 12:06:15.981769,2025-09-03 12:07:12.482789,0 days 00:00:56.501020,7,20,10,47,6,62,35,4.61551547489154,5,COMPLETE
254,125065.44910228658,2025-09-03 12:06:25.513788,2025-09-03 12:07:21.483944,0 days 00:00:55.970156,6,20,10,47,24,63,30,4.655804851919945,5,COMPLETE
255,113336.05030343763,2025-09-03 12:06:29.705409,2025-09-03 12:07:27.769955,0 days 00:00:58.064546,6,20,11,47,23,62,34,4.666121606720441,5,COMPLETE
256,134313.29178411467,2025-09-03 12:06:47.658250,2025-09-03 12:07:42.137214,0 days 00:00:54.478964,5,20,10,47,23,63,30,4.63683153321083,5,COMPLETE
257,127665.4504705098,2025-09-03 12:07:12.489562,2025-09-03 12:08:06.364543,0 days 00:00:53.874981,5,20,11,47,23,63,30,4.654519449122279,5,COMPLETE
258,118027.09703145911,2025-09-03 12:07:21.500607,2025-09-03 12:08:15.013964,0 days 00:00:53.513357,9,20,11,47,23,63,34,4.622413199381167,5,COMPLETE
259,97014.72929260344,2025-09-03 12:07:27.782067,2025-09-03 12:08:23.210792,0 days 00:00:55.428725,5,20,10,48,24,63,41,4.5892366672005735,6,COMPLETE
260,-inf,2025-09-03 12:07:42.165115,2025-09-03 12:07:44.824757,0 days 00:00:02.659642,9,20,10,18,24,63,42,4.788375066239104,6,COMPLETE
261,96827.82983255744,2025-09-03 12:07:44.846956,2025-09-03 12:08:38.505592,0 days 00:00:53.658636,7,20,10,48,24,61,35,4.54496426827243,6,COMPLETE
262,149652.67081083276,2025-09-03 12:08:06.386832,2025-09-03 12:09:03.743244,0 days 00:00:57.356412,9,20,10,48,24,61,36,4.577072728772079,6,COMPLETE
263,89119.25517586974,2025-09-03 12:08:15.030692,2025-09-03 12:09:13.864061,0 days 00:00:58.833369,7,20,10,48,24,61,36,4.571858284132518,6,COMPLETE
264,109051.17639033956,2025-09-03 12:08:23.315944,2025-09-03 12:09:20.073300,0 days 00:00:56.757356,7,20,10,48,25,61,36,4.714189235404352,6,COMPLETE
265,23146.380676543464,2025-09-03 12:08:38.538051,2025-09-03 12:09:33.272413,0 days 00:00:54.734362,9,20,10,49,25,62,37,4.740583601721397,15,COMPLETE
266,134124.6337673126,2025-09-03 12:09:03.754868,2025-09-03 12:09:57.538482,0 days 00:00:53.783614,7,20,9,49,25,62,41,4.795788543360696,7,COMPLETE
267,206573.12579731323,2025-09-03 12:09:13.881263,2025-09-03 12:10:07.602415,0 days 00:00:53.721152,8,20,9,49,25,62,30,4.690213529556693,7,COMPLETE
268,282601.0382675938,2025-09-03 12:09:20.133926,2025-09-03 12:10:13.320823,0 days 00:00:53.186897,9,20,9,50,26,62,30,4.766459313763159,5,COMPLETE
269,168406.7532334751,2025-09-03 12:09:33.436477,2025-09-03 12:10:26.961659,0 days 00:00:53.525182,10,20,9,50,26,62,30,4.767337979919614,7,COMPLETE
270,85076.32966909667,2025-09-03 12:09:57.601062,2025-09-03 12:10:50.858438,0 days 00:00:53.257376,10,20,9,50,11,63,30,4.455623003691383,5,COMPLETE
271,4972.008028070934,2025-09-03 12:10:07.619208,2025-09-03 12:11:04.797936,0 days 00:00:57.178728,10,20,9,50,25,62,189,4.687031140030437,7,COMPLETE
272,191367.26886083832,2025-09-03 12:10:13.381182,2025-09-03 12:11:09.185003,0 days 00:00:55.803821,10,20,9,50,26,60,30,4.706789647386032,5,COMPLETE
273,320028.21276044514,2025-09-03 12:10:26.989209,2025-09-03 12:11:24.619203,0 days 00:00:57.629994,9,20,9,50,25,63,30,4.68445789742491,5,COMPLETE
274,210807.56850913132,2025-09-03 12:10:50.881183,2025-09-03 12:11:44.984537,0 days 00:00:54.103354,8,20,9,50,26,60,30,4.680261102211781,5,COMPLETE
275,214957.79677139746,2025-09-03 12:11:04.825286,2025-09-03 12:11:59.602669,0 days 00:00:54.777383,8,20,9,46,26,60,30,4.580467775453834,5,COMPLETE
276,144668.69688867184,2025-09-03 12:11:09.260429,2025-09-03 12:12:04.040052,0 days 00:00:54.779623,8,20,9,46,26,63,34,4.602059517744369,5,COMPLETE
277,2147.3690798819785,2025-09-03 12:11:24.641911,2025-09-03 12:12:20.153207,0 days 00:00:55.511296,8,20,9,50,26,63,163,4.623580780025553,5,COMPLETE
278,249107.61303196804,2025-09-03 12:11:44.996545,2025-09-03 12:12:46.007894,0 days 00:01:01.011349,8,20,9,50,25,63,30,4.792032105075809,6,COMPLETE
279,197206.27275110802,2025-09-03 12:11:59.619757,2025-09-03 12:12:58.093274,0 days 00:00:58.473517,8,20,9,46,25,60,30,4.7772736569892,6,COMPLETE
280,119709.83141833686,2025-09-03 12:12:04.094930,2025-09-03 12:13:00.387653,0 days 00:00:56.292723,13,20,9,50,25,60,30,4.832111068637158,6,COMPLETE
281,200379.9408137995,2025-09-03 12:12:20.175556,2025-09-03 12:13:16.311718,0 days 00:00:56.136162,8,20,9,46,25,60,30,4.797014664435379,6,COMPLETE
282,118517.50706040714,2025-09-03 12:12:46.119807,2025-09-03 12:13:40.152261,0 days 00:00:54.032454,13,20,9,50,25,60,30,4.805655528500806,6,COMPLETE
283,17958.8287341171,2025-09-03 12:12:58.100449,2025-09-03 12:13:48.534051,0 days 00:00:50.433602,12,20,9,50,25,60,34,4.876475413348456,19,COMPLETE
284,-inf,2025-09-03 12:13:00.424510,2025-09-03 12:13:02.892073,0 days 00:00:02.467563,73,20,9,50,24,61,34,4.813848808051288,6,COMPLETE
285,186460.92932720514,2025-09-03 12:13:02.965576,2025-09-03 12:13:58.757733,0 days 00:00:55.792157,12,20,9,50,24,64,40,4.558902463645988,5,COMPLETE
286,170952.47494773593,2025-09-03 12:13:16.344163,2025-09-03 12:14:07.668001,0 days 00:00:51.323838,12,20,9,32,24,64,41,4.5419777926293134,5,COMPLETE
287,186371.08163856334,2025-09-03 12:13:40.153811,2025-09-03 12:14:33.492282,0 days 00:00:53.338471,12,20,9,50,24,64,40,4.551881971686464,5,COMPLETE
288,202323.77927039497,2025-09-03 12:13:48.645867,2025-09-03 12:14:42.476230,0 days 00:00:53.830363,5,20,9,34,24,64,41,4.555890103749237,5,COMPLETE
289,96088.69269352671,2025-09-03 12:13:58.854096,2025-09-03 12:14:53.313741,0 days 00:00:54.459645,9,20,9,34,27,64,35,3.2409295812476033,5,COMPLETE
290,131497.0992742868,2025-09-03 12:14:07.716336,2025-09-03 12:15:01.701926,0 days 00:00:53.985590,9,20,9,49,27,62,34,4.655794333678171,5,COMPLETE
291,109680.03146288221,2025-09-03 12:14:33.519669,2025-09-03 12:15:26.715193,0 days 00:00:53.195524,9,20,10,49,27,62,34,4.649761467140913,5,COMPLETE
292,184007.125658488,2025-09-03 12:14:42.492644,2025-09-03 12:15:35.232583,0 days 00:00:52.739939,9,20,10,49,27,62,36,4.712114701379591,6,COMPLETE
293,136803.99290888442,2025-09-03 12:14:53.325031,2025-09-03 12:15:49.843795,0 days 00:00:56.518764,7,20,10,49,26,62,34,4.69233660483249,6,COMPLETE
294,118402.35560429661,2025-09-03 12:15:01.737466,2025-09-03 12:15:59.163677,0 days 00:00:57.426211,7,20,10,47,26,61,34,4.701307830369236,6,COMPLETE
295,-inf,2025-09-03 12:15:26.732941,2025-09-03 12:16:17.274502,0 days 00:00:50.541561,7,20,10,48,26,33,34,4.740449541242466,6,COMPLETE
296,507.50229817416124,2025-09-03 12:15:35.249689,2025-09-03 12:16:25.978383,0 days 00:00:50.728694,7,20,9,47,26,48,30,4.475742333141202,29,COMPLETE
297,164725.8635856951,2025-09-03 12:15:49.865651,2025-09-03 12:16:42.229768,0 days 00:00:52.364117,7,20,9,47,26,61,30,4.464991033379795,7,COMPLETE
298,7543.063356698577,2025-09-03 12:15:59.205098,2025-09-03 12:16:50.804344,0 days 00:00:51.599246,6,20,9,48,25,63,30,0.6312630525205258,7,COMPLETE
299,-inf,2025-09-03 12:16:17.321991,2025-09-03 12:17:12.610692,0 days 00:00:55.288701,11,20,9,45,25,43,38,4.471719590971616,7,COMPLETE
300,121498.3013538854,2025-09-03 12:16:25.995089,2025-09-03 12:17:19.641002,0 days 00:00:53.645913,11,20,9,48,25,63,38,4.476310837251162,7,COMPLETE
301,-inf,2025-09-03 12:16:42.246568,2025-09-03 12:17:35.883449,0 days 00:00:53.636881,11,20,9,48,25,39,39,4.493461120261282,5,COMPLETE
302,192087.88058221267,2025-09-03 12:16:50.812061,2025-09-03 12:17:42.197313,0 days 00:00:51.385252,11,20,8,48,25,63,39,4.588344618495028,5,COMPLETE
303,177079.5618379875,2025-09-03 12:17:12.643622,2025-09-03 12:18:04.406223,0 days 00:00:51.762601,10,19,8,48,23,63,38,4.624779675025968,5,COMPLETE
304,-inf,2025-09-03 12:17:19.740707,2025-09-03 12:17:23.650022,0 days 00:00:03.909315,48,19,8,50,25,63,43,4.595097471781382,5,COMPLETE
305,148640.08779364303,2025-09-03 12:17:23.687501,2025-09-03 12:18:15.670041,0 days 00:00:51.982540,9,19,8,49,23,63,38,3.85018479160493,5,COMPLETE
306,111437.72144635803,2025-09-03 12:17:35.937334,2025-09-03 12:18:31.862366,0 days 00:00:55.925032,5,19,8,49,23,64,34,3.9149162107676463,6,COMPLETE
307,108454.71633917869,2025-09-03 12:17:42.215626,2025-09-03 12:18:36.242651,0 days 00:00:54.027025,9,19,11,49,24,64,34,4.3870360063978,6,COMPLETE
308,85003.07573131529,2025-09-03 12:18:04.448868,2025-09-03 12:19:00.774521,0 days 00:00:56.325653,5,19,11,49,24,64,33,3.9818386144593445,6,COMPLETE
309,72011.63722348961,2025-09-03 12:18:15.697183,2025-09-03 12:19:10.463292,0 days 00:00:54.766109,5,20,11,50,24,64,34,3.9352446360022197,6,COMPLETE
310,139112.5932727092,2025-09-03 12:18:31.900419,2025-09-03 12:19:22.417663,0 days 00:00:50.517244,9,20,11,50,24,61,30,4.907575111155203,6,COMPLETE
311,2077.1350058688345,2025-09-03 12:18:36.254357,2025-09-03 12:19:29.922984,0 days 00:00:53.668627,8,20,10,50,24,62,208,4.917484881681661,6,COMPLETE
312,132852.38471125116,2025-09-03 12:19:00.807528,2025-09-03 12:19:54.965835,0 days 00:00:54.158307,8,20,10,50,26,61,30,4.883679200983776,5,COMPLETE
313,143038.45191523054,2025-09-03 12:19:10.469590,2025-09-03 12:20:04.812949,0 days 00:00:54.343359,8,20,10,50,26,59,30,4.8464414628872685,5,COMPLETE
314,103877.57065362044,2025-09-03 12:19:22.429270,2025-09-03 12:20:16.791004,0 days 00:00:54.361734,8,20,10,47,26,62,45,4.751966709886372,5,COMPLETE
315,20181.990645162532,2025-09-03 12:19:29.940451,2025-09-03 12:20:26.315199,0 days 00:00:56.374748,35,20,9,47,26,59,44,4.746176740536464,5,COMPLETE
316,3349.7880560970616,2025-09-03 12:19:55.003485,2025-09-03 12:20:44.404650,0 days 00:00:49.401165,35,20,9,47,25,52,44,4.754430927339688,5,COMPLETE
317,-inf,2025-09-03 12:20:04.833399,2025-09-03 12:20:09.445194,0 days 00:00:04.611795,52,20,9,46,25,65,43,4.73556530244255,5,COMPLETE
318,172986.8277770567,2025-09-03 12:20:09.478047,2025-09-03 12:21:05.414936,0 days 00:00:55.936889,13,20,14,47,26,62,45,4.626351889467156,5,COMPLETE
319,76769.29585317087,2025-09-03 12:20:16.828969,2025-09-03 12:21:10.911261,0 days 00:00:54.082292,34,20,14,48,25,65,36,4.353969689202341,6,COMPLETE
320,142633.38292280558,2025-09-03 12:20:26.342335,2025-09-03 12:21:21.892907,0 days 00:00:55.550572,13,19,9,48,25,65,34,4.394481028138381,6,COMPLETE
321,164819.03608871458,2025-09-03 12:20:44.426784,2025-09-03 12:21:36.346240,0 days 00:00:51.919456,10,19,9,49,25,65,36,4.381660650092137,6,COMPLETE
322,138840.60429609218,2025-09-03 12:21:05.450968,2025-09-03 12:21:55.527031,0 days 00:00:50.076063,10,19,9,49,25,61,36,4.37899322688204,6,COMPLETE
