number,value,datetime_start,datetime_complete,duration,params_dema_period,params_tema_fast,params_tema_slow,state
609,8713.019143388217,2025-06-30 22:01:37.949509,2025-06-30 22:59:53.511610,0 days 00:58:15.562101,191,46,109,COMPLETE
610,7100.313219377933,2025-06-30 22:01:38.881457,2025-06-30 23:00:11.712953,0 days 00:58:32.831496,199,45,108,COMPLETE
611,7306.343371037863,2025-06-30 22:01:39.022240,2025-06-30 23:13:22.884941,0 days 01:11:43.862701,197,51,106,COMPLETE
612,6075.458743267165,2025-06-30 22:01:39.282855,2025-06-30 22:58:56.208746,0 days 00:57:16.925891,188,45,106,COMPLETE
613,10165.912913215721,2025-06-30 22:01:40.339666,2025-06-30 23:32:03.924321,0 days 01:30:23.584655,188,47,117,COMPLETE
614,10356.68239707843,2025-06-30 22:01:40.542937,2025-06-30 23:23:29.172804,0 days 01:21:48.629867,199,46,113,COMPLETE
615,7865.134174640142,2025-06-30 22:01:41.202135,2025-06-30 23:13:55.087190,0 days 01:12:13.885055,188,49,109,COMPLETE
616,6827.025260080676,2025-06-30 22:01:41.386272,2025-06-30 23:13:20.095224,0 days 01:11:38.708952,195,45,108,COMPLETE
617,7231.259473803641,2025-06-30 22:01:41.950943,2025-06-30 23:18:23.382967,0 days 01:16:41.432024,196,50,107,COMPLETE
618,6132.101961545826,2025-06-30 22:01:42.189965,2025-06-30 23:21:01.185354,0 days 01:19:18.995389,197,44,107,COMPLETE
619,9623.28030214511,2025-06-30 22:01:42.413994,2025-06-30 23:43:35.200393,0 days 01:41:52.786399,195,46,112,COMPLETE
620,8565.05887000457,2025-06-30 22:01:43.872301,2025-06-30 22:59:58.923594,0 days 00:58:15.051293,197,49,110,COMPLETE
621,8713.019143388217,2025-06-30 22:01:44.134190,2025-06-30 23:16:39.720867,0 days 01:14:55.586677,191,46,109,COMPLETE
622,7582.513036628599,2025-06-30 22:01:44.525710,2025-06-30 23:19:16.939391,0 days 01:17:32.413681,196,44,113,COMPLETE
623,6396.959819413352,2025-06-30 22:01:44.794383,2025-06-30 22:59:36.667448,0 days 00:57:51.873065,192,46,105,COMPLETE
624,10314.360960582468,2025-06-30 22:01:44.915852,2025-06-30 23:16:29.646567,0 days 01:14:44.730715,196,45,117,COMPLETE
625,7601.963960495458,2025-06-30 22:01:45.117247,2025-06-30 23:15:40.981488,0 days 01:13:55.864241,195,45,109,COMPLETE
626,6730.896746296953,2025-06-30 22:01:45.422290,2025-06-30 23:17:41.142921,0 days 01:15:55.720631,182,46,107,COMPLETE
627,9646.95413749126,2025-06-30 22:01:45.667658,2025-06-30 22:59:13.196648,0 days 00:57:27.528990,199,46,112,COMPLETE
628,8979.135714940849,2025-06-30 22:01:46.048817,2025-06-30 23:39:49.801041,0 days 01:38:03.752224,196,45,110,COMPLETE
629,7348.470471275972,2025-06-30 22:01:46.114342,2025-06-30 23:23:46.324642,0 days 01:22:00.210300,196,45,101,COMPLETE
630,6608.706028279758,2025-06-30 22:01:46.357934,2025-06-30 23:21:09.915240,0 days 01:19:23.557306,195,45,106,COMPLETE
631,6861.287923329092,2025-06-30 22:01:46.433804,2025-06-30 23:16:22.018206,0 days 01:14:35.584402,199,47,104,COMPLETE
632,6629.865961339564,2025-06-30 22:01:47.300316,2025-06-30 23:17:09.928311,0 days 01:15:22.627995,195,43,113,COMPLETE
633,6292.318488018875,2025-06-30 22:01:47.386489,2025-06-30 23:21:44.361360,0 days 01:19:56.974871,183,45,104,COMPLETE
634,8624.026323058362,2025-06-30 22:01:48.122902,2025-06-30 23:21:07.739660,0 days 01:19:19.616758,190,44,116,COMPLETE
635,7721.524683709644,2025-06-30 22:01:48.504196,2025-06-30 23:20:29.841828,0 days 01:18:41.337632,196,45,109,COMPLETE
636,511.6013541612183,2025-06-30 22:01:49.161883,2025-06-30 23:21:19.642618,0 days 01:19:30.480735,198,17,109,COMPLETE
637,5951.593604453227,2025-06-30 22:01:49.850506,2025-06-30 23:22:06.263429,0 days 01:20:16.412923,197,44,106,COMPLETE
638,1059.5007802750642,2025-06-30 22:01:51.214080,2025-06-30 23:23:19.772790,0 days 01:21:28.558710,194,19,113,COMPLETE
639,302.53653164457955,2025-06-30 22:01:51.861299,2025-06-30 23:24:06.157156,0 days 01:22:14.295857,195,19,107,COMPLETE
640,868.5002846570933,2025-06-30 22:01:52.486132,2025-06-30 23:40:27.768372,0 days 01:38:35.282240,191,19,104,COMPLETE
641,2363.3786064657043,2025-06-30 22:01:53.009084,2025-06-30 23:04:58.214034,0 days 01:03:05.204950,193,19,105,COMPLETE
642,519.0422609715697,2025-06-30 22:01:53.080088,2025-06-30 23:18:18.150202,0 days 01:16:25.070114,196,19,106,COMPLETE
643,6417.557074095261,2025-06-30 22:01:53.154588,2025-06-30 23:18:22.927742,0 days 01:16:29.773154,191,45,104,COMPLETE
644,1572.2085170150249,2025-06-30 22:01:53.485212,2025-06-30 23:40:48.865035,0 days 01:38:55.379823,196,20,108,COMPLETE
645,1969.8096730728803,2025-06-30 22:01:55.030046,2025-06-30 23:03:11.105323,0 days 01:01:16.075277,194,17,114,COMPLETE
646,631.0698367869718,2025-06-30 22:01:55.250473,2025-06-30 23:22:15.691564,0 days 01:20:20.441091,195,20,113,COMPLETE
647,1773.178744959071,2025-06-30 22:01:56.011246,2025-06-30 23:23:52.434623,0 days 01:21:56.423377,192,19,109,COMPLETE
648,660.9697172383412,2025-06-30 22:01:56.376492,2025-06-30 23:41:24.055124,0 days 01:39:27.678632,196,20,112,COMPLETE
649,-41.092910756337005,2025-06-30 22:01:56.662566,2025-06-30 23:28:03.283436,0 days 01:26:06.620870,195,22,100,COMPLETE
650,2593.8015845281616,2025-06-30 22:01:56.821431,2025-06-30 23:28:43.511080,0 days 01:26:46.689649,194,20,106,COMPLETE
651,-2063.1459121975795,2025-06-30 22:01:56.875067,2025-06-30 23:25:43.315730,0 days 01:23:46.440663,180,17,112,COMPLETE
652,-1483.6238781555576,2025-06-30 22:01:57.166901,2025-06-30 23:27:55.229615,0 days 01:25:58.062714,198,16,105,COMPLETE
653,-2157.1093421292026,2025-06-30 22:01:59.248316,2025-06-30 23:32:30.320321,0 days 01:30:31.072005,197,18,106,COMPLETE
654,2613.7869697745055,2025-06-30 22:01:59.816831,2025-06-30 23:27:10.117046,0 days 01:25:10.300215,192,20,106,COMPLETE
655,556.0738141140946,2025-06-30 22:01:59.878306,2025-06-30 23:26:53.951056,0 days 01:24:54.072750,192,18,100,COMPLETE
656,-1068.8918953965358,2025-06-30 22:02:01.010394,2025-06-30 23:25:28.837884,0 days 01:23:27.827490,194,13,107,COMPLETE
657,-2458.850896556205,2025-06-30 22:02:01.422398,2025-06-30 23:28:12.928204,0 days 01:26:11.505806,196,18,108,COMPLETE
658,-2317.981355032871,2025-06-30 22:02:02.095600,2025-06-30 23:27:46.329584,0 days 01:25:44.233984,193,15,108,COMPLETE
659,1420.763182699795,2025-06-30 22:02:02.634204,2025-06-30 23:26:15.678850,0 days 01:24:13.044646,196,19,109,COMPLETE
660,1190.421081681944,2025-06-30 22:02:04.044176,2025-06-30 23:41:58.884356,0 days 01:39:54.840180,196,21,106,COMPLETE
661,-2172.569827586288,2025-06-30 22:02:04.334486,2025-06-30 22:54:40.090988,0 days 00:52:35.756502,196,16,106,COMPLETE
662,3029.055186790084,2025-06-30 22:02:04.558184,2025-06-30 23:43:01.201831,0 days 01:40:56.643647,198,19,236,COMPLETE
663,3508.4795460272435,2025-06-30 22:02:04.832418,2025-06-30 23:28:52.868039,0 days 01:26:48.035621,199,16,236,COMPLETE
664,5013.9944083410655,2025-06-30 22:02:05.213788,2025-06-30 23:40:01.000811,0 days 01:37:55.787023,193,16,232,COMPLETE
665,4925.109073645716,2025-06-30 22:02:06.525176,2025-06-30 22:54:52.595266,0 days 00:52:46.070090,197,45,232,COMPLETE
666,4648.393178035985,2025-06-30 22:02:06.826276,2025-06-30 23:08:26.116632,0 days 01:06:19.290356,198,19,233,COMPLETE
667,3119.826801317742,2025-06-30 22:02:07.217391,2025-06-30 23:41:17.236371,0 days 01:39:10.018980,200,19,231,COMPLETE
668,3675.3399732847392,2025-06-30 22:02:08.149183,2025-06-30 23:40:45.852421,0 days 01:38:37.703238,199,20,232,COMPLETE
669,4391.03227828004,2025-06-30 22:02:08.377665,2025-06-30 23:07:56.884756,0 days 01:05:48.507091,200,17,233,COMPLETE
670,3654.2705879899804,2025-06-30 22:02:09.618920,2025-06-30 23:07:39.658726,0 days 01:05:30.039806,197,21,234,COMPLETE
671,3240.4278187553527,2025-06-30 22:02:10.264279,2025-06-30 23:07:45.230303,0 days 01:05:34.966024,197,21,238,COMPLETE
672,4361.153441749568,2025-06-30 22:02:11.724653,2025-06-30 23:31:22.073854,0 days 01:29:10.349201,198,14,233,COMPLETE
673,11084.629034360358,2025-06-30 22:02:12.604839,2025-06-30 23:26:39.616819,0 days 01:24:27.011980,195,17,184,COMPLETE
674,-2349.6727528112624,2025-06-30 22:02:12.705220,2025-06-30 23:29:38.118847,0 days 01:27:25.413627,196,17,107,COMPLETE
675,7800.641528170206,2025-06-30 22:02:12.841864,2025-06-30 23:05:12.716396,0 days 01:02:59.874532,196,18,187,COMPLETE
676,3150.2838653521903,2025-06-30 22:02:13.689539,2025-06-30 23:31:47.133488,0 days 01:29:33.443949,200,18,234,COMPLETE
677,-2604.2413468101568,2025-06-30 22:02:14.198315,2025-06-30 23:30:52.348317,0 days 01:28:38.150002,198,18,104,COMPLETE
678,1160.6174539760777,2025-06-30 22:02:14.959196,2025-06-30 23:08:16.749460,0 days 01:06:01.790264,199,20,111,COMPLETE
679,6577.765710769718,2025-06-30 22:02:16.266770,2025-06-30 23:40:28.376358,0 days 01:38:12.109588,199,44,108,COMPLETE
680,-414.75784152293363,2025-06-30 22:02:16.932512,2025-06-30 23:30:30.559290,0 days 01:28:13.626778,198,18,112,COMPLETE
681,12755.818777520635,2025-06-30 22:02:17.076080,2025-06-30 23:34:53.557650,0 days 01:32:36.481570,194,18,184,COMPLETE
682,7134.343790510803,2025-06-30 22:02:17.394140,2025-06-30 23:28:18.034483,0 days 01:26:00.640343,189,19,192,COMPLETE
683,10742.012111440992,2025-06-30 22:02:17.717493,2025-06-30 23:41:54.647476,0 days 01:39:36.929983,200,17,184,COMPLETE
684,6335.711275358875,2025-06-30 22:02:18.047221,2025-06-30 23:30:33.976991,0 days 01:28:15.929770,198,44,105,COMPLETE
685,278.17393756352885,2025-06-30 22:02:19.009634,2025-06-30 23:00:24.291964,0 days 00:58:05.282330,198,18,110,COMPLETE
686,5903.605492392463,2025-06-30 22:02:19.945016,2025-06-30 22:57:38.998479,0 days 00:55:19.053463,198,44,110,COMPLETE
687,6103.316762378784,2025-06-30 22:02:20.050577,2025-06-30 23:40:59.299384,0 days 01:38:39.248807,195,44,105,COMPLETE
688,4215.759243058291,2025-06-30 22:02:20.631588,2025-06-30 23:35:09.157798,0 days 01:32:48.526210,192,21,230,COMPLETE
689,3098.377475805013,2025-06-30 22:02:21.354402,2025-06-30 23:30:42.974308,0 days 01:28:21.619906,191,19,230,COMPLETE
690,6443.221586541838,2025-06-30 22:02:21.799987,2025-06-30 23:43:25.055166,0 days 01:41:03.255179,198,20,196,COMPLETE
691,5703.967806405819,2025-06-30 22:02:22.753075,2025-06-30 23:33:46.417543,0 days 01:31:23.664468,199,42,107,COMPLETE
692,2084.789311559609,2025-06-30 22:02:23.782631,2025-06-30 23:35:15.561069,0 days 01:32:51.778438,199,20,107,COMPLETE
693,2687.3250761397094,2025-06-30 22:02:24.005901,2025-06-30 22:59:16.655534,0 days 00:56:52.649633,190,20,105,COMPLETE
694,1342.672462411786,2025-06-30 22:02:25.654347,2025-06-30 23:33:12.897129,0 days 01:30:47.242782,200,20,111,COMPLETE
695,1470.4345526820998,2025-06-30 22:02:25.954243,2025-06-30 23:31:19.254377,0 days 01:28:53.300134,199,19,112,COMPLETE
696,1273.237506857101,2025-06-30 22:02:27.050368,2025-06-30 23:42:01.158893,0 days 01:39:34.108525,195,20,111,COMPLETE
697,-579.0960720205558,2025-06-30 22:02:28.138428,2025-06-30 23:31:25.863344,0 days 01:28:57.724916,198,18,111,COMPLETE
698,1244.7454941542283,2025-06-30 22:02:28.432619,2025-06-30 23:34:46.571730,0 days 01:32:18.139111,196,18,116,COMPLETE
699,-222.23249458093323,2025-06-30 22:02:28.508295,2025-06-30 23:12:25.912271,0 days 01:09:57.403976,191,18,105,COMPLETE
700,1238.0074175402888,2025-06-30 22:02:29.077867,2025-06-30 23:11:56.084744,0 days 01:09:27.006877,197,20,111,COMPLETE
701,8203.701347664446,2025-06-30 22:02:29.441989,2025-06-30 23:37:01.305296,0 days 01:34:31.863307,196,33,231,COMPLETE
702,6296.911813171355,2025-06-30 22:02:30.120424,2025-06-30 23:43:12.323648,0 days 01:40:42.203224,198,20,193,COMPLETE
703,7523.514364309681,2025-06-30 22:02:30.484483,2025-06-30 23:31:47.501651,0 days 01:29:17.017168,200,42,116,COMPLETE
704,6197.9717143007965,2025-06-30 22:02:31.113885,2025-06-30 23:33:56.405439,0 days 01:31:25.291554,193,45,107,COMPLETE
705,306.540891107099,2025-06-30 22:02:31.903167,2025-06-30 23:34:13.137665,0 days 01:31:41.234498,200,19,107,COMPLETE
706,6335.711275358875,2025-06-30 22:02:32.173166,2025-06-30 23:33:06.102930,0 days 01:30:33.929764,198,44,105,COMPLETE
707,7163.549492415208,2025-06-30 22:02:32.352116,2025-06-30 23:42:41.067978,0 days 01:40:08.715862,200,45,104,COMPLETE
708,1826.26227170127,2025-06-30 22:02:32.529354,2025-06-30 23:43:27.505439,0 days 01:40:54.976085,199,19,105,COMPLETE
709,-1987.7612062230855,2025-06-30 22:02:33.356528,2025-06-30 23:34:06.119292,0 days 01:31:32.762764,197,17,104,COMPLETE
710,4406.445791556709,2025-06-30 22:02:33.728285,2025-06-30 23:42:08.453151,0 days 01:39:34.724866,199,44,234,COMPLETE
711,5916.509075219623,2025-06-30 22:02:34.044394,2025-06-30 23:35:49.812285,0 days 01:33:15.767891,193,44,105,COMPLETE
712,4412.233923798635,2025-06-30 22:02:34.145393,2025-06-30 23:32:12.650605,0 days 01:29:38.505212,200,19,232,COMPLETE
713,6239.784343643902,2025-06-30 22:02:35.552622,2025-06-30 23:35:16.845293,0 days 01:32:41.292671,199,44,107,COMPLETE
714,-2213.5456989257345,2025-06-30 22:02:37.207493,2025-06-30 23:21:29.812081,0 days 01:18:52.604588,196,18,106,COMPLETE
715,1815.4279556380889,2025-06-30 22:02:37.522638,2025-06-30 23:43:04.707721,0 days 01:40:27.185083,197,19,105,COMPLETE
716,4260.071518225531,2025-06-30 22:02:38.025169,2025-06-30 23:14:39.524541,0 days 01:12:01.499372,200,44,232,COMPLETE
717,3364.8580491798402,2025-06-30 22:02:38.228651,2025-06-30 23:38:32.236141,0 days 01:35:54.007490,198,19,231,COMPLETE
718,3683.4574910176843,2025-06-30 22:02:38.883917,2025-06-30 23:37:35.407784,0 days 01:34:56.523867,197,20,230,COMPLETE
719,2363.3786064657043,2025-06-30 22:02:38.966016,2025-06-30 23:38:47.788077,0 days 01:36:08.822061,193,19,105,COMPLETE
720,1354.1396830926124,2025-06-30 22:02:39.611726,2025-06-30 23:36:55.544520,0 days 01:34:15.932794,199,17,113,COMPLETE
721,-1414.2472644118552,2025-06-30 22:02:39.775024,2025-06-30 23:43:54.540247,0 days 01:41:14.765223,192,18,106,COMPLETE
722,8462.264507378393,2025-06-30 22:02:39.993194,2025-06-30 23:16:28.773924,0 days 01:13:48.780730,200,44,195,COMPLETE
723,3677.657878879728,2025-06-30 22:02:40.249173,2025-06-30 23:12:55.344922,0 days 01:10:15.095749,199,18,232,COMPLETE
724,6783.7919595182775,2025-06-30 22:02:40.305780,2025-06-30 23:37:09.636230,0 days 01:34:29.330450,200,18,197,COMPLETE
725,-942.6713202780575,2025-06-30 22:02:40.679513,2025-06-30 23:43:30.377178,0 days 01:40:49.697665,200,18,105,COMPLETE
726,6086.882446639008,2025-06-30 22:02:41.192123,2025-06-30 23:43:52.686109,0 days 01:41:11.493986,200,44,106,COMPLETE
727,1452.269441233746,2025-06-30 22:02:42.075554,2025-06-30 23:17:51.799802,0 days 01:15:09.724248,193,19,110,COMPLETE
728,6418.171825794378,2025-06-30 22:02:42.386629,2025-06-30 23:17:28.142226,0 days 01:14:45.755597,199,44,105,COMPLETE
729,5792.727759438032,2025-06-30 22:02:43.172424,2025-06-30 23:34:24.372551,0 days 01:31:41.200127,194,44,106,COMPLETE
730,1376.2341622685153,2025-06-30 22:02:43.499104,2025-06-30 23:43:18.107535,0 days 01:40:34.608431,199,19,109,COMPLETE
731,1018.6016736386609,2025-06-30 22:02:44.256596,2025-06-30 23:36:59.878842,0 days 01:34:15.622246,196,19,108,COMPLETE
732,3248.878454149699,2025-06-30 22:02:45.013709,2025-06-30 23:40:56.421888,0 days 01:38:11.408179,197,44,227,COMPLETE
733,5224.232309581301,2025-06-30 22:02:45.828116,2025-06-30 23:36:35.808659,0 days 01:33:49.980543,197,18,228,COMPLETE
734,561.0552660438943,2025-06-30 22:02:47.373201,2025-06-30 23:43:58.955760,0 days 01:41:11.582559,199,19,106,COMPLETE
735,150.46691579101116,2025-06-30 22:02:48.976837,2025-06-30 23:44:11.600036,0 days 01:41:22.623199,198,17,110,COMPLETE
736,-1918.20818131723,2025-06-30 22:02:49.592898,2025-06-30 23:21:00.657975,0 days 01:18:11.065077,197,18,107,COMPLETE
737,356.36145545212275,2025-06-30 22:02:49.877388,2025-06-30 23:36:22.677558,0 days 01:33:32.800170,200,18,113,COMPLETE
738,-2064.3228777259765,2025-06-30 22:02:50.462165,2025-06-30 23:35:38.784938,0 days 01:32:48.322773,200,17,104,COMPLETE
739,6082.003770272863,2025-06-30 22:02:50.558713,2025-06-30 23:38:39.032131,0 days 01:35:48.473418,200,42,110,COMPLETE
740,6151.181339282197,2025-06-30 22:02:51.326558,2025-06-30 23:18:03.619800,0 days 01:15:12.293242,198,44,107,COMPLETE
741,6635.748507315228,2025-06-30 22:02:51.941877,2025-06-30 23:19:45.725910,0 days 01:16:53.784033,200,44,108,COMPLETE
742,6418.171825794378,2025-06-30 22:02:52.139646,2025-06-30 23:40:44.736267,0 days 01:37:52.596621,199,44,105,COMPLETE
743,6815.66575011497,2025-06-30 22:02:54.409385,2025-06-30 23:35:20.295940,0 days 01:32:25.886555,196,44,112,COMPLETE
744,3896.8900266265973,2025-06-30 22:02:54.892598,2025-06-30 23:38:14.121220,0 days 01:35:19.228622,199,45,231,COMPLETE
745,-91.42654685835441,2025-06-30 22:02:56.159337,2025-06-30 23:40:26.088434,0 days 01:37:29.929097,194,18,112,COMPLETE
746,670.7935955654912,2025-06-30 22:02:56.549237,2025-06-30 23:36:26.063653,0 days 01:33:29.514416,198,19,103,COMPLETE
747,6624.192235083522,2025-06-30 22:02:57.427235,2025-06-30 23:43:58.682114,0 days 01:41:01.254879,197,44,109,COMPLETE
748,7131.690405785284,2025-06-30 22:02:57.717484,2025-06-30 23:44:04.894087,0 days 01:41:07.176603,198,45,102,COMPLETE
749,6437.976852050403,2025-06-30 22:02:58.543209,2025-06-30 23:37:27.452121,0 days 01:34:28.908912,196,44,108,COMPLETE
750,7411.476866031526,2025-06-30 22:02:59.839355,2025-06-30 23:39:52.414734,0 days 01:36:52.575379,193,44,114,COMPLETE
751,5405.326817284946,2025-06-30 22:03:00.705355,2025-06-30 23:40:27.742951,0 days 01:37:27.037596,191,44,106,COMPLETE
752,5922.459353106598,2025-06-30 22:03:01.101632,2025-06-30 23:41:09.835733,0 days 01:38:08.734101,197,43,103,COMPLETE
753,5522.381333973593,2025-06-30 22:03:01.225648,2025-06-30 23:44:27.116563,0 days 01:41:25.890915,193,44,110,COMPLETE
754,4162.695934213336,2025-06-30 22:03:02.420867,2025-06-30 23:24:30.160892,0 days 01:21:27.740025,192,44,232,COMPLETE
755,5742.781257278075,2025-06-30 22:03:03.625551,2025-06-30 23:39:54.920666,0 days 01:36:51.295115,195,44,106,COMPLETE
756,3887.782079037971,2025-06-30 22:03:03.753285,2025-06-30 23:43:57.720148,0 days 01:40:53.966863,198,44,230,COMPLETE
757,6608.706028279758,2025-06-30 22:03:05.720729,2025-06-30 23:21:35.389661,0 days 01:18:29.668932,195,45,106,COMPLETE
758,1144.1564522988792,2025-06-30 22:03:06.484564,2025-06-30 23:41:26.172070,0 days 01:38:19.687506,192,19,113,COMPLETE
759,1192.818096473522,2025-06-30 22:03:06.742811,2025-06-30 23:40:29.504120,0 days 01:37:22.761309,184,19,111,COMPLETE
760,1421.2249744438532,2025-06-30 22:03:08.148466,2025-06-30 23:44:23.800625,0 days 01:41:15.652159,192,19,110,COMPLETE
761,-1766.900168111366,2025-06-30 22:03:09.514959,2025-06-30 23:26:44.343644,0 days 01:23:34.828685,193,18,104,COMPLETE
762,2811.9724487141257,2025-06-30 22:03:10.550244,2025-06-30 23:24:26.943136,0 days 01:21:16.392892,193,45,228,COMPLETE
763,1124.843277476195,2025-06-30 22:03:10.887129,2025-06-30 23:41:24.986683,0 days 01:38:14.099554,195,19,110,COMPLETE
764,-553.1204399193493,2025-06-30 22:03:11.203669,2025-06-30 23:44:21.198424,0 days 01:41:09.994755,197,18,111,COMPLETE
765,6588.1347486305785,2025-06-30 22:03:11.374069,2025-06-30 23:40:05.783646,0 days 01:36:54.409577,196,44,109,COMPLETE
766,6984.725967444079,2025-06-30 22:03:11.611712,2025-06-30 23:44:24.585869,0 days 01:41:12.974157,193,44,113,COMPLETE
767,3479.0975906532203,2025-06-30 22:03:12.384897,2025-06-30 23:40:03.453680,0 days 01:36:51.068783,195,19,230,COMPLETE
768,5767.31917770541,2025-06-30 22:03:13.653949,2025-06-30 23:42:09.165812,0 days 01:38:55.511863,194,43,107,COMPLETE
769,-442.782157956467,2025-06-30 22:03:14.374116,2025-06-30 23:43:58.452594,0 days 01:40:44.078478,193,18,103,COMPLETE
770,3088.573768568158,2025-06-30 22:03:14.934431,2025-06-30 23:41:33.514711,0 days 01:38:18.580280,194,20,104,COMPLETE
771,8944.721710986325,2025-06-30 22:03:15.392144,2025-06-30 23:43:56.283852,0 days 01:40:40.891708,193,43,187,COMPLETE
772,9969.147002195528,2025-06-30 22:03:17.008640,2025-06-30 23:41:34.690542,0 days 01:38:17.681902,194,45,183,COMPLETE
773,4436.828654791001,2025-06-30 22:03:17.765530,2025-06-30 23:28:09.809017,0 days 01:24:52.043487,194,43,233,COMPLETE
774,4233.723046600248,2025-06-30 22:03:18.503747,2025-06-30 23:40:20.973716,0 days 01:37:02.469969,189,43,233,COMPLETE
775,4976.551543803119,2025-06-30 22:03:18.998015,2025-06-30 23:06:32.941362,0 days 01:03:13.943347,193,42,232,COMPLETE
776,4059.2561267875462,2025-06-30 22:03:19.610973,2025-06-30 23:44:19.325873,0 days 01:40:59.714900,193,44,235,COMPLETE
777,11971.331702300286,2025-06-30 22:03:20.664792,2025-06-30 23:28:16.419670,0 days 01:24:55.754878,196,44,146,COMPLETE
778,4344.240410746081,2025-06-30 22:03:21.430657,2025-06-30 23:40:16.301146,0 days 01:36:54.870489,192,43,233,COMPLETE
779,3998.3630051406426,2025-06-30 22:03:21.891967,2025-06-30 23:42:02.757848,0 days 01:38:40.865881,196,44,229,COMPLETE
780,3768.742693953057,2025-06-30 22:03:22.822646,2025-06-30 23:28:04.306761,0 days 01:24:41.484115,193,44,230,COMPLETE
781,4593.45949038867,2025-06-30 22:03:23.210030,2025-06-30 23:43:27.867199,0 days 01:40:04.657169,193,43,231,COMPLETE
782,4819.423815293269,2025-06-30 22:03:25.882904,2025-06-30 23:43:20.188300,0 days 01:39:54.305396,191,45,234,COMPLETE
783,4094.3120590700983,2025-06-30 22:03:27.382052,2025-06-30 23:42:29.554637,0 days 01:39:02.172585,193,44,229,COMPLETE
784,5110.794899648509,2025-06-30 22:03:27.651583,2025-06-30 23:26:12.566203,0 days 01:22:44.914620,192,42,231,COMPLETE
785,10379.27822362992,2025-06-30 22:03:28.458843,2025-06-30 23:41:18.882772,0 days 01:37:50.423929,194,42,144,COMPLETE
786,4198.323586479423,2025-06-30 22:03:29.167757,2025-06-30 23:07:28.463794,0 days 01:03:59.296037,193,44,234,COMPLETE
787,12622.8255130159,2025-06-30 22:03:29.604661,2025-06-30 23:41:20.485441,0 days 01:37:50.880780,192,44,126,COMPLETE
788,4110.406936384134,2025-06-30 22:03:31.526707,2025-06-30 23:30:42.813754,0 days 01:27:11.287047,194,44,229,COMPLETE
789,4287.6698183553035,2025-06-30 22:03:32.156836,2025-06-30 23:40:57.860877,0 days 01:37:25.704041,194,43,236,COMPLETE
790,7634.772852292253,2025-06-30 22:03:32.483041,2025-06-30 23:44:13.705911,0 days 01:40:41.222870,196,33,233,COMPLETE
791,3362.886073583745,2025-06-30 22:03:33.691092,2025-06-30 23:44:24.445134,0 days 01:40:50.754042,193,45,227,COMPLETE
792,12679.387950551738,2025-06-30 22:03:33.793668,2025-06-30 23:44:22.884823,0 days 01:40:49.091155,193,44,145,COMPLETE
793,4215.511639133258,2025-06-30 22:03:34.002546,2025-06-30 23:41:06.204657,0 days 01:37:32.202111,194,44,234,COMPLETE
794,3992.6690394361613,2025-06-30 22:03:34.464126,2025-06-30 23:41:23.351083,0 days 01:37:48.886957,192,44,235,COMPLETE
795,4533.162493211704,2025-06-30 22:03:34.953636,2025-06-30 23:31:28.771686,0 days 01:27:53.818050,191,45,232,COMPLETE
796,4232.263596678126,2025-06-30 22:03:35.197878,2025-06-30 23:40:32.220533,0 days 01:36:57.022655,193,44,232,COMPLETE
797,4994.7892885210595,2025-06-30 22:03:37.516523,2025-06-30 23:42:06.233082,0 days 01:38:28.716559,193,45,234,COMPLETE
798,7358.393377381627,2025-06-30 22:03:38.801370,2025-06-30 23:44:17.689689,0 days 01:40:38.888319,191,33,231,COMPLETE
799,7488.428778844395,2025-06-30 22:03:39.553882,2025-06-30 23:41:04.463882,0 days 01:37:24.910000,192,32,234,COMPLETE
800,10157.901627431907,2025-06-30 22:03:40.774281,2025-06-30 23:28:06.059483,0 days 01:24:25.285202,189,44,124,COMPLETE
801,3470.2440757215572,2025-06-30 22:03:41.265097,2025-06-30 23:39:24.028981,0 days 01:35:42.763884,194,44,228,COMPLETE
802,11886.952905059854,2025-06-30 22:03:41.580478,2025-06-30 23:42:10.248566,0 days 01:38:28.668088,193,33,147,COMPLETE
803,3782.207674983817,2025-06-30 22:03:41.784303,2025-06-30 23:41:41.649494,0 days 01:37:59.865191,194,44,230,COMPLETE
804,3430.3661189662116,2025-06-30 22:03:41.917044,2025-06-30 23:43:09.965984,0 days 01:39:28.048940,193,45,224,COMPLETE
805,4423.936497526239,2025-06-30 22:03:43.303239,2025-06-30 23:44:13.325653,0 days 01:40:30.022414,192,43,232,COMPLETE
806,12048.675525857945,2025-06-30 22:03:44.988845,2025-06-30 23:40:38.466110,0 days 01:36:53.477265,194,44,147,COMPLETE
807,8985.526876664568,2025-06-30 22:03:45.829717,2025-06-30 23:44:20.034894,0 days 01:40:34.205177,192,44,119,COMPLETE
808,12329.561720741578,2025-06-30 22:03:46.039065,2025-06-30 23:44:24.522249,0 days 01:40:38.483184,194,45,147,COMPLETE
809,11857.213300690903,2025-06-30 22:03:47.977805,2025-06-30 23:34:03.379006,0 days 01:30:15.401201,190,45,143,COMPLETE
810,12855.801716760674,2025-06-30 22:03:48.317039,2025-06-30 23:41:18.282453,0 days 01:37:29.965414,195,44,145,COMPLETE
811,12679.387950551738,2025-06-30 22:03:48.495590,2025-06-30 23:44:26.187524,0 days 01:40:37.691934,193,44,145,COMPLETE
812,3954.1360094018946,2025-06-30 22:03:49.185414,2025-06-30 23:43:02.112899,0 days 01:39:12.927485,190,44,235,COMPLETE
