number,value,datetime_start,datetime_complete,duration,params_fast,params_macd_fast,params_macd_signal,params_macd_slow,params_rsi_period,params_rsi_threshold,params_slow,params_trend_sma_period,params_volume_ma_period,state
0,1265.7759977287255,2025-08-06 11:25:27.599238,2025-08-06 11:26:22.845526,0 days 00:00:55.246288,27,17,20,22,5,31,44,164,42,COMPLETE
1,7490.424506968765,2025-08-06 11:25:27.601540,2025-08-06 11:26:24.042146,0 days 00:00:56.440606,7,12,5,24,22,65,84,182,48,COMPLETE
2,623.4867748540715,2025-08-06 11:25:27.603363,2025-08-06 11:26:24.383744,0 days 00:00:56.780381,58,11,10,44,7,63,93,193,33,COMPLETE
3,18924.3537095248,2025-08-06 11:25:27.617340,2025-08-06 11:26:24.279785,0 days 00:00:56.662445,11,16,17,49,12,69,85,32,13,COMPLETE
4,1099.1813036775538,2025-08-06 11:26:22.867895,2025-08-06 11:27:21.083589,0 days 00:00:58.215694,73,20,11,40,8,64,82,265,44,COMPLETE
5,-inf,2025-08-06 11:26:24.096311,2025-08-06 11:27:21.031749,0 days 00:00:56.935438,56,17,10,45,18,38,127,58,5,COMPLETE
6,-inf,2025-08-06 11:26:24.308179,2025-08-06 11:27:21.244023,0 days 00:00:56.935844,29,20,10,25,6,34,243,28,22,COMPLETE
7,-inf,2025-08-06 11:26:24.385299,2025-08-06 11:27:21.557437,0 days 00:00:57.172138,43,17,13,22,28,49,215,271,29,COMPLETE
8,-inf,2025-08-06 11:27:21.038347,2025-08-06 11:28:14.620760,0 days 00:00:53.582413,13,12,20,32,11,40,157,29,41,COMPLETE
9,-inf,2025-08-06 11:27:21.142044,2025-08-06 11:27:21.165565,0 days 00:00:00.023521,72,8,12,34,18,52,32,89,46,COMPLETE
10,-356.76742080339216,2025-08-06 11:27:21.172180,2025-08-06 11:28:16.054058,0 days 00:00:54.881878,46,12,9,22,28,58,178,246,46,COMPLETE
11,-inf,2025-08-06 11:27:21.255703,2025-08-06 11:28:17.028372,0 days 00:00:55.772669,44,20,9,36,6,46,202,92,9,COMPLETE
12,-inf,2025-08-06 11:27:21.558807,2025-08-06 11:28:16.988297,0 days 00:00:55.429490,56,12,12,27,30,54,219,126,42,COMPLETE
13,-93.94142991014553,2025-08-06 11:28:14.683537,2025-08-06 11:29:08.561681,0 days 00:00:53.878144,25,5,16,15,13,55,166,107,11,COMPLETE
14,18426.218774662935,2025-08-06 11:28:16.088677,2025-08-06 11:29:14.319852,0 days 00:00:58.231175,5,5,5,30,23,69,93,104,12,COMPLETE
15,10352.40522225951,2025-08-06 11:28:17.009178,2025-08-06 11:29:16.212845,0 days 00:00:59.203667,5,5,6,17,23,70,90,204,16,COMPLETE
16,17686.073486738067,2025-08-06 11:28:17.029483,2025-08-06 11:29:13.793125,0 days 00:00:56.763642,5,15,5,16,22,70,94,194,16,COMPLETE
17,11644.082054143011,2025-08-06 11:29:08.657759,2025-08-06 11:30:03.439609,0 days 00:00:54.781850,6,14,5,49,23,70,108,208,19,COMPLETE
18,2518.15636050522,2025-08-06 11:29:13.841259,2025-08-06 11:30:12.707096,0 days 00:00:58.865837,17,15,16,50,22,70,120,224,18,COMPLETE
19,2937.635349019768,2025-08-06 11:29:14.348077,2025-08-06 11:30:13.412949,0 days 00:00:59.064872,19,9,16,50,14,70,124,10,19,COMPLETE
20,1181.2832262082418,2025-08-06 11:29:16.236781,2025-08-06 11:30:15.701183,0 days 00:00:59.464402,18,9,16,49,15,61,125,56,22,COMPLETE
21,279.7030178728063,2025-08-06 11:30:03.487489,2025-08-06 11:31:03.297497,0 days 00:00:59.810008,17,8,17,30,14,59,66,62,25,COMPLETE
22,3491.890122728151,2025-08-06 11:30:12.718588,2025-08-06 11:31:12.312820,0 days 00:00:59.594232,19,9,17,30,16,60,57,61,25,COMPLETE
23,-584.2739290878366,2025-08-06 11:30:13.419290,2025-08-06 11:31:14.833947,0 days 00:01:01.414657,33,7,18,31,15,60,63,62,26,COMPLETE
24,1405.1891180768464,2025-08-06 11:30:15.718505,2025-08-06 11:31:15.498539,0 days 00:00:59.780034,35,15,7,29,25,66,59,139,11,COMPLETE
25,2477.3774734943045,2025-08-06 11:31:03.345670,2025-08-06 11:32:02.639420,0 days 00:00:59.293750,36,15,7,38,20,66,73,134,13,COMPLETE
26,2930.4207559448196,2025-08-06 11:31:12.329890,2025-08-06 11:32:11.826540,0 days 00:00:59.496650,34,15,7,38,25,66,68,138,13,COMPLETE
27,2464.7784360750725,2025-08-06 11:31:14.855151,2025-08-06 11:32:15.418160,0 days 00:01:00.563009,9,15,8,37,20,67,102,139,13,COMPLETE
28,5672.9931620395255,2025-08-06 11:31:15.511696,2025-08-06 11:32:18.523389,0 days 00:01:03.011693,11,14,7,38,19,66,146,156,14,COMPLETE
29,-45.56018049954605,2025-08-06 11:32:02.666617,2025-08-06 11:33:03.086372,0 days 00:01:00.419755,11,14,14,41,10,67,103,166,5,COMPLETE
30,956.9673444224946,2025-08-06 11:32:11.893187,2025-08-06 11:33:12.215777,0 days 00:01:00.322590,11,18,13,19,10,67,141,300,5,COMPLETE
31,-344.6582783107203,2025-08-06 11:32:15.435400,2025-08-06 11:33:16.498709,0 days 00:01:01.063309,12,18,14,19,10,56,144,161,5,COMPLETE
32,-inf,2025-08-06 11:32:18.554212,2025-08-06 11:32:19.924699,0 days 00:00:01.370487,25,18,14,18,10,56,42,167,5,COMPLETE
33,364.37638452551755,2025-08-06 11:32:19.977453,2025-08-06 11:33:20.693795,0 days 00:01:00.716342,14,18,20,42,25,62,105,297,7,COMPLETE
34,8432.095152045096,2025-08-06 11:33:03.145491,2025-08-06 11:34:04.352159,0 days 00:01:01.206668,5,18,5,47,25,70,114,300,19,COMPLETE
35,11608.62458421159,2025-08-06 11:33:12.279556,2025-08-06 11:34:10.597409,0 days 00:00:58.317853,5,13,5,47,25,70,108,210,19,COMPLETE
36,10615.990571973889,2025-08-06 11:33:16.520897,2025-08-06 11:34:17.591955,0 days 00:01:01.071058,5,13,5,45,24,63,106,218,19,COMPLETE
37,19408.973413189127,2025-08-06 11:33:20.734056,2025-08-06 11:34:20.776950,0 days 00:01:00.042894,6,13,5,47,23,69,110,214,19,COMPLETE
38,2655.3825497958055,2025-08-06 11:34:04.499197,2025-08-06 11:35:03.509628,0 days 00:00:59.010431,5,13,5,45,23,63,86,210,33,COMPLETE
39,-413.50615478978995,2025-08-06 11:34:10.633416,2025-08-06 11:35:09.464664,0 days 00:00:58.831248,24,11,6,44,22,64,79,229,9,COMPLETE
40,3068.7965094382344,2025-08-06 11:34:17.740769,2025-08-06 11:35:16.799078,0 days 00:00:59.058309,24,16,6,43,22,63,86,187,31,COMPLETE
41,1459.027954356062,2025-08-06 11:34:20.821516,2025-08-06 11:35:19.712025,0 days 00:00:58.890509,23,11,6,43,21,64,82,184,31,COMPLETE
42,4814.816339469417,2025-08-06 11:35:03.512264,2025-08-06 11:35:59.845068,0 days 00:00:56.332804,22,11,6,43,21,68,79,182,16,COMPLETE
43,-inf,2025-08-06 11:35:09.577861,2025-08-06 11:36:08.520327,0 days 00:00:58.942466,67,16,6,25,27,44,95,193,16,COMPLETE
44,2985.4830995729835,2025-08-06 11:35:16.871309,2025-08-06 11:36:18.044984,0 days 00:01:01.173675,9,16,8,47,27,68,92,241,22,COMPLETE
45,6198.837712036866,2025-08-06 11:35:19.753987,2025-08-06 11:36:20.486751,0 days 00:01:00.732764,9,16,8,47,27,69,94,245,16,COMPLETE
46,-inf,2025-08-06 11:35:59.887419,2025-08-06 11:36:59.210428,0 days 00:00:59.323009,9,16,8,47,27,43,99,248,21,COMPLETE
47,6944.633243422783,2025-08-06 11:36:08.653679,2025-08-06 11:37:05.151481,0 days 00:00:56.497802,9,14,9,47,27,68,130,241,23,COMPLETE
48,-164.42747360553537,2025-08-06 11:36:18.114467,2025-08-06 11:37:18.123270,0 days 00:01:00.008803,15,14,8,34,17,68,114,257,10,COMPLETE
49,-inf,2025-08-06 11:36:20.521218,2025-08-06 11:37:20.510915,0 days 00:00:59.989697,15,14,11,27,17,35,131,260,23,COMPLETE
50,-131.37581798372753,2025-08-06 11:36:59.222502,2025-08-06 11:37:58.174992,0 days 00:00:58.952490,15,14,11,35,17,49,134,267,10,COMPLETE
51,-inf,2025-08-06 11:37:05.184055,2025-08-06 11:38:07.865584,0 days 00:01:02.681529,14,6,11,23,17,31,133,105,9,COMPLETE
52,-22.348563567619603,2025-08-06 11:37:18.124699,2025-08-06 11:38:17.866961,0 days 00:00:59.742262,15,6,11,49,18,50,161,81,8,COMPLETE
53,-289.59048741953836,2025-08-06 11:37:20.522755,2025-08-06 11:38:21.606355,0 days 00:01:01.083600,28,17,19,49,30,50,47,113,8,COMPLETE
54,8970.261567337857,2025-08-06 11:37:58.240413,2025-08-06 11:38:55.205474,0 days 00:00:56.965061,7,13,5,49,24,70,112,207,18,COMPLETE
55,31348.502510077105,2025-08-06 11:38:07.924749,2025-08-06 11:39:06.626950,0 days 00:00:58.702201,7,13,5,50,24,70,114,203,15,COMPLETE
56,27506.449364481603,2025-08-06 11:38:17.868061,2025-08-06 11:39:22.062157,0 days 00:01:04.194096,7,13,5,49,30,70,114,216,18,COMPLETE
57,36864.434801241536,2025-08-06 11:38:21.618712,2025-08-06 11:39:23.720618,0 days 00:01:02.101906,7,12,5,40,24,70,115,200,15,COMPLETE
58,29073.15039697618,2025-08-06 11:38:55.217598,2025-08-06 11:39:59.028650,0 days 00:01:03.811052,7,10,5,46,23,65,117,35,39,COMPLETE
59,758.9251317689674,2025-08-06 11:39:06.714126,2025-08-06 11:40:03.734894,0 days 00:00:57.020768,20,10,5,50,23,65,120,39,39,COMPLETE
60,787.5136248896982,2025-08-06 11:39:22.093214,2025-08-06 11:40:22.914065,0 days 00:01:00.820851,48,12,7,15,28,65,248,37,14,COMPLETE
61,-143.30023011023013,2025-08-06 11:39:23.755577,2025-08-06 11:40:24.584406,0 days 00:01:00.828829,59,12,6,50,5,65,122,44,14,COMPLETE
62,939.1014304938217,2025-08-06 11:39:59.127043,2025-08-06 11:40:59.820492,0 days 00:01:00.693449,50,12,6,40,12,64,119,35,37,COMPLETE
63,3341.289585714036,2025-08-06 11:40:03.752256,2025-08-06 11:41:03.403462,0 days 00:00:59.651206,40,12,7,40,28,65,247,17,38,COMPLETE
64,124636.45442980855,2025-08-06 11:40:22.930813,2025-08-06 11:41:23.651780,0 days 00:01:00.720967,7,12,6,40,29,69,152,14,36,COMPLETE
65,32219.138640692145,2025-08-06 11:40:24.596442,2025-08-06 11:41:25.665584,0 days 00:01:01.069142,8,10,5,48,29,68,117,22,38,COMPLETE
66,11464.991583943975,2025-08-06 11:40:59.837333,2025-08-06 11:41:56.773446,0 days 00:00:56.936113,8,10,7,48,29,68,178,26,12,COMPLETE
67,4778.139783623676,2025-08-06 11:41:03.470787,2025-08-06 11:42:04.540042,0 days 00:01:01.069255,8,10,5,48,20,69,148,230,50,COMPLETE
68,33243.03217867585,2025-08-06 11:41:23.689652,2025-08-06 11:42:23.906633,0 days 00:01:00.216981,8,10,6,46,30,69,150,25,50,COMPLETE
69,26724.568256679424,2025-08-06 11:41:25.688281,2025-08-06 11:42:26.051106,0 days 00:01:00.362825,8,10,6,46,30,68,154,22,36,COMPLETE
70,56890.31530767646,2025-08-06 11:41:56.790073,2025-08-06 11:42:56.002099,0 days 00:00:59.212026,12,10,6,44,30,67,138,11,44,COMPLETE
71,16010.628845283862,2025-08-06 11:42:04.655173,2025-08-06 11:43:04.057798,0 days 00:00:59.402625,12,10,6,45,30,67,178,17,43,COMPLETE
72,172920.56019748506,2025-08-06 11:42:23.924132,2025-08-06 11:43:27.257244,0 days 00:01:03.333112,11,8,6,45,29,67,156,10,45,COMPLETE
73,5358.128058085172,2025-08-06 11:42:26.062912,2025-08-06 11:43:26.766191,0 days 00:01:00.703279,12,8,6,44,29,61,173,12,44,COMPLETE
74,54023.152202290155,2025-08-06 11:42:56.056587,2025-08-06 11:43:55.420926,0 days 00:00:59.364339,12,8,6,45,29,67,152,12,46,COMPLETE
75,131689.12887748968,2025-08-06 11:43:04.074922,2025-08-06 11:44:06.882452,0 days 00:01:02.807530,12,9,5,41,29,67,136,10,46,COMPLETE
76,4593.033468593044,2025-08-06 11:43:26.937938,2025-08-06 11:44:27.514971,0 days 00:01:00.577033,17,11,5,41,29,66,139,71,41,COMPLETE
77,5523.261189226256,2025-08-06 11:43:27.286738,2025-08-06 11:44:27.683007,0 days 00:01:00.396269,17,9,7,41,29,66,153,51,46,COMPLETE
78,2480.5695204733124,2025-08-06 11:43:55.452917,2025-08-06 11:44:51.386133,0 days 00:00:55.933216,18,9,7,42,29,67,167,50,47,COMPLETE
79,8575.174350160172,2025-08-06 11:44:06.903356,2025-08-06 11:45:06.120442,0 days 00:00:59.217086,17,8,7,42,29,66,168,43,46,COMPLETE
80,825.4041617590052,2025-08-06 11:44:27.578552,2025-08-06 11:45:30.768614,0 days 00:01:03.190062,20,7,7,39,26,58,188,47,46,COMPLETE
81,506.7195723162464,2025-08-06 11:44:27.717276,2025-08-06 11:45:30.394514,0 days 00:01:02.677238,20,8,7,39,28,58,190,26,48,COMPLETE
82,-37.418083498369526,2025-08-06 11:44:51.402588,2025-08-06 11:45:50.079691,0 days 00:00:58.677103,80,8,9,44,26,62,192,28,49,COMPLETE
83,5554.543664564297,2025-08-06 11:45:06.132829,2025-08-06 11:46:07.218527,0 days 00:01:01.085698,21,7,6,39,26,62,138,28,50,COMPLETE
84,2287.9599296094098,2025-08-06 11:45:30.406886,2025-08-06 11:46:31.291855,0 days 00:01:00.884969,80,7,6,44,28,69,138,11,50,COMPLETE
85,30291.674742772808,2025-08-06 11:45:30.833468,2025-08-06 11:46:31.407885,0 days 00:01:00.574417,11,7,6,44,26,69,149,14,49,COMPLETE
86,117046.68639951455,2025-08-06 11:45:50.101244,2025-08-06 11:46:50.534288,0 days 00:01:00.433044,11,9,6,46,28,69,138,10,44,COMPLETE
87,58387.91164883501,2025-08-06 11:46:07.225121,2025-08-06 11:47:08.748836,0 days 00:01:01.523715,10,9,6,46,28,69,148,12,41,COMPLETE
88,47615.86843635419,2025-08-06 11:46:31.330133,2025-08-06 11:47:31.850988,0 days 00:01:00.520855,11,9,6,46,30,69,149,19,43,COMPLETE
89,39377.949965125656,2025-08-06 11:46:31.414376,2025-08-06 11:47:29.596721,0 days 00:00:58.182345,10,9,5,46,30,67,158,19,45,COMPLETE
90,36178.334203201266,2025-08-06 11:46:50.641986,2025-08-06 11:47:51.413546,0 days 00:01:00.771560,13,9,5,46,30,67,160,19,44,COMPLETE
91,654.6418736664002,2025-08-06 11:47:08.755192,2025-08-06 11:48:08.738180,0 days 00:00:59.982988,13,9,6,45,30,53,159,19,44,COMPLETE
92,63077.69960558545,2025-08-06 11:47:29.610856,2025-08-06 11:48:29.438881,0 days 00:00:59.828025,13,9,8,45,28,67,159,10,41,COMPLETE
93,2625.119857539639,2025-08-06 11:47:31.869031,2025-08-06 11:48:31.255014,0 days 00:00:59.385983,31,9,8,45,28,67,161,10,42,COMPLETE
94,52178.658215209936,2025-08-06 11:47:51.435082,2025-08-06 11:48:52.325085,0 days 00:01:00.890003,10,9,8,45,28,67,160,10,42,COMPLETE
95,15885.312663113667,2025-08-06 11:48:08.792394,2025-08-06 11:49:08.881420,0 days 00:01:00.089026,10,9,5,43,28,64,128,11,42,COMPLETE
96,25104.54958694448,2025-08-06 11:48:29.456474,2025-08-06 11:49:26.222077,0 days 00:00:56.765603,10,9,8,43,28,64,145,11,41,COMPLETE
97,2536.366449180145,2025-08-06 11:48:31.266372,2025-08-06 11:49:30.877107,0 days 00:00:59.610735,10,8,8,42,28,64,143,33,41,COMPLETE
98,2388.2186688688766,2025-08-06 11:48:52.347870,2025-08-06 11:49:48.955243,0 days 00:00:56.607373,11,8,10,42,27,64,142,32,41,COMPLETE
99,12596.276940985195,2025-08-06 11:49:08.903649,2025-08-06 11:50:09.344558,0 days 00:01:00.440909,13,8,10,43,27,66,142,31,40,COMPLETE
100,11615.085582974136,2025-08-06 11:49:26.307412,2025-08-06 11:50:27.065331,0 days 00:01:00.757919,14,8,9,42,27,66,144,32,40,COMPLETE
101,17314.298410922405,2025-08-06 11:49:30.883957,2025-08-06 11:50:29.362018,0 days 00:00:58.478061,14,11,9,45,27,66,154,31,35,COMPLETE
102,7381.30391179971,2025-08-06 11:49:49.009386,2025-08-06 11:50:45.302548,0 days 00:00:56.293162,14,6,9,45,29,68,153,39,43,COMPLETE
103,6190.076986267052,2025-08-06 11:50:09.493843,2025-08-06 11:51:07.559466,0 days 00:00:58.065623,14,11,9,45,29,68,153,40,43,COMPLETE
104,18207.18342290515,2025-08-06 11:50:27.162092,2025-08-06 11:51:28.176711,0 days 00:01:01.014619,16,9,7,46,29,67,154,19,45,COMPLETE
105,12471.685757582094,2025-08-06 11:50:29.373853,2025-08-06 11:51:28.463852,0 days 00:00:59.089999,16,9,7,48,29,68,164,19,45,COMPLETE
106,15211.077281793747,2025-08-06 11:50:45.314459,2025-08-06 11:51:40.413177,0 days 00:00:55.098718,12,9,7,46,30,67,174,19,45,COMPLETE
107,22593.19096221307,2025-08-06 11:51:07.622321,2025-08-06 11:52:04.747014,0 days 00:00:57.124693,12,9,6,46,30,67,172,19,45,COMPLETE
108,32962.33915736025,2025-08-06 11:51:28.193948,2025-08-06 11:52:25.666221,0 days 00:00:57.472273,12,9,6,48,30,69,171,22,45,COMPLETE
109,15103.310778742238,2025-08-06 11:51:28.483330,2025-08-06 11:52:24.738922,0 days 00:00:56.255592,11,9,6,47,30,69,170,57,47,COMPLETE
110,24323.943851828994,2025-08-06 11:51:40.477069,2025-08-06 11:52:37.480315,0 days 00:00:57.003246,10,10,6,47,30,69,134,57,47,COMPLETE
111,11653.256417834682,2025-08-06 11:52:04.774200,2025-08-06 11:53:02.630109,0 days 00:00:57.855909,6,10,6,44,30,69,183,25,47,COMPLETE
112,22351.695486549543,2025-08-06 11:52:24.854885,2025-08-06 11:53:22.480384,0 days 00:00:57.625499,6,10,6,44,26,63,136,24,48,COMPLETE
113,68517.0910889696,2025-08-06 11:52:25.695539,2025-08-06 11:53:24.957176,0 days 00:00:59.261637,6,10,5,44,28,63,136,15,47,COMPLETE
114,398475.18966234033,2025-08-06 11:52:37.541842,2025-08-06 11:53:39.391088,0 days 00:01:01.849246,5,8,5,37,28,70,126,15,28,COMPLETE
115,266414.37892331625,2025-08-06 11:53:02.698145,2025-08-06 11:54:04.461850,0 days 00:01:01.763705,5,11,5,41,28,70,164,14,28,COMPLETE
116,67681.27089994634,2025-08-06 11:53:22.507830,2025-08-06 11:54:18.775178,0 days 00:00:56.267348,9,8,5,37,28,70,125,10,43,COMPLETE
117,11556.154115900968,2025-08-06 11:53:24.985283,2025-08-06 11:54:22.500877,0 days 00:00:57.515594,9,8,5,36,28,65,163,10,43,COMPLETE
118,960195.0523773402,2025-08-06 11:53:39.480922,2025-08-06 11:54:33.609250,0 days 00:00:54.128328,5,8,15,37,28,70,126,10,27,COMPLETE
119,300743.22689461417,2025-08-06 11:54:04.468719,2025-08-06 11:55:02.990119,0 days 00:00:58.521400,5,8,5,41,28,70,127,14,28,COMPLETE
120,336093.60732970946,2025-08-06 11:54:18.838459,2025-08-06 11:55:16.684528,0 days 00:00:57.846069,6,11,5,36,28,65,125,14,28,COMPLETE
121,231766.1650986465,2025-08-06 11:54:22.541205,2025-08-06 11:55:18.744267,0 days 00:00:56.203062,5,11,5,33,27,70,128,15,29,COMPLETE
122,481083.1046484657,2025-08-06 11:54:33.673766,2025-08-06 11:55:30.215509,0 days 00:00:56.541743,5,11,13,37,27,70,126,15,27,COMPLETE
123,69304.45982911503,2025-08-06 11:55:02.996640,2025-08-06 11:56:00.746691,0 days 00:00:57.750051,5,7,15,37,27,70,128,26,29,COMPLETE
124,362571.8239899867,2025-08-06 11:55:16.741154,2025-08-06 11:56:19.732195,0 days 00:01:02.991041,5,7,15,37,27,70,126,15,29,COMPLETE
125,93448.12300742915,2025-08-06 11:55:18.763574,2025-08-06 11:56:19.381261,0 days 00:01:00.617687,5,11,5,33,27,70,126,26,28,COMPLETE
126,124068.72951977442,2025-08-06 11:55:30.258286,2025-08-06 11:56:24.053015,0 days 00:00:53.794729,5,11,15,33,26,70,127,25,30,COMPLETE
127,105560.3675464035,2025-08-06 11:56:00.763190,2025-08-06 11:56:59.344248,0 days 00:00:58.581058,6,11,15,33,25,70,128,36,28,COMPLETE
128,37551.036409856584,2025-08-06 11:56:19.392663,2025-08-06 11:57:16.057009,0 days 00:00:56.664346,5,11,17,33,26,70,130,27,28,COMPLETE
129,105314.87454161099,2025-08-06 11:56:19.760063,2025-08-06 11:57:15.359621,0 days 00:00:55.599558,5,11,15,32,26,70,124,37,27,COMPLETE
130,37343.12525553653,2025-08-06 11:56:24.184199,2025-08-06 11:57:22.551216,0 days 00:00:58.367017,7,12,15,35,26,70,123,36,26,COMPLETE
131,130418.74231830022,2025-08-06 11:56:59.418768,2025-08-06 11:57:58.008783,0 days 00:00:58.590015,7,12,15,35,26,70,122,16,26,COMPLETE
132,36368.503837141485,2025-08-06 11:57:15.376778,2025-08-06 11:58:12.539868,0 days 00:00:57.163090,7,12,14,35,26,68,121,44,31,COMPLETE
133,37652.312752361824,2025-08-06 11:57:16.085857,2025-08-06 11:58:15.149910,0 days 00:00:59.064053,7,12,14,35,27,68,122,48,31,COMPLETE
134,75118.8331620774,2025-08-06 11:57:22.610832,2025-08-06 11:58:22.938727,0 days 00:01:00.327895,7,12,14,35,25,68,132,16,31,COMPLETE
135,60842.553977908625,2025-08-06 11:57:58.049726,2025-08-06 11:58:55.582051,0 days 00:00:57.532325,7,12,16,36,25,68,110,16,30,COMPLETE
136,63185.76819913839,2025-08-06 11:58:12.577006,2025-08-06 11:59:09.300563,0 days 00:00:56.723557,8,7,16,36,25,69,109,16,30,COMPLETE
137,75753.18516791568,2025-08-06 11:58:15.171981,2025-08-06 11:59:10.979840,0 days 00:00:55.807859,8,6,16,36,27,69,108,16,25,COMPLETE
138,64717.20872161823,2025-08-06 11:58:22.945181,2025-08-06 11:59:21.736625,0 days 00:00:58.791444,8,7,13,38,27,69,101,23,25,COMPLETE
139,-inf,2025-08-06 11:58:55.666249,2025-08-06 11:59:53.523024,0 days 00:00:57.856775,8,7,13,38,27,39,118,23,25,COMPLETE
140,189585.92052361587,2025-08-06 11:59:09.349327,2025-08-06 12:00:06.044569,0 days 00:00:56.695242,5,11,13,38,27,70,118,24,24,COMPLETE
141,-inf,2025-08-06 11:59:11.013150,2025-08-06 12:00:10.745985,0 days 00:00:59.732835,5,11,13,38,8,40,118,23,26,COMPLETE
142,53049.73962997816,2025-08-06 11:59:21.748316,2025-08-06 12:00:19.087674,0 days 00:00:57.339358,5,11,15,31,29,70,130,29,34,COMPLETE
143,45855.4812976512,2025-08-06 11:59:53.555065,2025-08-06 12:00:48.255195,0 days 00:00:54.700130,5,11,12,34,29,70,130,30,33,COMPLETE
144,-inf,2025-08-06 12:00:06.103897,2025-08-06 12:01:00.370060,0 days 00:00:54.266163,5,11,13,37,29,46,130,30,27,COMPLETE
145,56225.72740690929,2025-08-06 12:00:10.768561,2025-08-06 12:01:04.754675,0 days 00:00:53.986114,5,11,12,34,29,70,133,30,27,COMPLETE
146,7323.245851354789,2025-08-06 12:00:19.121037,2025-08-06 12:01:12.992119,0 days 00:00:53.871082,5,11,12,34,29,70,133,285,27,COMPLETE
147,6052.379060105157,2025-08-06 12:00:48.303717,2025-08-06 12:01:42.657777,0 days 00:00:54.354060,9,13,12,39,28,70,134,119,27,COMPLETE
148,41650.50370500581,2025-08-06 12:01:00.397210,2025-08-06 12:01:53.352627,0 days 00:00:52.955417,9,13,12,39,28,69,136,16,29,COMPLETE
149,91993.03595885764,2025-08-06 12:01:04.761978,2025-08-06 12:01:59.902895,0 days 00:00:55.140917,9,13,15,39,28,69,115,16,29,COMPLETE
150,79531.30681710494,2025-08-06 12:01:13.038979,2025-08-06 12:02:05.004482,0 days 00:00:51.965503,9,13,15,40,28,68,114,18,24,COMPLETE
151,59295.355123880196,2025-08-06 12:01:42.724650,2025-08-06 12:02:41.789318,0 days 00:00:59.064668,9,12,15,40,26,68,114,16,24,COMPLETE
152,2873.096659595768,2025-08-06 12:01:53.375566,2025-08-06 12:02:50.689343,0 days 00:00:57.313777,37,12,15,40,26,68,115,90,30,COMPLETE
153,21006.636287942445,2025-08-06 12:01:59.919268,2025-08-06 12:02:58.893223,0 days 00:00:58.973955,7,12,14,41,26,68,125,148,24,COMPLETE
154,211058.7401525096,2025-08-06 12:02:05.011440,2025-08-06 12:03:02.169399,0 days 00:00:57.157959,6,12,14,37,25,69,127,22,28,COMPLETE
155,98546.54985260237,2025-08-06 12:02:41.826402,2025-08-06 12:03:41.178026,0 days 00:00:59.351624,7,12,14,37,25,69,125,22,32,COMPLETE
156,114856.89948975973,2025-08-06 12:02:50.795826,2025-08-06 12:03:48.558387,0 days 00:00:57.762561,7,6,14,33,27,69,124,23,28,COMPLETE
157,104875.63449787289,2025-08-06 12:02:59.035709,2025-08-06 12:04:01.587300,0 days 00:01:02.551591,6,10,16,33,27,70,140,23,28,COMPLETE
158,411722.05550468666,2025-08-06 12:03:02.274250,2025-08-06 12:04:00.934218,0 days 00:00:58.659968,7,19,16,37,27,69,121,10,26,COMPLETE
159,640630.756377152,2025-08-06 12:03:41.214844,2025-08-06 12:04:42.279204,0 days 00:01:01.064360,6,8,5,37,27,70,119,10,29,COMPLETE
160,4481.005708177482,2025-08-06 12:03:48.622103,2025-08-06 12:04:50.436155,0 days 00:01:01.814052,62,8,5,38,27,70,120,12,26,COMPLETE
161,5872.688699288522,2025-08-06 12:04:00.987212,2025-08-06 12:05:00.010202,0 days 00:00:59.022990,61,11,14,38,27,70,217,10,21,COMPLETE
162,54871.319819938835,2025-08-06 12:04:01.602527,2025-08-06 12:05:01.346838,0 days 00:00:59.744311,6,20,17,38,27,70,118,39,29,COMPLETE
163,170139.46973041876,2025-08-06 12:04:42.322417,2025-08-06 12:05:41.853038,0 days 00:00:59.530621,7,8,17,37,27,66,120,10,26,COMPLETE
164,598370.4600700681,2025-08-06 12:04:50.453501,2025-08-06 12:05:52.269109,0 days 00:01:01.815608,6,8,16,37,27,70,121,10,29,COMPLETE
165,76073.87846192332,2025-08-06 12:05:00.016806,2025-08-06 12:05:59.927835,0 days 00:00:59.911029,6,19,17,37,26,69,121,20,29,COMPLETE
166,14325.573724048782,2025-08-06 12:05:01.444338,2025-08-06 12:06:00.234554,0 days 00:00:58.790216,7,8,5,36,24,68,126,172,26,COMPLETE
167,115886.15502563596,2025-08-06 12:05:41.901709,2025-08-06 12:06:39.595178,0 days 00:00:57.693469,7,8,19,37,28,66,122,16,23,COMPLETE
168,76802.53950546136,2025-08-06 12:05:52.280841,2025-08-06 12:06:51.743640,0 days 00:00:59.462799,7,8,16,37,28,66,121,18,26,COMPLETE
169,53214.960187565455,2025-08-06 12:05:59.934336,2025-08-06 12:06:58.003810,0 days 00:00:58.069474,8,8,18,36,28,66,110,10,26,COMPLETE
170,28149.559523041993,2025-08-06 12:06:00.241114,2025-08-06 12:06:59.852978,0 days 00:00:59.611864,8,8,17,37,28,66,102,14,23,COMPLETE
171,43235.76773245569,2025-08-06 12:06:39.596477,2025-08-06 12:07:40.180303,0 days 00:01:00.583826,10,7,18,35,27,67,104,11,26,COMPLETE
172,107478.44177448498,2025-08-06 12:06:51.756116,2025-08-06 12:07:51.979732,0 days 00:01:00.223616,10,7,16,36,27,67,111,10,28,COMPLETE
173,8992.55504264416,2025-08-06 12:06:58.026614,2025-08-06 12:07:56.575628,0 days 00:00:58.549014,10,7,5,35,27,67,106,31,28,COMPLETE
