number,value,datetime_start,datetime_complete,duration,params_macd_fast,params_macd_signal,params_macd_slow,state
323,42203.00046304342,2025-08-07 13:29:31.792514,2025-08-07 13:29:39.159990,0 days 00:00:07.367476,5,9,15,COMPLETE
324,42203.00046304342,2025-08-07 13:29:31.805498,2025-08-07 13:29:38.026918,0 days 00:00:06.221420,5,9,15,COMPLETE
325,42203.00046304342,2025-08-07 13:29:31.863192,2025-08-07 13:29:38.324762,0 days 00:00:06.461570,5,9,15,COMPLETE
326,42203.00046304342,2025-08-07 13:29:32.339940,2025-08-07 13:29:39.821500,0 days 00:00:07.481560,5,9,15,COMPLETE
327,28373.366605962838,2025-08-07 13:29:33.131458,2025-08-07 13:29:40.062125,0 days 00:00:06.930667,5,14,15,COMPLETE
328,42203.00046304342,2025-08-07 13:29:33.641539,2025-08-07 13:29:39.916223,0 days 00:00:06.274684,5,9,15,COMPLETE
329,2180.4656264577843,2025-08-07 13:29:33.681750,2025-08-07 13:29:40.322970,0 days 00:00:06.641220,5,17,32,COMPLETE
330,42203.00046304342,2025-08-07 13:29:33.784987,2025-08-07 13:29:41.061468,0 days 00:00:07.276481,5,9,15,COMPLETE
331,42203.00046304342,2025-08-07 13:29:33.892248,2025-08-07 13:29:41.114962,0 days 00:00:07.222714,5,9,15,COMPLETE
332,28373.366605962838,2025-08-07 13:29:34.072029,2025-08-07 13:29:41.062467,0 days 00:00:06.990438,5,14,15,COMPLETE
333,26815.766915930042,2025-08-07 13:29:34.755315,2025-08-07 13:29:42.012645,0 days 00:00:07.257330,6,9,15,COMPLETE
334,13740.204977395497,2025-08-07 13:29:34.759793,2025-08-07 13:29:42.169035,0 days 00:00:07.409242,6,14,15,COMPLETE
335,26815.766915930042,2025-08-07 13:29:35.536037,2025-08-07 13:29:42.184573,0 days 00:00:06.648536,6,9,15,COMPLETE
336,18916.651278895926,2025-08-07 13:29:36.149483,2025-08-07 13:29:43.487904,0 days 00:00:07.338421,10,9,15,COMPLETE
337,26815.766915930042,2025-08-07 13:29:36.333147,2025-08-07 13:29:43.479324,0 days 00:00:07.146177,6,9,15,COMPLETE
338,26815.766915930042,2025-08-07 13:29:36.529761,2025-08-07 13:29:43.549058,0 days 00:00:07.019297,6,9,15,COMPLETE
339,21584.593074044988,2025-08-07 13:29:36.817736,2025-08-07 13:29:43.673370,0 days 00:00:06.855634,6,10,15,COMPLETE
340,21584.593074044988,2025-08-07 13:29:36.883547,2025-08-07 13:29:43.987186,0 days 00:00:07.103639,6,10,15,COMPLETE
341,21584.593074044988,2025-08-07 13:29:37.958101,2025-08-07 13:29:44.764939,0 days 00:00:06.806838,6,10,15,COMPLETE
342,21584.593074044988,2025-08-07 13:29:38.006482,2025-08-07 13:29:45.086474,0 days 00:00:07.079992,6,10,15,COMPLETE
343,24175.11015112023,2025-08-07 13:29:38.046668,2025-08-07 13:29:44.881230,0 days 00:00:06.834562,6,6,15,COMPLETE
344,24032.05773088688,2025-08-07 13:29:38.332298,2025-08-07 13:29:45.544886,0 days 00:00:07.212588,6,13,15,COMPLETE
345,1989.3767494200713,2025-08-07 13:29:39.211777,2025-08-07 13:29:45.935726,0 days 00:00:06.723949,12,10,15,COMPLETE
346,4624.11004735156,2025-08-07 13:29:39.891839,2025-08-07 13:29:46.343568,0 days 00:00:06.451729,10,10,15,COMPLETE
347,-inf,2025-08-07 13:29:39.949196,2025-08-07 13:29:45.579984,0 days 00:00:05.630788,17,14,16,COMPLETE
348,18372.303198074544,2025-08-07 13:29:40.080137,2025-08-07 13:29:47.569302,0 days 00:00:07.489165,6,13,16,COMPLETE
349,17406.634338324053,2025-08-07 13:29:40.377201,2025-08-07 13:29:47.336762,0 days 00:00:06.959561,6,10,16,COMPLETE
350,17406.634338324053,2025-08-07 13:29:41.113443,2025-08-07 13:29:47.650597,0 days 00:00:06.537154,6,10,16,COMPLETE
351,17406.634338324053,2025-08-07 13:29:41.137629,2025-08-07 13:29:48.429942,0 days 00:00:07.292313,6,10,16,COMPLETE
352,17406.634338324053,2025-08-07 13:29:41.190528,2025-08-07 13:29:47.588270,0 days 00:00:06.397742,6,10,16,COMPLETE
353,17406.634338324053,2025-08-07 13:29:42.050435,2025-08-07 13:29:48.986919,0 days 00:00:06.936484,6,10,16,COMPLETE
354,17406.634338324053,2025-08-07 13:29:42.186006,2025-08-07 13:29:49.062167,0 days 00:00:06.876161,6,10,16,COMPLETE
355,3823.157330651666,2025-08-07 13:29:42.191784,2025-08-07 13:29:48.763685,0 days 00:00:06.571901,10,10,16,COMPLETE
356,3904.121614772885,2025-08-07 13:29:43.495259,2025-08-07 13:29:49.965373,0 days 00:00:06.470114,15,10,16,COMPLETE
357,17406.634338324053,2025-08-07 13:29:43.531788,2025-08-07 13:29:49.595778,0 days 00:00:06.063990,6,10,16,COMPLETE
358,-inf,2025-08-07 13:29:43.567820,2025-08-07 13:29:48.603893,0 days 00:00:05.036073,17,10,16,COMPLETE
359,17406.634338324053,2025-08-07 13:29:43.687375,2025-08-07 13:29:50.478645,0 days 00:00:06.791270,6,10,16,COMPLETE
360,28649.20382432239,2025-08-07 13:29:43.994348,2025-08-07 13:29:50.459969,0 days 00:00:06.465621,5,10,16,COMPLETE
361,28649.20382432239,2025-08-07 13:29:44.790122,2025-08-07 13:29:51.065459,0 days 00:00:06.275337,5,10,16,COMPLETE
362,-inf,2025-08-07 13:29:44.948532,2025-08-07 13:29:50.566952,0 days 00:00:05.618420,18,10,16,COMPLETE
363,4679.065453268014,2025-08-07 13:29:45.162042,2025-08-07 13:29:51.283383,0 days 00:00:06.121341,12,10,16,COMPLETE
364,28649.20382432239,2025-08-07 13:29:45.568791,2025-08-07 13:29:52.037701,0 days 00:00:06.468910,5,10,16,COMPLETE
365,28649.20382432239,2025-08-07 13:29:45.616093,2025-08-07 13:29:52.012861,0 days 00:00:06.396768,5,10,16,COMPLETE
366,27813.912680932866,2025-08-07 13:29:45.958146,2025-08-07 13:29:52.428748,0 days 00:00:06.470602,5,8,16,COMPLETE
367,27813.912680932866,2025-08-07 13:29:46.373661,2025-08-07 13:29:53.164050,0 days 00:00:06.790389,5,8,16,COMPLETE
368,27813.912680932866,2025-08-07 13:29:47.344817,2025-08-07 13:29:53.538426,0 days 00:00:06.193609,5,8,16,COMPLETE
369,27813.912680932866,2025-08-07 13:29:47.620054,2025-08-07 13:29:54.262765,0 days 00:00:06.642711,5,8,16,COMPLETE
370,27813.912680932866,2025-08-07 13:29:47.631895,2025-08-07 13:29:53.668893,0 days 00:00:06.036998,5,8,16,COMPLETE
371,28816.61197534258,2025-08-07 13:29:47.654508,2025-08-07 13:29:54.150112,0 days 00:00:06.495604,5,9,16,COMPLETE
372,27813.912680932866,2025-08-07 13:29:48.462910,2025-08-07 13:29:55.406902,0 days 00:00:06.943992,5,8,16,COMPLETE
373,4885.516905697266,2025-08-07 13:29:48.645400,2025-08-07 13:29:54.831482,0 days 00:00:06.186082,13,9,16,COMPLETE
374,27813.912680932866,2025-08-07 13:29:48.858935,2025-08-07 13:29:55.210516,0 days 00:00:06.351581,5,8,16,COMPLETE
375,27813.912680932866,2025-08-07 13:29:49.020986,2025-08-07 13:29:56.859542,0 days 00:00:07.838556,5,8,16,COMPLETE
376,27813.912680932866,2025-08-07 13:29:49.068672,2025-08-07 13:29:55.550968,0 days 00:00:06.482296,5,8,16,COMPLETE
377,27813.912680932866,2025-08-07 13:29:49.618176,2025-08-07 13:29:56.723565,0 days 00:00:07.105389,5,8,16,COMPLETE
378,13670.728198983792,2025-08-07 13:29:49.991456,2025-08-07 13:29:57.359900,0 days 00:00:07.368444,5,8,25,COMPLETE
379,4885.516905697266,2025-08-07 13:29:50.481868,2025-08-07 13:29:56.858258,0 days 00:00:06.376390,13,9,16,COMPLETE
380,28816.61197534258,2025-08-07 13:29:50.487678,2025-08-07 13:29:57.298886,0 days 00:00:06.811208,5,9,16,COMPLETE
381,27813.912680932866,2025-08-07 13:29:50.596635,2025-08-07 13:29:58.062188,0 days 00:00:07.465553,5,8,16,COMPLETE
382,33627.49338664723,2025-08-07 13:29:51.104214,2025-08-07 13:29:57.904266,0 days 00:00:06.800052,5,8,15,COMPLETE
383,33627.49338664723,2025-08-07 13:29:51.292932,2025-08-07 13:29:58.386256,0 days 00:00:07.093324,5,8,15,COMPLETE
384,42203.00046304342,2025-08-07 13:29:52.034661,2025-08-07 13:29:59.222060,0 days 00:00:07.187399,5,9,15,COMPLETE
385,42203.00046304342,2025-08-07 13:29:52.062205,2025-08-07 13:29:59.005976,0 days 00:00:06.943771,5,9,15,COMPLETE
386,5953.440325271927,2025-08-07 13:29:52.457105,2025-08-07 13:29:59.751153,0 days 00:00:07.294048,13,9,15,COMPLETE
387,42203.00046304342,2025-08-07 13:29:53.201249,2025-08-07 13:30:00.368999,0 days 00:00:07.167750,5,9,15,COMPLETE
388,42203.00046304342,2025-08-07 13:29:53.552556,2025-08-07 13:30:00.378256,0 days 00:00:06.825700,5,9,15,COMPLETE
389,24520.26572296522,2025-08-07 13:29:53.721780,2025-08-07 13:30:01.396731,0 days 00:00:07.674951,5,16,15,COMPLETE
390,42203.00046304342,2025-08-07 13:29:54.201354,2025-08-07 13:30:01.410170,0 days 00:00:07.208816,5,9,15,COMPLETE
391,42203.00046304342,2025-08-07 13:29:54.292922,2025-08-07 13:30:01.829204,0 days 00:00:07.536282,5,9,15,COMPLETE
392,42203.00046304342,2025-08-07 13:29:54.906224,2025-08-07 13:30:01.590679,0 days 00:00:06.684455,5,9,15,COMPLETE
393,24520.26572296522,2025-08-07 13:29:55.251818,2025-08-07 13:30:01.965942,0 days 00:00:06.714124,5,16,15,COMPLETE
394,42203.00046304342,2025-08-07 13:29:55.429193,2025-08-07 13:30:02.842916,0 days 00:00:07.413723,5,9,15,COMPLETE
395,42203.00046304342,2025-08-07 13:29:55.566491,2025-08-07 13:30:03.015790,0 days 00:00:07.449299,5,9,15,COMPLETE
396,42203.00046304342,2025-08-07 13:29:56.803299,2025-08-07 13:30:03.716843,0 days 00:00:06.913544,5,9,15,COMPLETE
397,42203.00046304342,2025-08-07 13:29:56.862509,2025-08-07 13:30:03.380834,0 days 00:00:06.518325,5,9,15,COMPLETE
398,42203.00046304342,2025-08-07 13:29:56.888679,2025-08-07 13:30:03.362231,0 days 00:00:06.473552,5,9,15,COMPLETE
399,42203.00046304342,2025-08-07 13:29:57.334616,2025-08-07 13:30:04.042567,0 days 00:00:06.707951,5,9,15,COMPLETE
400,42203.00046304342,2025-08-07 13:29:57.366919,2025-08-07 13:30:04.255641,0 days 00:00:06.888722,5,9,15,COMPLETE
401,42203.00046304342,2025-08-07 13:29:57.984007,2025-08-07 13:30:04.612449,0 days 00:00:06.628442,5,9,15,COMPLETE
402,42203.00046304342,2025-08-07 13:29:58.135981,2025-08-07 13:30:05.283898,0 days 00:00:07.147917,5,9,15,COMPLETE
403,42203.00046304342,2025-08-07 13:29:58.392790,2025-08-07 13:30:05.178618,0 days 00:00:06.785828,5,9,15,COMPLETE
404,5656.134148447818,2025-08-07 13:29:59.050220,2025-08-07 13:30:05.953129,0 days 00:00:06.902909,5,9,49,COMPLETE
405,3450.2486260441697,2025-08-07 13:29:59.238917,2025-08-07 13:30:05.701727,0 days 00:00:06.462810,5,9,41,COMPLETE
406,42203.00046304342,2025-08-07 13:29:59.789694,2025-08-07 13:30:06.683446,0 days 00:00:06.893752,5,9,15,COMPLETE
407,36466.877521743045,2025-08-07 13:30:00.384811,2025-08-07 13:30:08.299776,0 days 00:00:07.914965,5,9,17,COMPLETE
408,36466.877521743045,2025-08-07 13:30:00.518199,2025-08-07 13:30:06.687499,0 days 00:00:06.169300,5,9,17,COMPLETE
409,36466.877521743045,2025-08-07 13:30:01.469300,2025-08-07 13:30:08.466909,0 days 00:00:06.997609,5,9,17,COMPLETE
410,36466.877521743045,2025-08-07 13:30:01.510848,2025-08-07 13:30:08.261834,0 days 00:00:06.750986,5,9,17,COMPLETE
411,36466.877521743045,2025-08-07 13:30:01.667089,2025-08-07 13:30:07.439456,0 days 00:00:05.772367,5,9,17,COMPLETE
412,36466.877521743045,2025-08-07 13:30:01.879267,2025-08-07 13:30:08.445825,0 days 00:00:06.566558,5,9,17,COMPLETE
413,36466.877521743045,2025-08-07 13:30:01.972844,2025-08-07 13:30:09.267967,0 days 00:00:07.295123,5,9,17,COMPLETE
414,36466.877521743045,2025-08-07 13:30:02.881249,2025-08-07 13:30:09.510994,0 days 00:00:06.629745,5,9,17,COMPLETE
415,36466.877521743045,2025-08-07 13:30:03.085153,2025-08-07 13:30:09.632092,0 days 00:00:06.546939,5,9,17,COMPLETE
416,36466.877521743045,2025-08-07 13:30:03.399543,2025-08-07 13:30:09.852828,0 days 00:00:06.453285,5,9,17,COMPLETE
417,4672.2171024782065,2025-08-07 13:30:03.506073,2025-08-07 13:30:11.034647,0 days 00:00:07.528574,5,9,42,COMPLETE
418,25910.92649500083,2025-08-07 13:30:03.724799,2025-08-07 13:30:11.009996,0 days 00:00:07.285197,5,9,21,COMPLETE
419,36466.877521743045,2025-08-07 13:30:04.052669,2025-08-07 13:30:10.886473,0 days 00:00:06.833804,5,9,17,COMPLETE
420,36466.877521743045,2025-08-07 13:30:04.275326,2025-08-07 13:30:11.483194,0 days 00:00:07.207868,5,9,17,COMPLETE
421,25910.92649500083,2025-08-07 13:30:04.637153,2025-08-07 13:30:12.119717,0 days 00:00:07.482564,5,9,21,COMPLETE
422,36466.877521743045,2025-08-07 13:30:05.280339,2025-08-07 13:30:11.947654,0 days 00:00:06.667315,5,9,17,COMPLETE
423,17830.485967882814,2025-08-07 13:30:05.322705,2025-08-07 13:30:12.332517,0 days 00:00:07.009812,6,9,17,COMPLETE
424,17830.485967882814,2025-08-07 13:30:05.736109,2025-08-07 13:30:12.921428,0 days 00:00:07.185319,6,9,17,COMPLETE
425,18825.999214107276,2025-08-07 13:30:05.985387,2025-08-07 13:30:12.983284,0 days 00:00:06.997897,6,9,21,COMPLETE
426,17830.485967882814,2025-08-07 13:30:06.688708,2025-08-07 13:30:13.678677,0 days 00:00:06.989969,6,9,17,COMPLETE
427,3938.881192822184,2025-08-07 13:30:06.691865,2025-08-07 13:30:13.739488,0 days 00:00:07.047623,6,9,44,COMPLETE
428,17830.485967882814,2025-08-07 13:30:07.512530,2025-08-07 13:30:14.149323,0 days 00:00:06.636793,6,9,17,COMPLETE
429,17830.485967882814,2025-08-07 13:30:08.355857,2025-08-07 13:30:15.799240,0 days 00:00:07.443383,6,9,17,COMPLETE
430,17830.485967882814,2025-08-07 13:30:08.399429,2025-08-07 13:30:15.301343,0 days 00:00:06.901914,6,9,17,COMPLETE
431,17830.485967882814,2025-08-07 13:30:08.458639,2025-08-07 13:30:15.218914,0 days 00:00:06.760275,6,9,17,COMPLETE
432,17830.485967882814,2025-08-07 13:30:08.515618,2025-08-07 13:30:15.797768,0 days 00:00:07.282150,6,9,17,COMPLETE
433,3798.2772590361556,2025-08-07 13:30:09.469225,2025-08-07 13:30:16.767500,0 days 00:00:07.298275,6,9,45,COMPLETE
434,26815.766915930042,2025-08-07 13:30:09.571402,2025-08-07 13:30:16.285071,0 days 00:00:06.713669,6,9,15,COMPLETE
435,26815.766915930042,2025-08-07 13:30:09.647667,2025-08-07 13:30:16.694682,0 days 00:00:07.047015,6,9,15,COMPLETE
436,26815.766915930042,2025-08-07 13:30:09.862370,2025-08-07 13:30:17.031746,0 days 00:00:07.169376,6,9,15,COMPLETE
437,26815.766915930042,2025-08-07 13:30:10.958829,2025-08-07 13:30:17.727056,0 days 00:00:06.768227,6,9,15,COMPLETE
438,26815.766915930042,2025-08-07 13:30:11.097104,2025-08-07 13:30:19.319123,0 days 00:00:08.222019,6,9,15,COMPLETE
439,26815.766915930042,2025-08-07 13:30:11.120498,2025-08-07 13:30:18.147004,0 days 00:00:07.026506,6,9,15,COMPLETE
440,25159.970529389455,2025-08-07 13:30:11.507076,2025-08-07 13:30:18.489912,0 days 00:00:06.982836,6,8,15,COMPLETE
441,25159.970529389455,2025-08-07 13:30:11.972657,2025-08-07 13:30:18.643379,0 days 00:00:06.670722,6,8,15,COMPLETE
442,25159.970529389455,2025-08-07 13:30:12.165152,2025-08-07 13:30:20.039509,0 days 00:00:07.874357,6,8,15,COMPLETE
443,25159.970529389455,2025-08-07 13:30:12.416744,2025-08-07 13:30:19.308977,0 days 00:00:06.892233,6,8,15,COMPLETE
444,25159.970529389455,2025-08-07 13:30:12.956358,2025-08-07 13:30:20.173468,0 days 00:00:07.217110,6,8,15,COMPLETE
445,25159.970529389455,2025-08-07 13:30:12.985254,2025-08-07 13:30:19.791572,0 days 00:00:06.806318,6,8,15,COMPLETE
446,24175.11015112023,2025-08-07 13:30:13.712891,2025-08-07 13:30:20.955660,0 days 00:00:07.242769,6,6,15,COMPLETE
447,25159.970529389455,2025-08-07 13:30:13.745921,2025-08-07 13:30:21.273812,0 days 00:00:07.527891,6,8,15,COMPLETE
448,25159.970529389455,2025-08-07 13:30:14.153606,2025-08-07 13:30:20.761456,0 days 00:00:06.607850,6,8,15,COMPLETE
449,33627.49338664723,2025-08-07 13:30:15.287350,2025-08-07 13:30:22.762389,0 days 00:00:07.475039,5,8,15,COMPLETE
450,30068.73470399987,2025-08-07 13:30:15.329706,2025-08-07 13:30:23.025199,0 days 00:00:07.695493,5,15,15,COMPLETE
451,33627.49338664723,2025-08-07 13:30:15.905139,2025-08-07 13:30:22.972617,0 days 00:00:07.067478,5,8,15,COMPLETE
452,33627.49338664723,2025-08-07 13:30:15.906479,2025-08-07 13:30:22.019266,0 days 00:00:06.112787,5,8,15,COMPLETE
453,14765.902298157345,2025-08-07 13:30:16.292247,2025-08-07 13:30:23.570609,0 days 00:00:07.278362,5,8,28,COMPLETE
454,26603.527069391537,2025-08-07 13:30:16.765676,2025-08-07 13:30:23.431187,0 days 00:00:06.665511,5,6,15,COMPLETE
455,33627.49338664723,2025-08-07 13:30:16.770660,2025-08-07 13:30:23.821166,0 days 00:00:07.050506,5,8,15,COMPLETE
456,33627.49338664723,2025-08-07 13:30:17.058854,2025-08-07 13:30:24.434048,0 days 00:00:07.375194,5,8,15,COMPLETE
457,27813.912680932866,2025-08-07 13:30:17.740042,2025-08-07 13:30:24.295223,0 days 00:00:06.555181,5,8,16,COMPLETE
458,27813.912680932866,2025-08-07 13:30:18.233962,2025-08-07 13:30:25.109029,0 days 00:00:06.875067,5,8,16,COMPLETE
459,27813.912680932866,2025-08-07 13:30:18.525141,2025-08-07 13:30:25.172903,0 days 00:00:06.647762,5,8,16,COMPLETE
460,27813.912680932866,2025-08-07 13:30:18.652817,2025-08-07 13:30:26.803519,0 days 00:00:08.150702,5,8,16,COMPLETE
461,28649.20382432239,2025-08-07 13:30:19.343575,2025-08-07 13:30:26.024540,0 days 00:00:06.680965,5,10,16,COMPLETE
462,28649.20382432239,2025-08-07 13:30:19.344879,2025-08-07 13:30:26.195460,0 days 00:00:06.850581,5,10,16,COMPLETE
463,28649.20382432239,2025-08-07 13:30:19.862863,2025-08-07 13:30:27.673666,0 days 00:00:07.810803,5,10,16,COMPLETE
464,28649.20382432239,2025-08-07 13:30:20.072248,2025-08-07 13:30:26.668107,0 days 00:00:06.595859,5,10,16,COMPLETE
465,15781.555196330333,2025-08-07 13:30:20.189833,2025-08-07 13:30:27.605858,0 days 00:00:07.416025,5,10,28,COMPLETE
466,28649.20382432239,2025-08-07 13:30:20.822012,2025-08-07 13:30:28.063650,0 days 00:00:07.241638,5,10,16,COMPLETE
467,24677.763779820212,2025-08-07 13:30:20.994471,2025-08-07 13:30:28.030470,0 days 00:00:07.035999,7,10,16,COMPLETE
468,28649.20382432239,2025-08-07 13:30:21.281564,2025-08-07 13:30:28.516392,0 days 00:00:07.234828,5,10,16,COMPLETE
469,28649.20382432239,2025-08-07 13:30:22.126804,2025-08-07 13:30:29.487279,0 days 00:00:07.360475,5,10,16,COMPLETE
470,28649.20382432239,2025-08-07 13:30:22.865999,2025-08-07 13:30:29.479650,0 days 00:00:06.613651,5,10,16,COMPLETE
471,28649.20382432239,2025-08-07 13:30:23.035468,2025-08-07 13:30:30.022346,0 days 00:00:06.986878,5,10,16,COMPLETE
472,28649.20382432239,2025-08-07 13:30:23.063859,2025-08-07 13:30:30.823056,0 days 00:00:07.759197,5,10,16,COMPLETE
473,15781.555196330333,2025-08-07 13:30:23.501879,2025-08-07 13:30:30.841108,0 days 00:00:07.339229,5,10,28,COMPLETE
474,28649.20382432239,2025-08-07 13:30:23.665544,2025-08-07 13:30:30.987932,0 days 00:00:07.322388,5,10,16,COMPLETE
475,28649.20382432239,2025-08-07 13:30:23.840679,2025-08-07 13:30:30.870489,0 days 00:00:07.029810,5,10,16,COMPLETE
476,28649.20382432239,2025-08-07 13:30:24.313016,2025-08-07 13:30:31.712817,0 days 00:00:07.399801,5,10,16,COMPLETE
477,28649.20382432239,2025-08-07 13:30:24.461930,2025-08-07 13:30:31.353935,0 days 00:00:06.892005,5,10,16,COMPLETE
478,28649.20382432239,2025-08-07 13:30:25.125133,2025-08-07 13:30:32.174780,0 days 00:00:07.049647,5,10,16,COMPLETE
479,28649.20382432239,2025-08-07 13:30:25.179247,2025-08-07 13:30:32.378774,0 days 00:00:07.199527,5,10,16,COMPLETE
480,24677.763779820212,2025-08-07 13:30:26.090670,2025-08-07 13:30:33.255516,0 days 00:00:07.164846,7,10,16,COMPLETE
481,28649.20382432239,2025-08-07 13:30:26.202714,2025-08-07 13:30:33.145391,0 days 00:00:06.942677,5,10,16,COMPLETE
482,28649.20382432239,2025-08-07 13:30:26.714487,2025-08-07 13:30:33.498285,0 days 00:00:06.783798,5,10,16,COMPLETE
483,28649.20382432239,2025-08-07 13:30:26.823256,2025-08-07 13:30:33.314425,0 days 00:00:06.491169,5,10,16,COMPLETE
484,14863.041665889546,2025-08-07 13:30:27.660309,2025-08-07 13:30:34.535496,0 days 00:00:06.875187,7,9,16,COMPLETE
485,28816.61197534258,2025-08-07 13:30:27.811406,2025-08-07 13:30:34.456345,0 days 00:00:06.644939,5,9,16,COMPLETE
486,10927.010236519824,2025-08-07 13:30:28.054867,2025-08-07 13:30:34.829478,0 days 00:00:06.774611,5,9,24,COMPLETE
487,28816.61197534258,2025-08-07 13:30:28.071904,2025-08-07 13:30:34.351362,0 days 00:00:06.279458,5,9,16,COMPLETE
488,28816.61197534258,2025-08-07 13:30:28.543462,2025-08-07 13:30:35.218573,0 days 00:00:06.675111,5,9,16,COMPLETE
489,4725.869027008079,2025-08-07 13:30:29.493993,2025-08-07 13:30:36.077249,0 days 00:00:06.583256,5,18,16,COMPLETE
490,28816.61197534258,2025-08-07 13:30:29.507641,2025-08-07 13:30:36.062741,0 days 00:00:06.555100,5,9,16,COMPLETE
491,9056.954826370791,2025-08-07 13:30:30.108263,2025-08-07 13:30:36.996847,0 days 00:00:06.888584,5,9,36,COMPLETE
492,28816.61197534258,2025-08-07 13:30:30.863488,2025-08-07 13:30:37.674871,0 days 00:00:06.811383,5,9,16,COMPLETE
493,42203.00046304342,2025-08-07 13:30:30.896948,2025-08-07 13:30:37.629423,0 days 00:00:06.732475,5,9,15,COMPLETE
494,19273.07809252793,2025-08-07 13:30:30.947137,2025-08-07 13:30:37.631206,0 days 00:00:06.684069,5,9,19,COMPLETE
495,9056.954826370791,2025-08-07 13:30:31.003642,2025-08-07 13:30:37.964320,0 days 00:00:06.960678,5,9,36,COMPLETE
496,42203.00046304342,2025-08-07 13:30:31.385247,2025-08-07 13:30:38.012205,0 days 00:00:06.626958,5,9,15,COMPLETE
497,42203.00046304342,2025-08-07 13:30:31.728860,2025-08-07 13:30:38.712935,0 days 00:00:06.984075,5,9,15,COMPLETE
498,42203.00046304342,2025-08-07 13:30:32.204640,2025-08-07 13:30:38.834034,0 days 00:00:06.629394,5,9,15,COMPLETE
499,42203.00046304342,2025-08-07 13:30:32.384347,2025-08-07 13:30:39.374473,0 days 00:00:06.990126,5,9,15,COMPLETE
500,42203.00046304342,2025-08-07 13:30:33.163696,2025-08-07 13:30:40.130566,0 days 00:00:06.966870,5,9,15,COMPLETE
501,19273.07809252793,2025-08-07 13:30:33.311896,2025-08-07 13:30:40.633328,0 days 00:00:07.321432,5,9,19,COMPLETE
502,9056.954826370791,2025-08-07 13:30:33.322573,2025-08-07 13:30:40.481418,0 days 00:00:07.158845,5,9,36,COMPLETE
503,42203.00046304342,2025-08-07 13:30:33.504961,2025-08-07 13:30:40.397135,0 days 00:00:06.892174,5,9,15,COMPLETE
504,42203.00046304342,2025-08-07 13:30:34.415598,2025-08-07 13:30:41.285360,0 days 00:00:06.869762,5,9,15,COMPLETE
505,3203.9831334683636,2025-08-07 13:30:34.503225,2025-08-07 13:30:41.503280,0 days 00:00:07.000055,19,9,24,COMPLETE
506,19273.07809252793,2025-08-07 13:30:34.605389,2025-08-07 13:30:42.346482,0 days 00:00:07.741093,5,9,19,COMPLETE
507,42203.00046304342,2025-08-07 13:30:34.834587,2025-08-07 13:30:42.438736,0 days 00:00:07.604149,5,9,15,COMPLETE
508,19273.07809252793,2025-08-07 13:30:35.228345,2025-08-07 13:30:42.258011,0 days 00:00:07.029666,5,9,19,COMPLETE
509,42203.00046304342,2025-08-07 13:30:36.077921,2025-08-07 13:30:42.830169,0 days 00:00:06.752248,5,9,15,COMPLETE
510,-inf,2025-08-07 13:30:36.121533,2025-08-07 13:30:42.385290,0 days 00:00:06.263757,19,9,19,COMPLETE
511,42203.00046304342,2025-08-07 13:30:37.008718,2025-08-07 13:30:43.278354,0 days 00:00:06.269636,5,9,15,COMPLETE
512,42203.00046304342,2025-08-07 13:30:37.707483,2025-08-07 13:30:44.329336,0 days 00:00:06.621853,5,9,15,COMPLETE
513,42203.00046304342,2025-08-07 13:30:37.748081,2025-08-07 13:30:44.391092,0 days 00:00:06.643011,5,9,15,COMPLETE
514,-inf,2025-08-07 13:30:37.777327,2025-08-07 13:30:43.099444,0 days 00:00:05.322117,19,9,15,COMPLETE
515,-inf,2025-08-07 13:30:37.975552,2025-08-07 13:30:43.032697,0 days 00:00:05.057145,18,9,15,COMPLETE
516,42203.00046304342,2025-08-07 13:30:38.014191,2025-08-07 13:30:44.388317,0 days 00:00:06.374126,5,9,15,COMPLETE
517,28298.349699254628,2025-08-07 13:30:38.766643,2025-08-07 13:30:45.541505,0 days 00:00:06.774862,5,9,18,COMPLETE
518,28298.349699254628,2025-08-07 13:30:38.852025,2025-08-07 13:30:45.096379,0 days 00:00:06.244354,5,9,18,COMPLETE
519,6891.037117704022,2025-08-07 13:30:39.489178,2025-08-07 13:30:45.592451,0 days 00:00:06.103273,5,9,34,COMPLETE
520,28298.349699254628,2025-08-07 13:30:40.165233,2025-08-07 13:30:45.896234,0 days 00:00:05.731001,5,9,18,COMPLETE
521,28298.349699254628,2025-08-07 13:30:40.482468,2025-08-07 13:30:46.885682,0 days 00:00:06.403214,5,9,18,COMPLETE
522,42203.00046304342,2025-08-07 13:30:40.503702,2025-08-07 13:30:47.344144,0 days 00:00:06.840442,5,9,15,COMPLETE
523,42203.00046304342,2025-08-07 13:30:40.636438,2025-08-07 13:30:46.564285,0 days 00:00:05.927847,5,9,15,COMPLETE
524,-inf,2025-08-07 13:30:41.303681,2025-08-07 13:30:45.837332,0 days 00:00:04.533651,19,9,18,COMPLETE
525,28298.349699254628,2025-08-07 13:30:41.629642,2025-08-07 13:30:47.798296,0 days 00:00:06.168654,5,9,18,COMPLETE
526,28298.349699254628,2025-08-07 13:30:42.270526,2025-08-07 13:30:48.077323,0 days 00:00:05.806797,5,9,18,COMPLETE
527,28298.349699254628,2025-08-07 13:30:42.375224,2025-08-07 13:30:49.167427,0 days 00:00:06.792203,5,9,18,COMPLETE
