number,value,datetime_start,datetime_complete,duration,params_macd_fast,params_macd_signal,params_macd_slow,params_volume_sma,params_volume_spike_ratio,state
525,20140.371948672633,2025-07-31 22:27:54.309147,2025-07-31 22:34:10.927109,0 days 00:06:16.617962,16,5,24,36,2.989593223411024,COMPLETE
526,21271.178675107076,2025-07-31 22:27:54.380273,2025-07-31 22:33:22.059834,0 days 00:05:27.679561,16,5,25,38,2.936472971655175,COMPLETE
527,17938.391290056607,2025-07-31 22:27:54.404206,2025-07-31 22:33:23.049811,0 days 00:05:28.645605,16,5,26,36,2.9410275142672875,COMPLETE
528,21271.178675107076,2025-07-31 22:27:54.539489,2025-07-31 22:33:05.141362,0 days 00:05:10.601873,16,5,25,36,2.967559216516151,COMPLETE
529,21271.178675107076,2025-07-31 22:27:54.551658,2025-07-31 22:29:09.248085,0 days 00:01:14.696427,16,5,25,37,2.9814909139999757,COMPLETE
530,21271.178675107076,2025-07-31 22:27:54.553998,2025-07-31 22:29:07.798951,0 days 00:01:13.244953,16,5,25,36,2.959532282551856,COMPLETE
531,20569.512209069842,2025-07-31 22:27:54.616393,2025-07-31 22:33:06.090331,0 days 00:05:11.473938,16,7,25,36,2.996710944546515,COMPLETE
532,20569.512209069842,2025-07-31 22:27:54.658729,2025-07-31 22:33:24.563697,0 days 00:05:29.904968,16,7,25,36,2.9786544017574648,COMPLETE
533,20569.512209069842,2025-07-31 22:27:54.695392,2025-07-31 22:33:06.348453,0 days 00:05:11.653061,16,7,25,36,2.9383315982240665,COMPLETE
534,20622.130330224853,2025-07-31 22:27:54.732409,2025-07-31 22:30:24.516693,0 days 00:02:29.784284,17,7,24,36,2.978558706457406,COMPLETE
535,20569.512209069842,2025-07-31 22:27:54.788680,2025-07-31 22:30:51.847529,0 days 00:02:57.058849,16,7,25,35,2.9655499014286346,COMPLETE
536,20569.512209069842,2025-07-31 22:27:54.832942,2025-07-31 22:31:30.735621,0 days 00:03:35.902679,16,7,25,36,2.9721109055217716,COMPLETE
537,20569.512209069842,2025-07-31 22:27:54.847455,2025-07-31 22:31:25.701987,0 days 00:03:30.854532,16,7,25,36,2.973965197391741,COMPLETE
538,18793.864487546383,2025-07-31 22:27:54.858827,2025-07-31 22:33:34.141224,0 days 00:05:39.282397,16,7,24,37,2.963596126558441,COMPLETE
539,20569.512209069842,2025-07-31 22:27:54.861145,2025-07-31 22:33:32.479363,0 days 00:05:37.618218,16,7,25,36,2.9637787630177694,COMPLETE
540,20569.512209069842,2025-07-31 22:27:54.926902,2025-07-31 22:33:12.472545,0 days 00:05:17.545643,16,7,25,36,2.956651231429934,COMPLETE
541,20569.512209069842,2025-07-31 22:27:54.983986,2025-07-31 22:33:14.327318,0 days 00:05:19.343332,16,7,25,36,2.9760294584157987,COMPLETE
542,20569.512209069842,2025-07-31 22:27:54.985083,2025-07-31 22:33:34.010896,0 days 00:05:39.025813,16,7,25,36,2.9763124056158823,COMPLETE
543,20569.512209069842,2025-07-31 22:27:55.056046,2025-07-31 22:33:36.762479,0 days 00:05:41.706433,16,7,25,36,2.9625817012614384,COMPLETE
544,20569.512209069842,2025-07-31 22:27:55.067160,2025-07-31 22:29:49.452286,0 days 00:01:54.385126,16,7,25,35,2.9931024094248944,COMPLETE
545,18793.864487546383,2025-07-31 22:27:55.106532,2025-07-31 22:33:16.866348,0 days 00:05:21.759816,16,7,24,36,2.9162767096352034,COMPLETE
546,20569.512209069842,2025-07-31 22:27:55.132055,2025-07-31 22:34:01.492279,0 days 00:06:06.360224,16,7,25,36,2.9861783353538076,COMPLETE
547,18793.864487546383,2025-07-31 22:27:55.176566,2025-07-31 22:33:39.025819,0 days 00:05:43.849253,16,7,24,33,2.653909524098788,COMPLETE
548,20484.11808161785,2025-07-31 22:27:55.201362,2025-07-31 22:33:40.075716,0 days 00:05:44.874354,15,7,23,32,2.692730074639145,COMPLETE
549,18793.864487546383,2025-07-31 22:27:55.202205,2025-07-31 22:32:54.454354,0 days 00:04:59.252149,16,7,24,34,2.705492747738457,COMPLETE
550,18793.864487546383,2025-07-31 22:27:55.208726,2025-07-31 22:32:57.933903,0 days 00:05:02.725177,16,7,24,33,2.6987829674455766,COMPLETE
551,18793.864487546383,2025-07-31 22:27:55.228375,2025-07-31 22:34:50.741467,0 days 00:06:55.513092,16,7,24,33,2.735393544015797,COMPLETE
552,18793.864487546383,2025-07-31 22:27:55.257104,2025-07-31 22:33:40.272837,0 days 00:05:45.015733,16,7,24,33,2.700091794222553,COMPLETE
553,18793.864487546383,2025-07-31 22:27:55.288874,2025-07-31 22:34:07.953528,0 days 00:06:12.664654,16,7,24,33,2.6907989065312177,COMPLETE
554,18793.864487546383,2025-07-31 22:27:55.326464,2025-07-31 22:34:11.004526,0 days 00:06:15.678062,16,7,24,34,2.706743554184476,COMPLETE
555,18793.864487546383,2025-07-31 22:27:55.375652,2025-07-31 22:34:58.804129,0 days 00:07:03.428477,16,7,24,34,2.6799686138085725,COMPLETE
556,18793.864487546383,2025-07-31 22:27:55.382190,2025-07-31 22:33:01.509464,0 days 00:05:06.127274,16,7,24,33,2.680530038927545,COMPLETE
557,26452.67899148428,2025-07-31 22:27:55.407438,2025-07-31 22:30:11.043401,0 days 00:02:15.635963,16,8,24,32,2.6958999495236706,COMPLETE
558,25604.629935271896,2025-07-31 22:27:55.414524,2025-07-31 22:33:01.216212,0 days 00:05:05.801688,15,7,22,33,2.695503139287927,COMPLETE
559,20569.512209069842,2025-07-31 22:27:55.449249,2025-07-31 22:30:13.070755,0 days 00:02:17.621506,16,7,25,33,2.6773463557919737,COMPLETE
560,-inf,2025-07-31 22:27:55.459296,2025-07-31 22:32:42.596634,0 days 00:04:47.137338,20,8,15,33,2.6672176404472228,COMPLETE
561,23943.062264126267,2025-07-31 22:27:55.460031,2025-07-31 22:35:02.787356,0 days 00:07:07.327325,20,7,21,32,2.6402704719019843,COMPLETE
562,-inf,2025-07-31 22:27:55.461700,2025-07-31 22:29:02.833734,0 days 00:01:07.372034,20,7,15,32,2.7105247239350665,COMPLETE
563,-inf,2025-07-31 22:27:55.473991,2025-07-31 22:33:40.190961,0 days 00:05:44.716970,20,8,15,32,2.6866715706875333,COMPLETE
564,14560.471618289379,2025-07-31 22:27:55.480016,2025-07-31 22:33:04.886974,0 days 00:05:09.406958,20,8,21,34,2.650006718775619,COMPLETE
565,-inf,2025-07-31 22:27:55.483906,2025-07-31 22:33:42.112406,0 days 00:05:46.628500,20,8,15,33,2.65707587347048,COMPLETE
566,7522.680166435219,2025-07-31 22:27:55.489126,2025-07-31 22:33:44.840201,0 days 00:05:49.351075,20,8,22,33,2.689742039171954,COMPLETE
567,-inf,2025-07-31 22:27:55.491984,2025-07-31 22:33:23.530199,0 days 00:05:28.038215,20,8,15,32,2.686035961658207,COMPLETE
568,-inf,2025-07-31 22:27:55.505451,2025-07-31 22:29:12.086893,0 days 00:01:16.581442,20,8,15,33,2.7227683625593446,COMPLETE
569,-inf,2025-07-31 22:27:55.507031,2025-07-31 22:33:04.821485,0 days 00:05:09.314454,20,8,15,32,2.701129592769132,COMPLETE
570,7522.680166435219,2025-07-31 22:27:55.511178,2025-07-31 22:37:08.335171,0 days 00:09:12.823993,20,8,22,32,2.7466491079634965,COMPLETE
571,-inf,2025-07-31 22:27:55.512975,2025-07-31 22:33:42.483061,0 days 00:05:46.970086,20,8,15,32,2.6934455424244304,COMPLETE
572,7522.680166435219,2025-07-31 22:27:55.516124,2025-07-31 22:33:08.445840,0 days 00:05:12.929716,20,8,22,32,2.706870665196371,COMPLETE
573,14560.471618289379,2025-07-31 22:27:55.523202,2025-07-31 22:33:53.901071,0 days 00:05:58.377869,20,8,21,44,2.7095876188481456,COMPLETE
574,7522.680166435219,2025-07-31 22:27:55.525794,2025-07-31 22:29:33.139705,0 days 00:01:37.613911,20,8,22,33,2.715190544880991,COMPLETE
575,-inf,2025-07-31 22:27:55.528518,2025-07-31 22:33:25.914563,0 days 00:05:30.386045,20,8,15,31,2.681722123379874,COMPLETE
576,14560.471618289379,2025-07-31 22:27:55.538143,2025-07-31 22:33:54.566638,0 days 00:05:59.028495,20,8,21,44,2.6625404031093085,COMPLETE
577,7522.680166435219,2025-07-31 22:27:55.545374,2025-07-31 22:33:11.367604,0 days 00:05:15.822230,20,8,22,33,2.6741571253823704,COMPLETE
578,7522.680166435219,2025-07-31 22:27:55.549749,2025-07-31 22:31:41.251897,0 days 00:03:45.702148,20,8,22,32,2.6767194542631927,COMPLETE
579,-inf,2025-07-31 22:27:55.558549,2025-07-31 22:33:47.809830,0 days 00:05:52.251281,20,8,15,32,2.6874787503959947,COMPLETE
580,7522.680166435219,2025-07-31 22:27:55.568104,2025-07-31 22:33:36.063393,0 days 00:05:40.495289,20,8,22,32,2.674073720882375,COMPLETE
581,-inf,2025-07-31 22:27:55.571812,2025-07-31 22:33:50.526001,0 days 00:05:54.954189,20,8,15,32,2.6616365851124426,COMPLETE
582,-inf,2025-07-31 22:27:55.572815,2025-07-31 22:33:28.416953,0 days 00:05:32.844138,20,8,15,33,2.6829813792625705,COMPLETE
583,26972.568580184052,2025-07-31 22:27:55.584121,2025-07-31 22:33:14.138697,0 days 00:05:18.554576,15,8,22,32,2.7421821149630947,COMPLETE
584,7522.680166435219,2025-07-31 22:27:55.588584,2025-07-31 22:29:41.602910,0 days 00:01:46.014326,20,8,22,33,2.697118659525561,COMPLETE
585,-inf,2025-07-31 22:27:55.596912,2025-07-31 22:29:31.678057,0 days 00:01:36.081145,20,8,16,31,2.6627177364422003,COMPLETE
586,7522.680166435219,2025-07-31 22:27:55.612528,2025-07-31 22:33:15.655962,0 days 00:05:20.043434,20,8,22,33,2.663771865536258,COMPLETE
587,-inf,2025-07-31 22:27:55.632016,2025-07-31 22:29:22.077060,0 days 00:01:26.445044,20,8,15,32,2.699602106258552,COMPLETE
588,7522.680166435219,2025-07-31 22:27:55.694841,2025-07-31 22:34:02.475136,0 days 00:06:06.780295,20,8,22,33,2.693310006450215,COMPLETE
589,7522.680166435219,2025-07-31 22:27:55.705459,2025-07-31 22:34:50.871905,0 days 00:06:55.166446,20,8,22,33,2.704097219932068,COMPLETE
590,26972.568580184052,2025-07-31 22:27:55.769819,2025-07-31 22:33:18.418136,0 days 00:05:22.648317,15,8,22,43,2.700630385728052,COMPLETE
591,-inf,2025-07-31 22:27:55.881140,2025-07-31 22:34:31.609124,0 days 00:06:35.727984,20,8,15,31,2.675250118442441,COMPLETE
592,7361.438066957988,2025-07-31 22:27:55.888534,2025-07-31 22:34:05.134388,0 days 00:06:09.245854,20,8,29,32,2.6085635173789603,COMPLETE
593,15326.111890772894,2025-07-31 22:27:55.950713,2025-07-31 22:28:26.877955,0 days 00:00:30.927242,20,7,30,43,2.6742752851243226,COMPLETE
594,6824.254478883529,2025-07-31 22:27:56.061778,2025-07-31 22:33:22.689970,0 days 00:05:26.628192,20,7,28,45,2.6757657630915492,COMPLETE
595,7036.815402038072,2025-07-31 22:27:56.189276,2025-07-31 22:30:12.279519,0 days 00:02:16.090243,20,7,29,43,2.684656621518279,COMPLETE
596,7036.815402038072,2025-07-31 22:27:56.248787,2025-07-31 22:33:23.159723,0 days 00:05:26.910936,20,7,29,43,2.6881905428919834,COMPLETE
597,7036.815402038072,2025-07-31 22:27:56.292543,2025-07-31 22:33:22.473257,0 days 00:05:26.180714,20,7,29,43,2.7045721661359803,COMPLETE
598,7036.815402038072,2025-07-31 22:27:56.344203,2025-07-31 22:35:03.050886,0 days 00:07:06.706683,20,7,29,44,2.6996238949478286,COMPLETE
599,7036.815402038072,2025-07-31 22:27:56.380998,2025-07-31 22:33:44.404549,0 days 00:05:48.023551,20,7,29,43,2.6875190321657816,COMPLETE
600,7036.815402038072,2025-07-31 22:27:56.415211,2025-07-31 22:33:43.182350,0 days 00:05:46.767139,20,7,29,44,2.7147676752884635,COMPLETE
601,22812.143269128912,2025-07-31 22:27:56.491416,2025-07-31 22:33:25.254393,0 days 00:05:28.762977,20,7,22,45,2.677206172295282,COMPLETE
602,7036.815402038072,2025-07-31 22:27:56.528445,2025-07-31 22:35:14.650717,0 days 00:07:18.122272,20,7,29,43,2.6889232365494142,COMPLETE
603,7036.815402038072,2025-07-31 22:27:56.539195,2025-07-31 22:33:04.556109,0 days 00:05:08.016914,20,7,29,43,2.6795875429215688,COMPLETE
604,10118.249234851046,2025-07-31 22:27:56.611038,2025-07-31 22:33:06.587881,0 days 00:05:09.976843,20,7,31,45,2.7241373780749227,COMPLETE
605,7036.815402038072,2025-07-31 22:27:56.678743,2025-07-31 22:35:16.129524,0 days 00:07:19.450781,20,7,29,44,2.701612317939075,COMPLETE
606,6151.353827940141,2025-07-31 22:27:56.741020,2025-07-31 22:33:26.818688,0 days 00:05:30.077668,20,8,30,43,2.6455123511290664,COMPLETE
607,15326.111890772894,2025-07-31 22:27:56.742743,2025-07-31 22:33:52.520178,0 days 00:05:55.777435,20,7,30,33,2.690662267250059,COMPLETE
608,15326.111890772894,2025-07-31 22:27:56.760767,2025-07-31 22:35:17.401768,0 days 00:07:20.641001,20,7,30,43,2.6743360333626436,COMPLETE
609,7036.815402038072,2025-07-31 22:27:56.768066,2025-07-31 22:33:27.282131,0 days 00:05:30.514065,20,7,29,44,2.697587377658332,COMPLETE
610,7036.815402038072,2025-07-31 22:27:57.213856,2025-07-31 22:33:29.493509,0 days 00:05:32.279653,20,7,29,45,2.67844802331167,COMPLETE
611,7036.815402038072,2025-07-31 22:27:57.247835,2025-07-31 22:34:32.189049,0 days 00:06:34.941214,20,7,29,43,2.622630341611573,COMPLETE
612,6824.254478883529,2025-07-31 22:27:57.316676,2025-07-31 22:34:30.626834,0 days 00:06:33.310158,20,7,28,44,2.7089786403157237,COMPLETE
613,7036.815402038072,2025-07-31 22:27:57.323881,2025-07-31 22:33:34.364407,0 days 00:05:37.040526,20,7,29,44,2.712137585214873,COMPLETE
614,15326.111890772894,2025-07-31 22:27:57.335215,2025-07-31 22:33:55.235789,0 days 00:05:57.900574,20,7,30,45,2.6988578254598496,COMPLETE
615,7036.815402038072,2025-07-31 22:27:57.425593,2025-07-31 22:36:25.201044,0 days 00:08:27.775451,20,7,29,46,2.6911141480452563,COMPLETE
616,15326.111890772894,2025-07-31 22:27:57.455669,2025-07-31 22:33:34.083905,0 days 00:05:36.628236,20,7,30,44,2.7091571303840363,COMPLETE
617,6151.353827940141,2025-07-31 22:27:57.535250,2025-07-31 22:31:37.034700,0 days 00:03:39.499450,20,8,30,44,2.682150914210868,COMPLETE
618,7361.438066957988,2025-07-31 22:27:57.541508,2025-07-31 22:36:26.365760,0 days 00:08:28.824252,20,8,29,43,2.6911995179686388,COMPLETE
619,6151.353827940141,2025-07-31 22:27:57.587338,2025-07-31 22:34:37.892306,0 days 00:06:40.304968,20,8,30,44,2.6152497776691845,COMPLETE
620,6151.353827940141,2025-07-31 22:27:57.690068,2025-07-31 22:33:56.690947,0 days 00:05:59.000879,20,8,30,44,2.6757570323457416,COMPLETE
621,7361.438066957988,2025-07-31 22:27:57.738271,2025-07-31 22:33:57.675856,0 days 00:05:59.937585,20,8,29,45,2.6704402154910913,COMPLETE
622,5817.480242207667,2025-07-31 22:27:57.814830,2025-07-31 22:34:38.891745,0 days 00:06:41.076915,19,8,29,45,2.700709952161805,COMPLETE
623,10797.579436783966,2025-07-31 22:27:57.877732,2025-07-31 22:33:59.521665,0 days 00:06:01.643933,5,8,30,32,2.678065684063468,COMPLETE
624,6151.353827940141,2025-07-31 22:27:57.920075,2025-07-31 22:35:37.977974,0 days 00:07:40.057899,20,8,30,44,2.691356990808378,COMPLETE
625,6151.353827940141,2025-07-31 22:27:58.034895,2025-07-31 22:33:17.687253,0 days 00:05:19.652358,20,8,30,44,2.6863766832828238,COMPLETE
626,4890.345729494328,2025-07-31 22:27:58.097967,2025-07-31 22:35:36.059127,0 days 00:07:37.961160,20,8,31,44,2.6943395055089923,COMPLETE
627,6151.353827940141,2025-07-31 22:27:58.249415,2025-07-31 22:33:39.766025,0 days 00:05:41.516610,20,8,30,45,2.7281648064634743,COMPLETE
628,7361.438066957988,2025-07-31 22:27:58.267346,2025-07-31 22:33:39.525109,0 days 00:05:41.257763,20,8,29,46,2.6359663107004048,COMPLETE
629,6151.353827940141,2025-07-31 22:27:58.287631,2025-07-31 22:33:21.325184,0 days 00:05:23.037553,20,8,30,47,2.695840716733568,COMPLETE
630,7036.815402038072,2025-07-31 22:27:58.365294,2025-07-31 22:34:07.231543,0 days 00:06:08.866249,20,7,29,43,2.712178396267187,COMPLETE
631,4965.937121762272,2025-07-31 22:27:58.468140,2025-07-31 22:33:19.985824,0 days 00:05:21.517684,19,8,31,44,2.691649040425194,COMPLETE
632,10118.249234851046,2025-07-31 22:27:58.553557,2025-07-31 22:34:56.150830,0 days 00:06:57.597273,20,7,31,44,2.6740657498058775,COMPLETE
633,4890.345729494328,2025-07-31 22:27:58.565623,2025-07-31 22:34:07.802567,0 days 00:06:09.236944,20,8,31,32,2.6030987130499543,COMPLETE
634,6151.353827940141,2025-07-31 22:27:58.606801,2025-07-31 22:33:40.320635,0 days 00:05:41.713834,20,8,30,44,2.693770022419609,COMPLETE
635,4965.937121762272,2025-07-31 22:27:58.640905,2025-07-31 22:34:08.437015,0 days 00:06:09.796110,19,8,31,44,2.6980763621135924,COMPLETE
636,6151.353827940141,2025-07-31 22:27:58.690144,2025-07-31 22:35:50.093521,0 days 00:07:51.403377,20,8,30,33,2.566730943355231,COMPLETE
637,4890.345729494328,2025-07-31 22:27:58.783209,2025-07-31 22:34:07.623036,0 days 00:06:08.839827,20,8,31,44,2.6876464585825603,COMPLETE
638,7361.438066957988,2025-07-31 22:27:58.813155,2025-07-31 22:34:11.355920,0 days 00:06:12.542765,20,8,29,32,2.6939777117297554,COMPLETE
639,6151.353827940141,2025-07-31 22:27:58.826601,2025-07-31 22:34:58.984995,0 days 00:07:00.158394,20,8,30,32,2.6958179727164886,COMPLETE
640,3898.389991534875,2025-07-31 22:27:58.923126,2025-07-31 22:34:57.904248,0 days 00:06:58.981122,20,8,32,44,2.6900339147773225,COMPLETE
641,4890.345729494328,2025-07-31 22:27:58.976829,2025-07-31 22:34:10.917074,0 days 00:06:11.940245,20,8,31,44,2.6751295112074622,COMPLETE
642,7361.438066957988,2025-07-31 22:27:59.032752,2025-07-31 22:35:02.255746,0 days 00:07:03.222994,20,8,29,44,2.6945119701611855,COMPLETE
643,6151.353827940141,2025-07-31 22:27:59.097364,2025-07-31 22:33:42.205937,0 days 00:05:43.108573,20,8,30,44,2.687423069169186,COMPLETE
644,7361.438066957988,2025-07-31 22:27:59.122683,2025-07-31 22:34:13.978006,0 days 00:06:14.855323,20,8,29,44,2.659385700512058,COMPLETE
645,6151.353827940141,2025-07-31 22:27:59.128797,2025-07-31 22:34:13.690915,0 days 00:06:14.562118,20,8,30,45,2.7097772289505557,COMPLETE
646,6151.353827940141,2025-07-31 22:27:59.255918,2025-07-31 22:37:28.713165,0 days 00:09:29.457247,20,8,30,45,2.7034102220816525,COMPLETE
647,6151.353827940141,2025-07-31 22:27:59.256856,2025-07-31 22:33:42.818997,0 days 00:05:43.562141,20,8,30,44,2.6669697517030304,COMPLETE
648,4965.937121762272,2025-07-31 22:27:59.290010,2025-07-31 22:35:06.417447,0 days 00:07:07.127437,19,8,31,44,2.6442801470133754,COMPLETE
649,3898.389991534875,2025-07-31 22:27:59.317098,2025-07-31 22:35:57.759750,0 days 00:07:58.442652,20,8,32,46,2.6651165833346036,COMPLETE
650,4890.345729494328,2025-07-31 22:27:59.397841,2025-07-31 22:34:18.251354,0 days 00:06:18.853513,20,8,31,45,2.6920564323051073,COMPLETE
651,3898.389991534875,2025-07-31 22:27:59.464156,2025-07-31 22:35:08.450597,0 days 00:07:08.986441,20,8,32,46,2.6925011609032308,COMPLETE
652,3898.389991534875,2025-07-31 22:27:59.583111,2025-07-31 22:34:15.748002,0 days 00:06:16.164891,20,8,32,45,2.6755860200275987,COMPLETE
653,6151.353827940141,2025-07-31 22:27:59.609979,2025-07-31 22:35:11.934979,0 days 00:07:12.325000,20,8,30,44,2.6444133462359716,COMPLETE
654,6151.353827940141,2025-07-31 22:27:59.621520,2025-07-31 22:33:48.074612,0 days 00:05:48.453092,20,8,30,45,2.6798757986580037,COMPLETE
655,15491.652259073673,2025-07-31 22:27:59.674947,2025-07-31 22:34:20.604741,0 days 00:06:20.929794,20,7,33,45,2.6883593172053155,COMPLETE
656,6151.353827940141,2025-07-31 22:27:59.681962,2025-07-31 22:33:25.769401,0 days 00:05:26.087439,20,8,30,46,2.675636636810194,COMPLETE
657,6151.353827940141,2025-07-31 22:27:59.682945,2025-07-31 22:34:19.216247,0 days 00:06:19.533302,20,8,30,45,2.7012376998112306,COMPLETE
658,6151.353827940141,2025-07-31 22:27:59.833212,2025-07-31 22:33:27.414581,0 days 00:05:27.581369,20,8,30,46,2.7064622065569424,COMPLETE
659,3898.389991534875,2025-07-31 22:27:59.891930,2025-07-31 22:37:04.860696,0 days 00:09:04.968766,20,8,32,32,2.6977595399921612,COMPLETE
660,15326.111890772894,2025-07-31 22:27:59.921438,2025-07-31 22:33:50.369068,0 days 00:05:50.447630,20,7,30,44,2.6909378290393913,COMPLETE
661,7036.815402038072,2025-07-31 22:27:59.987695,2025-07-31 22:34:27.896197,0 days 00:06:27.908502,20,7,29,45,2.6975302249147117,COMPLETE
662,15326.111890772894,2025-07-31 22:27:59.988682,2025-07-31 22:33:50.940665,0 days 00:05:50.951983,20,7,30,44,2.6958886037245726,COMPLETE
663,15326.111890772894,2025-07-31 22:28:00.018931,2025-07-31 22:35:17.907636,0 days 00:07:17.888705,20,7,30,45,2.6579937993420764,COMPLETE
664,15326.111890772894,2025-07-31 22:28:00.032849,2025-07-31 22:33:51.524672,0 days 00:05:51.491823,20,7,30,32,2.706803985420901,COMPLETE
665,15326.111890772894,2025-07-31 22:28:00.072417,2025-07-31 22:33:52.603668,0 days 00:05:52.531251,20,7,30,44,2.6558236496480956,COMPLETE
666,15326.111890772894,2025-07-31 22:28:00.112581,2025-07-31 22:34:27.774074,0 days 00:06:27.661493,20,7,30,45,2.7167855410058737,COMPLETE
667,15326.111890772894,2025-07-31 22:28:00.194048,2025-07-31 22:34:33.506652,0 days 00:06:33.312604,20,7,30,46,2.704218609552164,COMPLETE
668,23943.062264126267,2025-07-31 22:28:00.223290,2025-07-31 22:33:53.421292,0 days 00:05:53.198002,20,7,21,45,2.6907842989933046,COMPLETE
669,15326.111890772894,2025-07-31 22:28:00.341774,2025-07-31 22:33:52.998819,0 days 00:05:52.657045,20,7,30,44,2.713036037731188,COMPLETE
670,15326.111890772894,2025-07-31 22:28:00.373881,2025-07-31 22:34:32.202526,0 days 00:06:31.828645,20,7,30,44,2.716289393962073,COMPLETE
671,10118.249234851046,2025-07-31 22:28:00.392045,2025-07-31 22:34:34.151834,0 days 00:06:33.759789,20,7,31,47,2.7213378232502117,COMPLETE
672,15326.111890772894,2025-07-31 22:28:00.416589,2025-07-31 22:37:15.900562,0 days 00:09:15.483973,20,7,30,45,2.7347710286822107,COMPLETE
673,15326.111890772894,2025-07-31 22:28:00.434371,2025-07-31 22:34:33.492429,0 days 00:06:33.058058,20,7,30,44,2.6871444552094865,COMPLETE
674,15326.111890772894,2025-07-31 22:28:00.447267,2025-07-31 22:34:35.020120,0 days 00:06:34.572853,20,7,30,43,2.7339417486630726,COMPLETE
675,16813.567719861934,2025-07-31 22:28:00.495755,2025-07-31 22:36:31.442744,0 days 00:08:30.946989,19,7,30,45,2.666918923230945,COMPLETE
676,15326.111890772894,2025-07-31 22:28:00.526496,2025-07-31 22:34:36.560351,0 days 00:06:36.033855,20,7,30,44,2.7656701915567763,COMPLETE
677,14560.471618289379,2025-07-31 22:28:00.588717,2025-07-31 22:33:55.041460,0 days 00:05:54.452743,20,8,21,44,2.685803820733861,COMPLETE
678,15326.111890772894,2025-07-31 22:28:00.600644,2025-07-31 22:33:33.940494,0 days 00:05:33.339850,20,7,30,44,2.718506396663171,COMPLETE
679,16813.567719861934,2025-07-31 22:28:00.613368,2025-07-31 22:33:33.820269,0 days 00:05:33.206901,19,7,30,43,2.7089256402459605,COMPLETE
680,17581.71880843981,2025-07-31 22:28:00.614549,2025-07-31 22:34:37.432144,0 days 00:06:36.817595,19,7,31,44,2.7078163950614336,COMPLETE
681,15326.111890772894,2025-07-31 22:28:00.666919,2025-07-31 22:36:30.090650,0 days 00:08:29.423731,20,7,30,45,2.697480758448043,COMPLETE
682,15326.111890772894,2025-07-31 22:28:00.710835,2025-07-31 22:35:34.702954,0 days 00:07:33.992119,20,7,30,44,2.7031927474992603,COMPLETE
683,15326.111890772894,2025-07-31 22:28:00.756214,2025-07-31 22:37:32.006511,0 days 00:09:31.250297,20,7,30,45,2.685266478244531,COMPLETE
684,15326.111890772894,2025-07-31 22:28:00.782323,2025-07-31 22:35:34.258266,0 days 00:07:33.475943,20,7,30,44,2.731407906234507,COMPLETE
685,-inf,2025-07-31 22:28:00.845362,2025-07-31 22:33:47.193661,0 days 00:05:46.348299,20,7,20,44,2.7020688585658026,COMPLETE
686,15326.111890772894,2025-07-31 22:28:00.857963,2025-07-31 22:33:34.464862,0 days 00:05:33.606899,20,7,30,45,2.742911690033905,COMPLETE
687,15326.111890772894,2025-07-31 22:28:00.964138,2025-07-31 22:33:58.350039,0 days 00:05:57.385901,20,7,30,46,2.712146629712166,COMPLETE
688,15326.111890772894,2025-07-31 22:28:01.177536,2025-07-31 22:37:22.556524,0 days 00:09:21.378988,20,7,30,44,2.719990810725422,COMPLETE
689,10118.249234851046,2025-07-31 22:28:01.241396,2025-07-31 22:34:47.436883,0 days 00:06:46.195487,20,7,31,44,2.7344566982224427,COMPLETE
690,10118.249234851046,2025-07-31 22:28:01.249137,2025-07-31 22:35:38.444420,0 days 00:07:37.195283,20,7,31,44,2.706861146184436,COMPLETE
691,15326.111890772894,2025-07-31 22:28:01.400649,2025-07-31 22:34:48.322822,0 days 00:06:46.922173,20,7,30,44,2.6918841407965743,COMPLETE
692,7036.815402038072,2025-07-31 22:28:01.402527,2025-07-31 22:37:34.615811,0 days 00:09:33.213284,20,7,29,45,2.7060929088514674,COMPLETE
693,10118.249234851046,2025-07-31 22:28:01.414844,2025-07-31 22:34:47.647805,0 days 00:06:46.232961,20,7,31,45,2.724049514073099,COMPLETE
694,15326.111890772894,2025-07-31 22:28:01.510305,2025-07-31 22:37:30.991114,0 days 00:09:29.480809,20,7,30,43,2.6947510940462234,COMPLETE
695,6151.353827940141,2025-07-31 22:28:01.541848,2025-07-31 22:33:39.898513,0 days 00:05:38.356665,20,8,30,45,2.6579246172321906,COMPLETE
696,15326.111890772894,2025-07-31 22:28:01.547860,2025-07-31 22:34:50.154116,0 days 00:06:48.606256,20,7,30,44,2.7309099874297167,COMPLETE
697,10118.249234851046,2025-07-31 22:28:01.556610,2025-07-31 22:34:52.163901,0 days 00:06:50.607291,20,7,31,44,2.668343843467897,COMPLETE
698,15326.111890772894,2025-07-31 22:28:01.706539,2025-07-31 22:36:32.593729,0 days 00:08:30.887190,20,7,30,44,2.7011936785254593,COMPLETE
699,15326.111890772894,2025-07-31 22:28:01.761639,2025-07-31 22:34:04.941925,0 days 00:06:03.180286,20,7,30,44,2.746459738579785,COMPLETE
700,10118.249234851046,2025-07-31 22:28:01.782712,2025-07-31 22:34:02.719473,0 days 00:06:00.936761,20,7,31,44,2.700256861073403,COMPLETE
701,10118.249234851046,2025-07-31 22:28:01.873202,2025-07-31 22:34:52.803575,0 days 00:06:50.930373,20,7,31,44,2.7244938567931785,COMPLETE
702,15326.111890772894,2025-07-31 22:28:01.880675,2025-07-31 22:33:18.931087,0 days 00:05:17.050412,20,7,30,44,2.6750342842847497,COMPLETE
