number,value,datetime_start,datetime_complete,duration,params_macd_fast,params_macd_signal,params_macd_slow,params_volume_sma,params_volume_spike_ratio,state
171,8300.662736479098,2025-07-31 22:27:49.293181,2025-07-31 22:30:09.987884,0 days 00:02:20.694703,19,10,25,14,1.9270012821534266,COMPLETE
172,26448.854105964325,2025-07-31 22:27:49.293585,2025-07-31 22:30:07.286028,0 days 00:02:17.992443,14,5,49,29,1.778999460358138,COMPLETE
173,8448.70189338783,2025-07-31 22:27:49.294168,2025-07-31 22:30:13.241766,0 days 00:02:23.947598,13,16,32,28,2.307688807534866,COMPLETE
174,5135.786110129492,2025-07-31 22:27:49.296071,2025-07-31 22:30:10.757847,0 days 00:02:21.461776,10,15,40,18,2.8809109609247376,COMPLETE
175,6791.247109443186,2025-07-31 22:27:49.297206,2025-07-31 22:30:14.904491,0 days 00:02:25.607285,9,15,21,46,2.4965812041638573,COMPLETE
176,3743.8694762248547,2025-07-31 22:27:49.297803,2025-07-31 22:30:10.460582,0 days 00:02:21.162779,9,17,31,39,2.505634958612453,COMPLETE
177,12677.169381140706,2025-07-31 22:27:49.299097,2025-07-31 22:30:15.608985,0 days 00:02:26.309888,20,12,45,24,2.840942141542431,COMPLETE
178,4469.134372896768,2025-07-31 22:27:49.299743,2025-07-31 22:30:13.950333,0 days 00:02:24.650590,9,16,20,33,2.3730987283037512,COMPLETE
179,13985.346474676164,2025-07-31 22:27:49.301020,2025-07-31 22:30:15.668444,0 days 00:02:26.367424,17,6,46,21,1.5438064047507474,COMPLETE
180,3476.557914425845,2025-07-31 22:27:49.304433,2025-07-31 22:30:13.106898,0 days 00:02:23.802465,5,19,30,43,1.9454889439839376,COMPLETE
181,9635.42421242645,2025-07-31 22:27:49.305129,2025-07-31 22:30:14.237360,0 days 00:02:24.932231,11,6,50,24,1.7260846638372416,COMPLETE
182,8167.205640053534,2025-07-31 22:27:49.305906,2025-07-31 22:30:15.437570,0 days 00:02:26.131664,16,14,19,27,2.466681188851741,COMPLETE
183,4572.3791555848065,2025-07-31 22:27:49.306470,2025-07-31 22:30:17.941173,0 days 00:02:28.634703,13,16,43,27,1.6868187978647664,COMPLETE
184,3988.5904121080184,2025-07-31 22:27:49.309475,2025-07-31 22:30:19.263249,0 days 00:02:29.953774,6,18,16,26,1.6423594621304374,COMPLETE
185,5091.049024361001,2025-07-31 22:27:49.311449,2025-07-31 22:30:17.887891,0 days 00:02:28.576442,15,19,28,40,1.7915822466695286,COMPLETE
186,6455.68808436427,2025-07-31 22:27:49.313089,2025-07-31 22:30:17.972047,0 days 00:02:28.658958,5,7,41,13,2.700730473316911,COMPLETE
187,3690.653755107311,2025-07-31 22:27:49.314659,2025-07-31 22:30:23.512425,0 days 00:02:34.197766,17,18,31,16,1.6872688906242637,COMPLETE
188,7031.760537048843,2025-07-31 22:27:49.315400,2025-07-31 22:30:22.680779,0 days 00:02:33.365379,19,6,43,47,2.7406105720920593,COMPLETE
189,8007.83451057522,2025-07-31 22:27:49.317077,2025-07-31 22:30:22.244134,0 days 00:02:32.927057,11,19,20,8,2.372915213094103,COMPLETE
190,2412.5429120915796,2025-07-31 22:27:49.321318,2025-07-31 22:30:27.764548,0 days 00:02:38.443230,5,10,17,14,2.498330477114905,COMPLETE
191,6518.1689109936115,2025-07-31 22:27:49.322371,2025-07-31 22:30:27.131044,0 days 00:02:37.808673,5,15,17,42,2.017125729599922,COMPLETE
192,18961.137382095807,2025-07-31 22:27:49.323603,2025-07-31 22:30:26.836446,0 days 00:02:37.512843,11,5,46,8,1.8278032114119673,COMPLETE
193,34940.79802060163,2025-07-31 22:27:49.324756,2025-07-31 22:30:27.751050,0 days 00:02:38.426294,15,5,46,6,1.612400326229171,COMPLETE
194,7006.502376682645,2025-07-31 22:27:49.326086,2025-07-31 22:30:27.228558,0 days 00:02:37.902472,11,17,36,40,2.747904193360323,COMPLETE
195,8540.991024313927,2025-07-31 22:27:49.326910,2025-07-31 22:30:23.665291,0 days 00:02:34.338381,17,12,44,30,1.6980508714232452,COMPLETE
196,17257.307610106152,2025-07-31 22:27:49.327549,2025-07-31 22:30:25.210913,0 days 00:02:35.883364,17,18,50,12,2.3232338502441294,COMPLETE
197,4009.7053039736024,2025-07-31 22:27:49.330286,2025-07-31 22:30:26.189599,0 days 00:02:36.859313,7,11,50,13,2.6392549566009302,COMPLETE
198,5863.734739814036,2025-07-31 22:27:49.330857,2025-07-31 22:30:26.599479,0 days 00:02:37.268622,8,11,21,27,2.564657516013523,COMPLETE
199,17931.02249719183,2025-07-31 22:27:49.333302,2025-07-31 22:30:31.479915,0 days 00:02:42.146613,16,7,36,27,2.9290700207062255,COMPLETE
200,20349.480502762075,2025-07-31 22:27:49.335258,2025-07-31 22:30:31.838640,0 days 00:02:42.503382,16,6,29,28,1.8990507667097931,COMPLETE
201,2828.778866981405,2025-07-31 22:27:49.336762,2025-07-31 22:30:29.969139,0 days 00:02:40.632377,6,15,33,25,1.619223555804582,COMPLETE
202,-inf,2025-07-31 22:27:49.337837,2025-07-31 22:30:11.869748,0 days 00:02:22.531911,20,9,18,42,1.7829650997407593,COMPLETE
203,3935.0802114029507,2025-07-31 22:27:49.338434,2025-07-31 22:30:30.071205,0 days 00:02:40.732771,11,15,18,18,2.3673166221641146,COMPLETE
204,-inf,2025-07-31 22:27:49.339370,2025-07-31 22:30:12.174561,0 days 00:02:22.835191,19,19,16,35,2.5076645727226765,COMPLETE
205,4303.018465358651,2025-07-31 22:27:49.340441,2025-07-31 22:30:29.827219,0 days 00:02:40.486778,14,19,16,11,2.781939474450708,COMPLETE
206,13197.312578820884,2025-07-31 22:27:49.342252,2025-07-31 22:30:33.401048,0 days 00:02:44.058796,15,6,18,28,2.4113929747225358,COMPLETE
207,5364.10480870535,2025-07-31 22:27:49.343464,2025-07-31 22:30:30.650254,0 days 00:02:41.306790,9,20,39,20,2.2533002213859987,COMPLETE
208,5215.365781569719,2025-07-31 22:27:49.344789,2025-07-31 22:30:33.226200,0 days 00:02:43.881411,12,11,45,23,2.298408650662552,COMPLETE
209,1702.5985455542182,2025-07-31 22:27:49.345463,2025-07-31 22:30:37.219622,0 days 00:02:47.874159,14,17,38,35,1.9402316507834525,COMPLETE
210,31942.733088522917,2025-07-31 22:27:49.346674,2025-07-31 22:30:33.542213,0 days 00:02:44.195539,18,5,35,48,2.608069207961942,COMPLETE
211,5208.414231560804,2025-07-31 22:27:49.348043,2025-07-31 22:30:33.437628,0 days 00:02:44.089585,9,17,22,16,2.9203564194543388,COMPLETE
212,9640.874236158777,2025-07-31 22:27:49.349050,2025-07-31 22:30:33.430495,0 days 00:02:44.081445,20,10,25,6,1.7039677570545195,COMPLETE
213,4876.284540445826,2025-07-31 22:27:49.351582,2025-07-31 22:30:36.771127,0 days 00:02:47.419545,7,12,21,45,2.1009735900525652,COMPLETE
214,2250.4140382311,2025-07-31 22:27:49.352874,2025-07-31 22:30:37.733486,0 days 00:02:48.380612,7,17,47,23,2.3552303503450576,COMPLETE
215,6596.765234836359,2025-07-31 22:27:49.354171,2025-07-31 22:30:43.077241,0 days 00:02:53.723070,14,14,39,35,2.885764696841787,COMPLETE
216,21053.07651438187,2025-07-31 22:27:49.355178,2025-07-31 22:30:37.789127,0 days 00:02:48.433949,17,16,47,15,1.734928808257041,COMPLETE
217,17577.63675265043,2025-07-31 22:27:49.356690,2025-07-31 22:30:44.231760,0 days 00:02:54.875070,17,6,25,14,2.5928325975024182,COMPLETE
218,8911.455950734273,2025-07-31 22:27:49.357676,2025-07-31 22:30:50.781500,0 days 00:03:01.423824,8,11,25,36,2.7033710506103716,COMPLETE
219,3710.9339792732103,2025-07-31 22:27:49.358683,2025-07-31 22:30:42.433135,0 days 00:02:53.074452,9,12,39,21,2.7569333901940074,COMPLETE
220,6304.295184927388,2025-07-31 22:27:49.360275,2025-07-31 22:30:46.294191,0 days 00:02:56.933916,20,11,27,13,2.344855620671085,COMPLETE
221,14966.162929371776,2025-07-31 22:27:49.360994,2025-07-31 22:30:49.526761,0 days 00:03:00.165767,20,18,46,13,1.8981809516164567,COMPLETE
222,13789.53229559342,2025-07-31 22:27:49.361580,2025-07-31 22:30:40.471060,0 days 00:02:51.109480,12,5,40,46,2.7008059516142735,COMPLETE
223,-inf,2025-07-31 22:27:49.362579,2025-07-31 22:30:24.242751,0 days 00:02:34.880172,19,10,16,25,2.3698560845046757,COMPLETE
224,4168.953072218312,2025-07-31 22:27:49.363510,2025-07-31 22:30:51.573406,0 days 00:03:02.209896,13,19,35,50,1.861488569640054,COMPLETE
225,9622.264644041477,2025-07-31 22:27:49.364753,2025-07-31 22:30:49.006046,0 days 00:02:59.641293,16,11,30,48,1.785727917212765,COMPLETE
226,13052.986771233167,2025-07-31 22:27:49.366450,2025-07-31 22:30:59.460264,0 days 00:03:10.093814,19,14,21,31,2.0669832306244578,COMPLETE
227,9045.756806201229,2025-07-31 22:27:49.367192,2025-07-31 22:30:52.489621,0 days 00:03:03.122429,10,11,32,28,2.982240489608417,COMPLETE
228,8208.77703522997,2025-07-31 22:27:49.368326,2025-07-31 22:30:55.750465,0 days 00:03:06.382139,16,12,17,41,2.088196833938456,COMPLETE
229,10695.469146241372,2025-07-31 22:27:49.369058,2025-07-31 22:30:53.678242,0 days 00:03:04.309184,17,10,35,14,1.6207506290653764,COMPLETE
230,6796.952295189222,2025-07-31 22:27:49.369720,2025-07-31 22:30:55.011038,0 days 00:03:05.641318,13,14,37,32,2.068940741877708,COMPLETE
231,4484.82436515765,2025-07-31 22:27:49.371096,2025-07-31 22:30:56.147046,0 days 00:03:06.775950,5,5,34,42,2.014835157919878,COMPLETE
232,9790.680645636676,2025-07-31 22:27:49.371895,2025-07-31 22:30:59.505462,0 days 00:03:10.133567,9,6,45,40,1.9258197271096003,COMPLETE
233,3934.107065306797,2025-07-31 22:27:49.374191,2025-07-31 22:31:11.293620,0 days 00:03:21.919429,11,11,48,11,2.0145338861647555,COMPLETE
234,29513.83755511561,2025-07-31 22:27:49.375714,2025-07-31 22:31:02.665677,0 days 00:03:13.289963,12,8,31,18,2.4650570687879503,COMPLETE
235,13248.064869539,2025-07-31 22:27:49.376353,2025-07-31 22:31:02.728517,0 days 00:03:13.352164,11,7,25,38,1.986503736161516,COMPLETE
236,20140.371948672633,2025-07-31 22:27:49.378944,2025-07-31 22:30:57.611536,0 days 00:03:08.232592,16,5,24,40,2.5536956501238883,COMPLETE
237,12732.029452156688,2025-07-31 22:27:49.380263,2025-07-31 22:31:01.827411,0 days 00:03:12.447148,12,5,48,17,1.5348028905751234,COMPLETE
238,7810.244140409712,2025-07-31 22:27:49.383998,2025-07-31 22:30:54.245165,0 days 00:03:04.861167,8,9,32,6,2.777325867615442,COMPLETE
239,7920.021726080884,2025-07-31 22:27:49.384837,2025-07-31 22:30:53.164837,0 days 00:03:03.780000,7,8,46,15,2.493540554394537,COMPLETE
240,4963.300718692413,2025-07-31 22:27:49.386122,2025-07-31 22:30:59.083892,0 days 00:03:09.697770,12,10,41,12,2.884781280129692,COMPLETE
241,13427.943044016221,2025-07-31 22:27:49.386944,2025-07-31 22:30:58.402241,0 days 00:03:09.015297,15,5,32,25,2.480429044134234,COMPLETE
242,11750.493731347833,2025-07-31 22:27:49.388015,2025-07-31 22:31:15.156082,0 days 00:03:25.768067,9,6,40,24,2.8804844495221746,COMPLETE
243,5164.003104405707,2025-07-31 22:27:49.390195,2025-07-31 22:30:58.452707,0 days 00:03:09.062512,11,15,41,21,2.2112944511577517,COMPLETE
244,9241.153398391822,2025-07-31 22:27:49.391754,2025-07-31 22:30:58.993294,0 days 00:03:09.601540,15,7,42,7,2.342182746738139,COMPLETE
245,7998.674520375327,2025-07-31 22:27:49.392733,2025-07-31 22:31:17.517499,0 days 00:03:28.124766,15,7,41,21,1.5346554338075427,COMPLETE
246,10880.7522026556,2025-07-31 22:27:49.393649,2025-07-31 22:31:08.276392,0 days 00:03:18.882743,18,19,38,35,2.113669140510507,COMPLETE
247,12480.895739292573,2025-07-31 22:27:49.395367,2025-07-31 22:31:07.042205,0 days 00:03:17.646838,15,7,43,12,1.6141233193614397,COMPLETE
248,1157.8616959665128,2025-07-31 22:27:49.396925,2025-07-31 22:31:20.309898,0 days 00:03:30.912973,7,17,40,8,2.834859160118352,COMPLETE
249,6548.515423824476,2025-07-31 22:27:49.397873,2025-07-31 22:31:17.023029,0 days 00:03:27.625156,8,13,25,47,1.7617798331071375,COMPLETE
250,12416.067880997834,2025-07-31 22:27:49.401549,2025-07-31 22:31:13.250014,0 days 00:03:23.848465,13,8,21,39,2.109269384345249,COMPLETE
251,1419.4481678166615,2025-07-31 22:27:49.402438,2025-07-31 22:31:16.427060,0 days 00:03:27.024622,5,19,35,44,2.2210716846750187,COMPLETE
252,6393.445435342512,2025-07-31 22:27:49.403297,2025-07-31 22:31:12.595582,0 days 00:03:23.192285,6,12,39,14,2.101630038611258,COMPLETE
253,-inf,2025-07-31 22:27:49.404157,2025-07-31 22:30:33.034062,0 days 00:02:43.629905,15,20,15,42,2.810987152678294,COMPLETE
254,5625.049448522258,2025-07-31 22:27:49.405695,2025-07-31 22:31:14.676373,0 days 00:03:25.270678,16,13,42,9,2.7982821870540437,COMPLETE
255,8241.434308135127,2025-07-31 22:27:49.407049,2025-07-31 22:31:09.371488,0 days 00:03:19.964439,9,13,27,14,2.5868312612130655,COMPLETE
256,3696.5900178458983,2025-07-31 22:27:49.408962,2025-07-31 22:31:21.289699,0 days 00:03:31.880737,9,17,19,37,2.2962983454294488,COMPLETE
257,139.162435369864,2025-07-31 22:27:49.410942,2025-07-31 22:31:20.893777,0 days 00:03:31.482835,6,19,33,11,2.207468851235026,COMPLETE
258,8255.155195103067,2025-07-31 22:27:49.411580,2025-07-31 22:31:15.917510,0 days 00:03:26.505930,15,12,20,48,2.5450535813501958,COMPLETE
259,14559.714871838347,2025-07-31 22:27:49.412491,2025-07-31 22:31:13.749836,0 days 00:03:24.337345,13,8,20,15,2.754815756428711,COMPLETE
260,3230.1906329229273,2025-07-31 22:27:49.413949,2025-07-31 22:31:15.574358,0 days 00:03:26.160409,20,17,26,50,2.2840063668182173,COMPLETE
261,13117.45288769002,2025-07-31 22:27:49.416044,2025-07-31 22:29:35.650805,0 days 00:01:46.234761,14,8,19,26,2.4116253365997915,COMPLETE
262,10997.212879906032,2025-07-31 22:27:49.417064,2025-07-31 22:31:19.649414,0 days 00:03:30.232350,19,20,50,15,1.6331374745093856,COMPLETE
263,6948.952723569631,2025-07-31 22:27:49.417554,2025-07-31 22:31:31.840402,0 days 00:03:42.422848,11,11,34,30,1.666985120719253,COMPLETE
264,2604.1066239728975,2025-07-31 22:27:49.419263,2025-07-31 22:31:10.892006,0 days 00:03:21.472743,9,12,49,23,1.762564950091129,COMPLETE
265,8147.48073276475,2025-07-31 22:27:49.423483,2025-07-31 22:31:24.064386,0 days 00:03:34.640903,16,15,26,7,2.6812283168388706,COMPLETE
266,4166.26240507453,2025-07-31 22:27:49.424159,2025-07-31 22:31:33.202120,0 days 00:03:43.777961,10,20,19,35,2.6505465068452994,COMPLETE
267,12587.02534935183,2025-07-31 22:27:49.426048,2025-07-31 22:31:26.110013,0 days 00:03:36.683965,18,17,43,50,1.998413821135063,COMPLETE
268,7373.193744900157,2025-07-31 22:27:49.426735,2025-07-31 22:31:36.037317,0 days 00:03:46.610582,10,16,45,12,2.6167583255894575,COMPLETE
269,-inf,2025-07-31 22:27:49.427729,2025-07-31 22:30:37.195472,0 days 00:02:47.767743,19,12,19,9,2.7254919692985164,COMPLETE
270,1734.906065843837,2025-07-31 22:27:49.428248,2025-07-31 22:31:20.715271,0 days 00:03:31.287023,7,17,33,12,1.7365179587461594,COMPLETE
271,9007.885275108634,2025-07-31 22:27:49.429896,2025-07-31 22:31:25.162198,0 days 00:03:35.732302,19,8,46,38,2.865725010751893,COMPLETE
272,7875.629615886346,2025-07-31 22:27:49.431688,2025-07-31 22:31:30.682157,0 days 00:03:41.250469,5,8,34,12,2.6025800612631174,COMPLETE
273,16208.766140375737,2025-07-31 22:27:49.434727,2025-07-31 22:31:30.963225,0 days 00:03:41.528498,17,17,21,5,2.696853144032164,COMPLETE
274,10609.379688138279,2025-07-31 22:27:49.435914,2025-07-31 22:31:31.193245,0 days 00:03:41.757331,5,5,21,33,2.487317700131039,COMPLETE
275,18459.24904778905,2025-07-31 22:27:49.436989,2025-07-31 22:31:31.226992,0 days 00:03:41.790003,15,7,32,40,2.859276271669033,COMPLETE
276,5864.959209925576,2025-07-31 22:27:49.437930,2025-07-31 22:31:36.584984,0 days 00:03:47.147054,7,10,37,17,2.530080319190204,COMPLETE
277,26250.288404874955,2025-07-31 22:27:49.439680,2025-07-31 22:31:24.311494,0 days 00:03:34.871814,15,8,23,38,1.636546028103804,COMPLETE
278,5387.578486543108,2025-07-31 22:27:49.441016,2025-07-31 22:31:33.868298,0 days 00:03:44.427282,5,5,29,33,2.6551888383387348,COMPLETE
279,3741.590819174962,2025-07-31 22:27:49.441704,2025-07-31 22:31:30.799892,0 days 00:03:41.358188,13,19,44,12,2.5435063570122747,COMPLETE
280,6818.770084125595,2025-07-31 22:27:49.443061,2025-07-31 22:31:31.239170,0 days 00:03:41.796109,18,14,21,44,2.9878834464736883,COMPLETE
281,22322.86851778093,2025-07-31 22:27:49.444307,2025-07-31 22:31:21.032523,0 days 00:03:31.588216,14,6,16,31,2.299905613115409,COMPLETE
282,3769.464959973444,2025-07-31 22:27:49.446561,2025-07-31 22:31:29.230501,0 days 00:03:39.783940,9,17,23,41,1.7313775271380656,COMPLETE
283,2452.9190195861456,2025-07-31 22:27:49.447633,2025-07-31 22:31:42.048189,0 days 00:03:52.600556,10,13,49,30,2.255932618918855,COMPLETE
284,5023.214790438481,2025-07-31 22:27:49.448901,2025-07-31 22:31:39.911492,0 days 00:03:50.462591,5,12,16,49,2.1734680744870456,COMPLETE
285,6607.403469856879,2025-07-31 22:27:49.449419,2025-07-31 22:31:33.946323,0 days 00:03:44.496904,13,15,34,49,2.9929346474761154,COMPLETE
286,3775.56031687391,2025-07-31 22:27:49.451760,2025-07-31 22:31:34.713504,0 days 00:03:45.261744,11,15,28,17,2.415024894185249,COMPLETE
287,7043.741694024534,2025-07-31 22:27:49.454418,2025-07-31 22:31:28.652483,0 days 00:03:39.198065,13,13,44,10,1.9200254267832628,COMPLETE
288,8642.59705230177,2025-07-31 22:27:49.455542,2025-07-31 22:31:30.898532,0 days 00:03:41.442990,8,12,30,48,2.8014920928874334,COMPLETE
289,4962.0294552313835,2025-07-31 22:27:49.456592,2025-07-31 22:31:27.297796,0 days 00:03:37.841204,17,16,29,35,1.7615942494630161,COMPLETE
290,6068.70495122498,2025-07-31 22:27:49.458338,2025-07-31 22:31:33.277412,0 days 00:03:43.819074,7,5,40,45,2.816446217267851,COMPLETE
291,9560.541405071708,2025-07-31 22:27:49.459810,2025-07-31 22:31:49.454416,0 days 00:03:59.994606,11,9,25,11,2.6150352692618477,COMPLETE
292,4623.63391009587,2025-07-31 22:27:49.461592,2025-07-31 22:31:32.315676,0 days 00:03:42.854084,5,19,22,5,1.9540338311755154,COMPLETE
293,5832.35638270875,2025-07-31 22:27:49.462340,2025-07-31 22:31:38.662260,0 days 00:03:49.199920,12,7,49,7,2.48141700054735,COMPLETE
294,2226.4027505009753,2025-07-31 22:27:49.462988,2025-07-31 22:31:44.785498,0 days 00:03:55.322510,8,20,27,23,1.832505745694366,COMPLETE
295,3354.9188642867866,2025-07-31 22:27:49.463572,2025-07-31 22:31:41.939899,0 days 00:03:52.476327,19,15,30,32,2.080433687448127,COMPLETE
296,3872.4232937744446,2025-07-31 22:27:49.464724,2025-07-31 22:31:38.199233,0 days 00:03:48.734509,10,11,48,39,1.6617148625849976,COMPLETE
297,8208.231731121738,2025-07-31 22:27:49.466556,2025-07-31 22:31:36.691486,0 days 00:03:47.224930,6,15,16,42,2.577672334176176,COMPLETE
298,10157.267512580713,2025-07-31 22:27:49.467205,2025-07-31 22:31:47.288707,0 days 00:03:57.821502,15,8,45,16,2.4312356634231223,COMPLETE
299,2320.5156700162934,2025-07-31 22:27:49.468936,2025-07-31 22:31:46.882945,0 days 00:03:57.414009,10,19,31,14,2.523237662166772,COMPLETE
300,1605.2642549361453,2025-07-31 22:27:49.470475,2025-07-31 22:31:41.822013,0 days 00:03:52.351538,8,13,50,16,1.6146254319056237,COMPLETE
301,3714.2336633319965,2025-07-31 22:27:49.473816,2025-07-31 22:31:48.574104,0 days 00:03:59.100288,19,17,29,10,2.372992316970299,COMPLETE
302,4060.3616578656897,2025-07-31 22:27:49.476992,2025-07-31 22:31:39.620594,0 days 00:03:50.143602,13,11,42,15,2.2936795798189724,COMPLETE
303,13396.951041210472,2025-07-31 22:27:49.478492,2025-07-31 22:31:38.492540,0 days 00:03:49.014048,18,5,28,17,1.821734306643904,COMPLETE
304,4749.151846444323,2025-07-31 22:27:49.482071,2025-07-31 22:31:44.460979,0 days 00:03:54.978908,7,13,42,43,2.6552339381623096,COMPLETE
305,-inf,2025-07-31 22:27:49.483774,2025-07-31 22:30:46.617854,0 days 00:02:57.134080,20,5,18,49,2.320025948299623,COMPLETE
306,6524.135597621543,2025-07-31 22:27:49.486352,2025-07-31 22:31:44.539965,0 days 00:03:55.053613,13,17,32,35,2.877989730710583,COMPLETE
307,4788.022404865664,2025-07-31 22:27:49.487527,2025-07-31 22:31:43.238028,0 days 00:03:53.750501,12,12,38,29,2.638572100689098,COMPLETE
308,2981.1197597957153,2025-07-31 22:27:49.489795,2025-07-31 22:31:36.325197,0 days 00:03:46.835402,20,11,44,26,2.1737403973692455,COMPLETE
309,-inf,2025-07-31 22:27:49.493088,2025-07-31 22:30:48.728839,0 days 00:02:59.235751,19,6,16,26,1.5093410171110264,COMPLETE
310,3710.9339792732103,2025-07-31 22:27:49.496457,2025-07-31 22:31:39.809729,0 days 00:03:50.313272,9,12,39,10,1.876270363869497,COMPLETE
311,8315.890917051847,2025-07-31 22:27:49.501896,2025-07-31 22:31:44.751790,0 days 00:03:55.249894,10,9,23,25,1.826330127868655,COMPLETE
312,4675.541381463907,2025-07-31 22:27:49.504690,2025-07-31 22:31:48.451888,0 days 00:03:58.947198,13,14,35,18,1.6203416138571536,COMPLETE
313,6091.13206446871,2025-07-31 22:27:49.506600,2025-07-31 22:31:52.625896,0 days 00:04:03.119296,17,17,18,17,2.834070407990931,COMPLETE
314,11292.17995248249,2025-07-31 22:27:49.508605,2025-07-31 22:31:50.334060,0 days 00:04:00.825455,9,12,19,36,2.2818244437722113,COMPLETE
315,6068.465095917054,2025-07-31 22:27:49.510451,2025-07-31 22:31:53.281473,0 days 00:04:03.771022,11,14,24,46,2.6391357171705545,COMPLETE
316,16245.124184994953,2025-07-31 22:27:49.512511,2025-07-31 22:31:49.884596,0 days 00:04:00.372085,16,7,25,31,1.5842444589758127,COMPLETE
317,9200.210522520623,2025-07-31 22:27:49.517276,2025-07-31 22:31:47.593876,0 days 00:03:58.076600,17,20,19,29,1.5338352526963412,COMPLETE
318,7419.78828429868,2025-07-31 22:27:49.520471,2025-07-31 22:31:53.388108,0 days 00:04:03.867637,15,16,22,36,1.8290263829927056,COMPLETE
319,5464.098620404041,2025-07-31 22:27:49.526277,2025-07-31 22:31:55.768975,0 days 00:04:06.242698,5,13,42,20,2.645931263696146,COMPLETE
320,8492.646602651017,2025-07-31 22:27:49.533321,2025-07-31 22:31:55.460104,0 days 00:04:05.926783,12,14,25,10,2.7198139004725292,COMPLETE
321,8824.492382943494,2025-07-31 22:27:49.535479,2025-07-31 22:31:52.848812,0 days 00:04:03.313333,9,18,20,34,2.51278531788493,COMPLETE
322,786.7027262618185,2025-07-31 22:27:49.561352,2025-07-31 22:31:48.810777,0 days 00:03:59.249425,18,14,39,41,2.917962950969363,COMPLETE
323,3383.1176728923933,2025-07-31 22:27:49.568437,2025-07-31 22:31:59.943783,0 days 00:04:10.375346,9,13,35,13,2.6309895872104274,COMPLETE
324,10017.534039928732,2025-07-31 22:27:49.581963,2025-07-31 22:32:04.793497,0 days 00:04:15.211534,18,18,38,29,1.5391974812815479,COMPLETE
325,6171.788543363488,2025-07-31 22:27:49.634849,2025-07-31 22:31:48.580741,0 days 00:03:58.945892,13,14,34,17,2.4403871021439834,COMPLETE
326,7309.524559999475,2025-07-31 22:27:49.681218,2025-07-31 22:32:05.253410,0 days 00:04:15.572192,10,19,21,8,2.897210439012506,COMPLETE
327,14972.22183266867,2025-07-31 22:27:49.743690,2025-07-31 22:32:00.901598,0 days 00:04:11.157908,20,18,39,37,2.9714769260721487,COMPLETE
328,3403.197781013785,2025-07-31 22:27:49.751925,2025-07-31 22:32:05.371735,0 days 00:04:15.619810,9,17,38,35,2.6423903411964513,COMPLETE
329,41518.07262796302,2025-07-31 22:27:49.796889,2025-07-31 22:31:57.179773,0 days 00:04:07.382884,18,5,34,18,2.7795499129974544,COMPLETE
330,4843.574084720827,2025-07-31 22:27:49.884754,2025-07-31 22:32:04.870419,0 days 00:04:14.985665,13,20,42,5,2.0910520737967464,COMPLETE
331,9681.233878050043,2025-07-31 22:27:49.901503,2025-07-31 22:31:52.708231,0 days 00:04:02.806728,8,12,32,10,2.822994326667037,COMPLETE
332,5768.791097346531,2025-07-31 22:27:49.965163,2025-07-31 22:32:03.028609,0 days 00:04:13.063446,13,17,24,13,1.938038110104903,COMPLETE
333,4675.731133170822,2025-07-31 22:27:49.981608,2025-07-31 22:32:04.336546,0 days 00:04:14.354938,19,14,29,31,2.338922206099072,COMPLETE
334,28901.266537127434,2025-07-31 22:27:50.007461,2025-07-31 22:32:03.152254,0 days 00:04:13.144793,14,5,49,5,2.094013894861842,COMPLETE
335,22275.237238509708,2025-07-31 22:27:50.028576,2025-07-31 22:32:05.054826,0 days 00:04:15.026250,12,7,42,17,2.493294788889785,COMPLETE
336,4837.384844178501,2025-07-31 22:27:50.055000,2025-07-31 22:32:09.839009,0 days 00:04:19.784009,16,17,29,10,2.8313330032079227,COMPLETE
337,6713.4686233310085,2025-07-31 22:27:50.071315,2025-07-31 22:32:02.704511,0 days 00:04:12.633196,8,12,27,22,2.54883037540424,COMPLETE
338,2676.2808552859583,2025-07-31 22:27:50.082898,2025-07-31 22:32:05.506208,0 days 00:04:15.423310,8,13,39,7,1.9443255426299302,COMPLETE
339,6914.632247171688,2025-07-31 22:27:50.109359,2025-07-31 22:32:16.374295,0 days 00:04:26.264936,14,14,32,20,2.900651493290839,COMPLETE
340,6224.900241867271,2025-07-31 22:27:50.195084,2025-07-31 22:32:06.651771,0 days 00:04:16.456687,16,14,29,26,2.926108901432459,COMPLETE
341,5702.628671029798,2025-07-31 22:27:50.229128,2025-07-31 22:32:09.730027,0 days 00:04:19.500899,10,13,27,47,2.3778424593544383,COMPLETE
342,8540.666093496868,2025-07-31 22:27:50.269083,2025-07-31 22:32:00.795527,0 days 00:04:10.526444,12,16,32,7,1.815852279614407,COMPLETE
343,7159.1783992605615,2025-07-31 22:27:50.298110,2025-07-31 22:32:00.462385,0 days 00:04:10.164275,20,7,32,24,1.6213413176858387,COMPLETE
344,7335.243180577155,2025-07-31 22:27:50.382063,2025-07-31 22:32:15.903026,0 days 00:04:25.520963,7,7,44,16,1.6450867464037449,COMPLETE
345,6127.257754791036,2025-07-31 22:27:50.460191,2025-07-31 22:32:16.679990,0 days 00:04:26.219799,11,20,38,32,2.588194424069541,COMPLETE
346,4204.617461330864,2025-07-31 22:27:50.495407,2025-07-31 22:32:14.802474,0 days 00:04:24.307067,11,15,30,13,2.253785033624674,COMPLETE
347,11631.335127133527,2025-07-31 22:27:50.596708,2025-07-31 22:32:07.754360,0 days 00:04:17.157652,12,8,18,35,2.31208909857975,COMPLETE
