number,value,datetime_start,datetime_complete,duration,params_atr_multiplier,params_atr_period,params_ema_period,state
174,10552.89138263364,2025-08-06 11:09:10.486753,2025-08-06 11:10:29.798732,0 days 00:01:19.311979,1.6853613601482866,5,98,COMPLETE
175,8826.191932218193,2025-08-06 11:09:10.511636,2025-08-06 11:09:58.638031,0 days 00:00:48.126395,1.790174949893189,6,100,COMPLETE
176,13562.460403984278,2025-08-06 11:09:10.542202,2025-08-06 11:11:33.948085,0 days 00:02:23.405883,1.3967923881967148,6,100,COMPLETE
177,8770.40963964593,2025-08-06 11:09:10.566694,2025-08-06 11:09:59.342700,0 days 00:00:48.776006,1.7426974202204963,9,99,COMPLETE
178,10238.99952298,2025-08-06 11:09:10.616546,2025-08-06 11:10:33.036584,0 days 00:01:22.420038,1.6947922940825233,6,100,COMPLETE
179,9984.52005891187,2025-08-06 11:09:10.617822,2025-08-06 11:10:35.660326,0 days 00:01:25.042504,1.713889498539769,5,97,COMPLETE
180,18573.13518917225,2025-08-06 11:09:10.659172,2025-08-06 11:10:00.658026,0 days 00:00:49.998854,1.6108107007818766,9,99,COMPLETE
181,15166.065429639399,2025-08-06 11:09:10.668182,2025-08-06 11:10:37.204343,0 days 00:01:26.536161,1.698596271698859,6,96,COMPLETE
182,10343.566268784565,2025-08-06 11:09:10.670388,2025-08-06 11:10:00.969741,0 days 00:00:50.299353,1.722654203004363,6,97,COMPLETE
183,20657.98799211348,2025-08-06 11:09:10.699570,2025-08-06 11:11:44.923358,0 days 00:02:34.223788,1.7376678451746113,5,58,COMPLETE
184,10238.99952298,2025-08-06 11:09:10.700922,2025-08-06 11:11:42.307411,0 days 00:02:31.606489,1.6963009953372903,6,100,COMPLETE
185,9271.122496471437,2025-08-06 11:09:10.702851,2025-08-06 11:10:01.947543,0 days 00:00:51.244692,1.6608839551718968,5,100,COMPLETE
186,9984.52005891187,2025-08-06 11:09:10.704044,2025-08-06 11:09:48.749186,0 days 00:00:38.045142,1.7248943637799725,5,98,COMPLETE
187,16875.756593209346,2025-08-06 11:09:10.704745,2025-08-06 11:10:38.751781,0 days 00:01:28.047036,1.5519989923260162,5,57,COMPLETE
188,16633.33833735428,2025-08-06 11:09:10.709467,2025-08-06 11:10:40.951034,0 days 00:01:30.241567,1.612078702453793,8,100,COMPLETE
189,24060.801806923,2025-08-06 11:09:10.710630,2025-08-06 11:11:45.457609,0 days 00:02:34.746979,1.5591976722323708,6,59,COMPLETE
190,10395.436945162553,2025-08-06 11:09:10.711305,2025-08-06 11:10:41.924078,0 days 00:01:31.212773,1.6963151118616522,7,100,COMPLETE
191,10238.99952298,2025-08-06 11:09:10.721555,2025-08-06 11:10:03.906317,0 days 00:00:53.184762,1.6900234558717715,6,100,COMPLETE
192,8262.536726242337,2025-08-06 11:09:10.726004,2025-08-06 11:10:43.424441,0 days 00:01:32.698437,1.840191695242279,7,99,COMPLETE
193,10589.434080262328,2025-08-06 11:09:10.727601,2025-08-06 11:10:43.540472,0 days 00:01:32.812871,1.737810090224476,9,99,COMPLETE
194,12944.634025257332,2025-08-06 11:09:10.728845,2025-08-06 11:10:42.085958,0 days 00:01:31.357113,1.615500076880454,10,100,COMPLETE
195,5792.019928181214,2025-08-06 11:09:10.733343,2025-08-06 11:10:05.350615,0 days 00:00:54.617272,1.8364690427795254,7,100,COMPLETE
196,10113.028565341874,2025-08-06 11:09:10.734315,2025-08-06 11:13:29.598092,0 days 00:04:18.863777,1.7261642782038567,6,99,COMPLETE
197,19950.85664377563,2025-08-06 11:09:10.736973,2025-08-06 11:10:04.276861,0 days 00:00:53.539888,1.6583392073951613,8,97,COMPLETE
198,10343.637238331628,2025-08-06 11:09:10.739404,2025-08-06 11:10:06.763694,0 days 00:00:56.024290,1.7108499850781853,6,99,COMPLETE
199,4912.180056971072,2025-08-06 11:09:10.741189,2025-08-06 11:11:53.312432,0 days 00:02:42.571243,1.900145982639788,6,99,COMPLETE
200,21705.184361747026,2025-08-06 11:09:10.744118,2025-08-06 11:11:56.371293,0 days 00:02:45.627175,1.6116169584805151,5,55,COMPLETE
201,9309.095645076231,2025-08-06 11:09:10.744724,2025-08-06 11:10:07.622173,0 days 00:00:56.877449,1.7727664527075058,5,97,COMPLETE
202,9984.52005891187,2025-08-06 11:09:10.752764,2025-08-06 11:10:06.947272,0 days 00:00:56.194508,1.7054753857538838,5,98,COMPLETE
203,10660.74907542011,2025-08-06 11:09:10.756179,2025-08-06 11:10:07.470116,0 days 00:00:56.713937,1.735283040812312,5,97,COMPLETE
204,9984.52005891187,2025-08-06 11:09:10.760015,2025-08-06 11:10:45.926694,0 days 00:01:35.166679,1.7127762626619432,5,98,COMPLETE
205,18616.07953309241,2025-08-06 11:09:10.761373,2025-08-06 11:10:08.420428,0 days 00:00:57.659055,1.658948232647934,5,57,COMPLETE
206,17003.95453985166,2025-08-06 11:09:10.763850,2025-08-06 11:10:08.414291,0 days 00:00:57.650441,1.4943041841264753,5,99,COMPLETE
207,14846.606872359924,2025-08-06 11:09:10.766430,2025-08-06 11:12:03.620460,0 days 00:02:52.854030,1.5704294834560941,8,98,COMPLETE
208,8704.06192095228,2025-08-06 11:09:10.823401,2025-08-06 11:10:09.454007,0 days 00:00:58.630606,1.7074625251756173,5,100,COMPLETE
209,11948.204148108274,2025-08-06 11:09:10.842708,2025-08-06 11:10:11.220645,0 days 00:01:00.377937,1.6638360395056373,5,99,COMPLETE
210,10238.99952298,2025-08-06 11:09:10.885766,2025-08-06 11:10:48.128154,0 days 00:01:37.242388,1.6954471559585906,6,100,COMPLETE
211,20700.63028530364,2025-08-06 11:09:10.892643,2025-08-06 11:10:10.598122,0 days 00:00:59.705479,1.693772734197388,5,59,COMPLETE
212,13440.013402195706,2025-08-06 11:09:10.906980,2025-08-06 11:10:11.431553,0 days 00:01:00.524573,1.6105434538908219,5,94,COMPLETE
213,9627.294125766188,2025-08-06 11:09:10.909175,2025-08-06 11:10:49.226666,0 days 00:01:38.317491,1.7833390286772879,5,97,COMPLETE
214,16851.222599675082,2025-08-06 11:09:10.916872,2025-08-06 11:10:11.421212,0 days 00:01:00.504340,1.7009843341082491,5,57,COMPLETE
215,7142.247766789502,2025-08-06 11:09:10.940594,2025-08-06 11:09:50.739413,0 days 00:00:39.798819,1.7808391927528677,7,98,COMPLETE
216,6000.393124087857,2025-08-06 11:09:10.963412,2025-08-06 11:10:11.812317,0 days 00:01:00.848905,1.9114392583439823,5,97,COMPLETE
217,9984.52005891187,2025-08-06 11:09:11.009287,2025-08-06 11:13:38.295261,0 days 00:04:27.285974,1.7237589970384728,5,99,COMPLETE
218,18181.345113350853,2025-08-06 11:09:11.053097,2025-08-06 11:10:52.151768,0 days 00:01:41.098671,1.6069554100081676,7,96,COMPLETE
219,10779.13226540814,2025-08-06 11:09:11.158228,2025-08-06 11:10:14.343316,0 days 00:01:03.185088,1.6706693126247592,6,100,COMPLETE
220,10622.308877162586,2025-08-06 11:09:11.229968,2025-08-06 11:10:15.161672,0 days 00:01:03.931704,1.6562076469102354,5,99,COMPLETE
221,10461.776754498265,2025-08-06 11:09:11.236432,2025-08-06 11:12:15.752032,0 days 00:03:04.515600,1.6665354546740199,5,100,COMPLETE
222,15632.38188733796,2025-08-06 11:09:11.276487,2025-08-06 11:10:15.344838,0 days 00:01:04.068351,1.6596900869008622,20,48,COMPLETE
223,9837.719551896696,2025-08-06 11:09:11.277779,2025-08-06 11:10:58.154341,0 days 00:01:46.876562,4.426154391697048,20,53,COMPLETE
224,9837.719551896696,2025-08-06 11:09:11.298764,2025-08-06 11:10:15.785809,0 days 00:01:04.487045,4.431892443381046,20,54,COMPLETE
225,12459.179147544699,2025-08-06 11:09:11.306188,2025-08-06 11:12:22.467486,0 days 00:03:11.161298,4.496400279828705,20,54,COMPLETE
226,8432.9584265585,2025-08-06 11:09:11.307115,2025-08-06 11:10:58.418495,0 days 00:01:47.111380,4.31533599258971,20,54,COMPLETE
227,9837.719551896696,2025-08-06 11:09:11.330892,2025-08-06 11:10:58.605280,0 days 00:01:47.274388,4.433700103962309,20,54,COMPLETE
228,10217.716716649456,2025-08-06 11:09:11.365355,2025-08-06 11:10:56.734828,0 days 00:01:45.369473,4.403982228332187,20,48,COMPLETE
229,12669.476077426276,2025-08-06 11:09:11.366339,2025-08-06 11:09:52.453099,0 days 00:00:41.086760,4.350962121787493,21,53,COMPLETE
230,3003.9197765488752,2025-08-06 11:09:11.367266,2025-08-06 11:10:17.048034,0 days 00:01:05.680768,4.461774102277673,8,57,COMPLETE
231,9163.860732237665,2025-08-06 11:09:11.416039,2025-08-06 11:11:02.667823,0 days 00:01:51.251784,4.47923878308759,20,55,COMPLETE
232,7688.484220102693,2025-08-06 11:09:11.439243,2025-08-06 11:13:47.213498,0 days 00:04:35.774255,1.7372441141774928,19,56,COMPLETE
233,10568.216899304789,2025-08-06 11:09:11.459511,2025-08-06 11:10:17.348702,0 days 00:01:05.889191,1.7311997668364838,20,53,COMPLETE
234,9837.719551896696,2025-08-06 11:09:11.505948,2025-08-06 11:09:53.671108,0 days 00:00:42.165160,4.429817103084528,20,54,COMPLETE
235,9837.719551896696,2025-08-06 11:09:11.507011,2025-08-06 11:09:53.267268,0 days 00:00:41.760257,4.454591243542025,20,54,COMPLETE
236,9965.378748388974,2025-08-06 11:09:11.525127,2025-08-06 11:13:50.583019,0 days 00:04:39.057892,4.388318531799378,20,57,COMPLETE
237,9837.719551896696,2025-08-06 11:09:11.527529,2025-08-06 11:10:17.499791,0 days 00:01:05.972262,4.449550919236622,20,54,COMPLETE
238,9550.59794933597,2025-08-06 11:09:11.532068,2025-08-06 11:11:04.859455,0 days 00:01:53.327387,1.764600188553095,20,54,COMPLETE
239,9185.362914460395,2025-08-06 11:09:11.537884,2025-08-06 11:10:17.677823,0 days 00:01:06.139939,4.385306567801441,20,49,COMPLETE
240,12220.633125866078,2025-08-06 11:09:11.539395,2025-08-06 11:11:05.426467,0 days 00:01:53.887072,4.396375893441395,20,46,COMPLETE
241,8328.888589471198,2025-08-06 11:09:11.542459,2025-08-06 11:11:05.237546,0 days 00:01:53.695087,4.36770610858291,20,51,COMPLETE
242,9817.828642905642,2025-08-06 11:09:11.554485,2025-08-06 11:12:27.810456,0 days 00:03:16.255971,4.455928318851119,20,52,COMPLETE
243,3735.1045112290685,2025-08-06 11:09:11.557401,2025-08-06 11:11:04.531896,0 days 00:01:52.974495,4.488962788058158,9,55,COMPLETE
244,9617.137096795946,2025-08-06 11:09:11.592265,2025-08-06 11:11:07.203764,0 days 00:01:55.611499,4.463166962164047,20,53,COMPLETE
245,11718.898611068857,2025-08-06 11:09:11.604138,2025-08-06 11:11:07.779876,0 days 00:01:56.175738,4.490460274940362,20,50,COMPLETE
246,13913.470475514247,2025-08-06 11:09:11.627614,2025-08-06 11:11:04.747194,0 days 00:01:53.119580,4.48946601736586,20,51,COMPLETE
247,9636.693327221017,2025-08-06 11:09:11.635784,2025-08-06 11:11:07.486303,0 days 00:01:55.850519,4.444881856689662,21,53,COMPLETE
248,9617.137096795946,2025-08-06 11:09:11.661310,2025-08-06 11:11:09.275324,0 days 00:01:57.614014,4.475202041275477,20,52,COMPLETE
249,12679.66622491413,2025-08-06 11:09:11.682575,2025-08-06 11:10:18.997105,0 days 00:01:07.314530,4.476163392255591,19,52,COMPLETE
250,17520.527139571695,2025-08-06 11:09:11.895100,2025-08-06 11:11:08.765781,0 days 00:01:56.870681,4.230463300186685,20,54,COMPLETE
251,7323.884043435885,2025-08-06 11:09:11.943931,2025-08-06 11:11:10.872490,0 days 00:01:58.928559,4.3732887520068155,20,53,COMPLETE
252,9636.693327221017,2025-08-06 11:09:12.058242,2025-08-06 11:11:11.011964,0 days 00:01:58.953722,4.478101074488915,21,53,COMPLETE
253,7802.87449519504,2025-08-06 11:09:12.154787,2025-08-06 11:11:13.675081,0 days 00:02:01.520294,4.347515964121614,20,57,COMPLETE
254,16311.860567801865,2025-08-06 11:09:12.160863,2025-08-06 11:11:11.331350,0 days 00:01:59.170487,4.163881783117441,19,52,COMPLETE
255,11079.153885797361,2025-08-06 11:09:12.210553,2025-08-06 11:10:20.016483,0 days 00:01:07.805930,4.4016384232819235,20,51,COMPLETE
256,9837.719551896696,2025-08-06 11:09:12.293943,2025-08-06 11:11:15.836123,0 days 00:02:03.542180,4.38803023896552,21,53,COMPLETE
257,11079.153885797361,2025-08-06 11:09:12.336016,2025-08-06 11:11:13.813444,0 days 00:02:01.477428,4.42145303843755,20,51,COMPLETE
258,8541.566733447886,2025-08-06 11:09:12.400762,2025-08-06 11:11:16.015791,0 days 00:02:03.615029,4.478104015027893,20,49,COMPLETE
259,8432.9584265585,2025-08-06 11:09:12.429334,2025-08-06 11:12:40.035163,0 days 00:03:27.605829,4.308243278247962,20,52,COMPLETE
260,9617.137096795946,2025-08-06 11:09:12.567949,2025-08-06 11:11:16.676442,0 days 00:02:04.108493,4.4699502030353315,20,53,COMPLETE
261,7323.884043435885,2025-08-06 11:09:12.613309,2025-08-06 11:10:20.271416,0 days 00:01:07.658107,4.377851915020455,20,52,COMPLETE
262,11545.451087103093,2025-08-06 11:09:12.614353,2025-08-06 11:11:15.557767,0 days 00:02:02.943414,4.272321455326613,20,49,COMPLETE
263,11718.898611068857,2025-08-06 11:09:12.620449,2025-08-06 11:11:17.208287,0 days 00:02:04.587838,4.490997436024816,20,49,COMPLETE
264,12459.179147544699,2025-08-06 11:09:12.649490,2025-08-06 11:12:42.274234,0 days 00:03:29.624744,4.4895372406068335,20,54,COMPLETE
265,11079.153885797361,2025-08-06 11:09:12.666190,2025-08-06 11:12:39.386364,0 days 00:03:26.720174,4.392907226121977,20,51,COMPLETE
266,6233.993636352911,2025-08-06 11:09:12.859488,2025-08-06 11:11:19.712283,0 days 00:02:06.852795,4.358024619722763,9,99,COMPLETE
267,11258.42399855881,2025-08-06 11:09:12.876859,2025-08-06 11:12:50.295558,0 days 00:03:37.418699,4.4137691706416575,20,99,COMPLETE
268,5008.593729490203,2025-08-06 11:09:13.039221,2025-08-06 11:11:17.830688,0 days 00:02:04.791467,4.360693472257471,19,100,COMPLETE
269,10174.27723748394,2025-08-06 11:09:13.041176,2025-08-06 11:11:20.967253,0 days 00:02:07.926077,4.486078207639851,20,100,COMPLETE
270,11258.42399855881,2025-08-06 11:09:13.074397,2025-08-06 11:11:15.882694,0 days 00:02:02.808297,4.433568660615896,20,98,COMPLETE
271,9365.161247274305,2025-08-06 11:09:13.469004,2025-08-06 11:14:07.225634,0 days 00:04:53.756630,3.7649280986339657,9,98,COMPLETE
272,10978.97180534232,2025-08-06 11:09:13.689014,2025-08-06 11:11:23.029009,0 days 00:02:09.339995,3.664980218143281,9,99,COMPLETE
273,4524.8607249661445,2025-08-06 11:09:13.809129,2025-08-06 11:11:21.300803,0 days 00:02:07.491674,3.6393430177824393,10,97,COMPLETE
274,8055.47805593535,2025-08-06 11:09:13.821619,2025-08-06 11:11:19.833649,0 days 00:02:06.012030,3.7671099041185174,10,100,COMPLETE
275,13332.38342241511,2025-08-06 11:09:13.829416,2025-08-06 11:11:21.867468,0 days 00:02:08.038052,1.6747790246155194,8,97,COMPLETE
276,16338.758058599276,2025-08-06 11:09:13.846432,2025-08-06 11:10:23.244095,0 days 00:01:09.397663,1.607878794065556,9,100,COMPLETE
277,7435.289012870325,2025-08-06 11:09:13.945784,2025-08-06 11:12:54.040156,0 days 00:03:40.094372,3.80417088324335,9,100,COMPLETE
278,16338.758058599276,2025-08-06 11:09:13.983426,2025-08-06 11:10:23.651279,0 days 00:01:09.667853,1.612822185641403,9,100,COMPLETE
279,10676.599955468813,2025-08-06 11:09:13.989680,2025-08-06 11:12:55.066627,0 days 00:03:41.076947,1.566224017256441,10,100,COMPLETE
280,10358.554029052553,2025-08-06 11:09:14.022243,2025-08-06 11:10:25.024957,0 days 00:01:11.002714,3.793279803584055,9,99,COMPLETE
281,10264.256256364994,2025-08-06 11:09:14.028543,2025-08-06 11:11:22.240171,0 days 00:02:08.211628,1.4482572593205982,9,97,COMPLETE
282,10302.898949171766,2025-08-06 11:09:14.063177,2025-08-06 11:11:24.557316,0 days 00:02:10.494139,3.703716263130533,10,96,COMPLETE
283,15859.168514258656,2025-08-06 11:09:14.074418,2025-08-06 11:11:23.876113,0 days 00:02:09.801695,1.6879851296491535,10,100,COMPLETE
284,10336.343520952427,2025-08-06 11:09:14.141522,2025-08-06 11:10:25.251938,0 days 00:01:11.110416,1.5001640642628316,10,99,COMPLETE
285,13368.213428347955,2025-08-06 11:09:14.193215,2025-08-06 11:09:55.445128,0 days 00:00:41.251913,1.5001941042900202,7,99,COMPLETE
286,10269.779819844702,2025-08-06 11:09:14.225233,2025-08-06 11:11:24.061322,0 days 00:02:09.836089,1.469836018767388,10,99,COMPLETE
287,12093.559387542378,2025-08-06 11:09:14.272676,2025-08-06 11:12:58.492579,0 days 00:03:44.219903,1.4236061963396445,8,99,COMPLETE
288,12413.70231857107,2025-08-06 11:09:14.328091,2025-08-06 11:11:28.305543,0 days 00:02:13.977452,1.5554109091042838,8,98,COMPLETE
289,26592.760482931193,2025-08-06 11:09:14.350041,2025-08-06 11:12:59.337429,0 days 00:03:44.987388,1.46326730895359,9,42,COMPLETE
290,24009.231998187686,2025-08-06 11:09:14.396520,2025-08-06 11:11:28.399662,0 days 00:02:14.003142,1.4705326606256865,9,36,COMPLETE
291,12984.980067282495,2025-08-06 11:09:14.438318,2025-08-06 11:11:28.635918,0 days 00:02:14.197600,1.5605791109529596,8,98,COMPLETE
292,15720.280811542887,2025-08-06 11:09:14.471481,2025-08-06 11:12:58.055327,0 days 00:03:43.583846,1.3918359884456284,8,96,COMPLETE
293,10594.759577326216,2025-08-06 11:09:14.479713,2025-08-06 11:10:27.074067,0 days 00:01:12.594354,1.3671554991378603,8,100,COMPLETE
294,19641.000269392694,2025-08-06 11:09:14.540453,2025-08-06 11:11:28.917403,0 days 00:02:14.376950,1.6204219558442476,8,99,COMPLETE
295,15526.244963352265,2025-08-06 11:09:14.572119,2025-08-06 11:10:27.672000,0 days 00:01:13.099881,1.5650147460440245,7,98,COMPLETE
296,13405.915261922404,2025-08-06 11:09:14.604497,2025-08-06 11:14:14.508426,0 days 00:04:59.903929,3.7208105884239657,5,99,COMPLETE
297,28133.02678821891,2025-08-06 11:09:14.618713,2025-08-06 11:12:59.372207,0 days 00:03:44.753494,1.5456082913005305,6,38,COMPLETE
298,15673.527746064188,2025-08-06 11:09:14.625136,2025-08-06 11:11:29.237491,0 days 00:02:14.612355,1.4278161094341917,8,96,COMPLETE
299,24554.950610686745,2025-08-06 11:09:14.661414,2025-08-06 11:11:30.248089,0 days 00:02:15.586675,1.510335236940009,8,40,COMPLETE
300,15431.206718174746,2025-08-06 11:09:14.709445,2025-08-06 11:11:30.626481,0 days 00:02:15.917036,1.5909604139985891,8,100,COMPLETE
301,12186.509921490051,2025-08-06 11:09:14.716343,2025-08-06 11:10:29.090677,0 days 00:01:14.374334,1.4595832893780138,8,98,COMPLETE
302,10395.436945162553,2025-08-06 11:09:14.732679,2025-08-06 11:11:32.383661,0 days 00:02:17.650982,1.6957409273215729,7,100,COMPLETE
303,15083.038347619276,2025-08-06 11:09:14.774336,2025-08-06 11:11:30.254741,0 days 00:02:15.480405,1.5220171330904255,7,43,COMPLETE
304,24538.934437306023,2025-08-06 11:09:14.795733,2025-08-06 11:13:07.876552,0 days 00:03:53.080819,1.4714934237005228,8,43,COMPLETE
305,13300.729394938913,2025-08-06 11:09:14.836707,2025-08-06 11:10:28.423256,0 days 00:01:13.586549,1.7092714964105724,8,99,COMPLETE
306,10362.091108332965,2025-08-06 11:09:14.842823,2025-08-06 11:13:05.106331,0 days 00:03:50.263508,1.4542319956623495,8,100,COMPLETE
307,20173.909994699963,2025-08-06 11:09:14.959323,2025-08-06 11:10:29.070327,0 days 00:01:14.111004,1.6372916867492142,8,98,COMPLETE
308,11562.000119801,2025-08-06 11:09:14.977924,2025-08-06 11:14:16.987633,0 days 00:05:02.009709,1.5232737632233053,8,99,COMPLETE
309,19032.754795792574,2025-08-06 11:09:14.979863,2025-08-06 11:10:32.220444,0 days 00:01:17.240581,1.71947628179354,8,39,COMPLETE
310,29912.081920287375,2025-08-06 11:09:14.985527,2025-08-06 11:10:30.402364,0 days 00:01:15.416837,1.575390686326937,6,39,COMPLETE
311,21291.67310230607,2025-08-06 11:09:14.986412,2025-08-06 11:13:11.196868,0 days 00:03:56.210456,1.424410182319805,8,40,COMPLETE
312,20944.329305105843,2025-08-06 11:09:14.990371,2025-08-06 11:11:31.448606,0 days 00:02:16.458235,1.5635188326653913,8,36,COMPLETE
313,28355.583592929732,2025-08-06 11:09:15.000011,2025-08-06 11:13:08.937782,0 days 00:03:53.937771,1.5669692330149787,10,38,COMPLETE
314,23800.878398563364,2025-08-06 11:09:15.002263,2025-08-06 11:13:11.793506,0 days 00:03:56.791243,1.482064131957508,9,39,COMPLETE
315,25406.370923525883,2025-08-06 11:09:15.019627,2025-08-06 11:10:34.716444,0 days 00:01:19.696817,1.467388027379577,8,36,COMPLETE
316,26317.567293386834,2025-08-06 11:09:15.029975,2025-08-06 11:11:36.491183,0 days 00:02:21.461208,1.4657703000896956,9,39,COMPLETE
317,21331.78515993396,2025-08-06 11:09:15.049211,2025-08-06 11:13:09.727711,0 days 00:03:54.678500,1.5533803484794848,8,35,COMPLETE
318,22428.164495043657,2025-08-06 11:09:15.051154,2025-08-06 11:11:37.126145,0 days 00:02:22.074991,1.4787061335411398,10,40,COMPLETE
319,26963.734877288236,2025-08-06 11:09:15.075809,2025-08-06 11:11:37.236337,0 days 00:02:22.160528,1.4668177421559765,8,38,COMPLETE
320,25325.33916204609,2025-08-06 11:09:15.120536,2025-08-06 11:13:12.150285,0 days 00:03:57.029749,1.3648947127926203,8,40,COMPLETE
321,19366.143943018793,2025-08-06 11:09:15.141036,2025-08-06 11:10:33.671720,0 days 00:01:18.530684,1.5378617068287102,8,40,COMPLETE
322,30207.764276346894,2025-08-06 11:09:15.152014,2025-08-06 11:10:32.853158,0 days 00:01:17.701144,1.6582921000163073,9,40,COMPLETE
323,21839.849850093633,2025-08-06 11:09:15.153974,2025-08-06 11:13:13.411614,0 days 00:03:58.257640,1.4468367661721744,9,39,COMPLETE
324,22182.66330989752,2025-08-06 11:09:15.155838,2025-08-06 11:13:12.960247,0 days 00:03:57.804409,1.4218034672684796,9,40,COMPLETE
325,18659.641707397015,2025-08-06 11:09:15.156625,2025-08-06 11:10:34.590150,0 days 00:01:19.433525,1.5355460848941662,8,40,COMPLETE
326,23747.810552874093,2025-08-06 11:09:15.163883,2025-08-06 11:10:34.263662,0 days 00:01:19.099779,1.6685238410647598,8,37,COMPLETE
327,22318.02782053282,2025-08-06 11:09:15.169966,2025-08-06 11:11:38.556741,0 days 00:02:23.386775,1.448752809375168,9,40,COMPLETE
328,24754.70808486974,2025-08-06 11:09:15.185014,2025-08-06 11:13:13.566753,0 days 00:03:58.381739,1.5200118443686494,8,40,COMPLETE
329,25044.108081146045,2025-08-06 11:09:15.233444,2025-08-06 11:13:17.293086,0 days 00:04:02.059642,1.5154680914030518,8,39,COMPLETE
330,17291.52266319641,2025-08-06 11:09:15.301429,2025-08-06 11:10:37.967444,0 days 00:01:22.666015,1.6325257227008925,8,100,COMPLETE
331,23055.379833926985,2025-08-06 11:09:15.359608,2025-08-06 11:13:18.595282,0 days 00:04:03.235674,1.392064942337188,8,39,COMPLETE
332,23055.379833926985,2025-08-06 11:09:15.413790,2025-08-06 11:14:18.285871,0 days 00:05:02.872081,1.3709728115930808,8,40,COMPLETE
333,18269.735681750393,2025-08-06 11:09:15.433594,2025-08-06 11:11:41.056367,0 days 00:02:25.622773,1.5541036980757486,8,42,COMPLETE
334,8270.09347452778,2025-08-06 11:09:15.543704,2025-08-06 11:11:45.248088,0 days 00:02:29.704384,1.5261852668532088,9,100,COMPLETE
335,12435.348597646307,2025-08-06 11:09:15.578947,2025-08-06 11:10:37.901042,0 days 00:01:22.322095,1.5632664948142523,8,98,COMPLETE
336,24702.479760189686,2025-08-06 11:09:15.645171,2025-08-06 11:13:15.160475,0 days 00:03:59.515304,1.3907036579178458,8,38,COMPLETE
337,25530.188671251803,2025-08-06 11:09:15.696412,2025-08-06 11:10:38.213334,0 days 00:01:22.516922,1.4579589811208198,8,38,COMPLETE
338,22299.774110439776,2025-08-06 11:09:15.702699,2025-08-06 11:10:40.717820,0 days 00:01:25.015121,1.6561306930056048,7,39,COMPLETE
339,26819.773443709517,2025-08-06 11:09:15.822831,2025-08-06 11:10:01.869314,0 days 00:00:46.046483,1.5167488368335538,8,38,COMPLETE
340,26765.885774365714,2025-08-06 11:09:15.841995,2025-08-06 11:14:50.619049,0 days 00:05:34.777054,1.4595320903895812,9,36,COMPLETE
341,25249.392574344995,2025-08-06 11:09:15.988417,2025-08-06 11:13:21.121005,0 days 00:04:05.132588,1.571434680064568,8,39,COMPLETE
342,29293.954436179247,2025-08-06 11:09:16.048094,2025-08-06 11:11:46.350543,0 days 00:02:30.302449,1.437070989442401,6,39,COMPLETE
343,27583.275890373367,2025-08-06 11:09:16.100848,2025-08-06 11:14:22.040192,0 days 00:05:05.939344,1.495799497679891,8,38,COMPLETE
344,26328.053823568942,2025-08-06 11:09:16.157052,2025-08-06 11:13:25.370606,0 days 00:04:09.213554,1.41454441079175,9,37,COMPLETE
345,18835.650643929428,2025-08-06 11:09:16.317700,2025-08-06 11:11:48.324995,0 days 00:02:32.007295,1.5345347704959658,8,36,COMPLETE
346,24872.217141821457,2025-08-06 11:09:16.409694,2025-08-06 11:10:40.861472,0 days 00:01:24.451778,1.475672769262795,6,40,COMPLETE
347,19746.25691735482,2025-08-06 11:09:16.482318,2025-08-06 11:11:47.615395,0 days 00:02:31.133077,1.5220491543171148,9,39,COMPLETE
348,25993.641412385517,2025-08-06 11:09:16.499425,2025-08-06 11:14:22.012363,0 days 00:05:05.512938,1.4878425963500077,8,36,COMPLETE
349,24513.000479905364,2025-08-06 11:09:16.557365,2025-08-06 11:10:04.498130,0 days 00:00:47.940765,1.6004994850069776,10,40,COMPLETE
350,22725.279829712923,2025-08-06 11:09:16.587641,2025-08-06 11:13:29.612652,0 days 00:04:13.025011,1.5116788314474379,8,37,COMPLETE
351,23055.379833926985,2025-08-06 11:09:16.638498,2025-08-06 11:10:43.903751,0 days 00:01:27.265253,1.3911790912518947,8,40,COMPLETE
352,22182.66330989752,2025-08-06 11:09:16.849131,2025-08-06 11:11:50.749241,0 days 00:02:33.900110,1.4235441013017347,9,40,COMPLETE
353,30539.896228239188,2025-08-06 11:09:16.982467,2025-08-06 11:11:51.739290,0 days 00:02:34.756823,1.672359193712712,9,37,COMPLETE
354,30706.98567932893,2025-08-06 11:09:16.989954,2025-08-06 11:11:54.446883,0 days 00:02:37.456929,1.5891213254216854,8,40,COMPLETE
355,14813.534062774168,2025-08-06 11:09:17.153568,2025-08-06 11:11:52.030562,0 days 00:02:34.876994,1.4705293832371233,21,39,COMPLETE
356,22916.92782328344,2025-08-06 11:09:17.172052,2025-08-06 11:11:52.868903,0 days 00:02:35.696851,1.5343173924593172,21,39,COMPLETE
357,25067.07687856632,2025-08-06 11:09:17.256210,2025-08-06 11:11:55.727681,0 days 00:02:38.471471,1.4526811313634393,9,41,COMPLETE
358,24503.089199123988,2025-08-06 11:09:17.273043,2025-08-06 11:11:54.138164,0 days 00:02:36.865121,1.4734340875104923,10,40,COMPLETE
359,32800.2595027158,2025-08-06 11:09:17.312452,2025-08-06 11:13:30.506553,0 days 00:04:13.194101,1.589089308409913,9,34,COMPLETE
360,8647.873577615825,2025-08-06 11:09:17.323892,2025-08-06 11:11:57.729298,0 days 00:02:40.405406,1.5004197416826919,9,100,COMPLETE
