number,value,datetime_start,datetime_complete,duration,params_atr_multiplier,params_atr_period,params_ema_period,state
445,7510.918494347655,2025-08-03 22:51:54.920078,2025-08-03 22:55:02.351667,0 days 00:03:07.431589,4.21062175212568,14,42,COMPLETE
446,18656.350554854256,2025-08-03 22:51:55.035910,2025-08-03 22:53:50.232127,0 days 00:01:55.196217,1.5298180531064505,14,42,COMPLETE
447,4918.709610489413,2025-08-03 22:51:55.147710,2025-08-03 23:00:32.081722,0 days 00:08:36.934012,4.178295025175906,14,43,COMPLETE
448,7490.572622283049,2025-08-03 22:51:55.219626,2025-08-03 22:53:50.841719,0 days 00:01:55.622093,4.163781141122634,15,40,COMPLETE
449,16167.202761495935,2025-08-03 22:51:55.237479,2025-08-03 22:55:06.719367,0 days 00:03:11.481888,1.5140037593840763,14,43,COMPLETE
450,7845.925905044412,2025-08-03 22:51:55.376310,2025-08-03 22:55:06.178308,0 days 00:03:10.801998,4.22559385608887,15,41,COMPLETE
451,23102.98507327628,2025-08-03 22:51:55.388893,2025-08-03 22:55:03.730011,0 days 00:03:08.341118,1.5403743225663271,14,20,COMPLETE
452,21055.215889991483,2025-08-03 22:51:55.546809,2025-08-03 22:57:27.961469,0 days 00:05:32.414660,1.5223508173745293,14,21,COMPLETE
453,11338.436639361968,2025-08-03 22:51:55.594159,2025-08-03 22:55:06.054186,0 days 00:03:10.460027,1.4628446909793247,14,39,COMPLETE
454,16953.008752614896,2025-08-03 22:51:55.752227,2025-08-03 22:55:06.314022,0 days 00:03:10.561795,1.5156606603211773,14,40,COMPLETE
455,16847.041356939037,2025-08-03 22:51:55.764617,2025-08-03 22:55:07.806905,0 days 00:03:12.042288,4.250654744732333,15,22,COMPLETE
456,11903.488202227429,2025-08-03 22:51:55.819279,2025-08-03 22:57:32.916187,0 days 00:05:37.096908,1.544921947105029,14,72,COMPLETE
457,16816.831435118886,2025-08-03 22:51:55.911736,2025-08-03 22:55:08.254845,0 days 00:03:12.343109,1.5648613807373755,8,20,COMPLETE
458,7490.572622283049,2025-08-03 22:51:55.947046,2025-08-03 22:53:51.815128,0 days 00:01:55.868082,4.204882032429529,15,41,COMPLETE
459,12316.104574362938,2025-08-03 22:51:55.959346,2025-08-03 22:55:08.153562,0 days 00:03:12.194216,1.453653580149596,14,22,COMPLETE
460,18591.14071525226,2025-08-03 22:51:55.993161,2025-08-03 22:57:31.660341,0 days 00:05:35.667180,1.6008048288524952,14,39,COMPLETE
461,24549.803965005252,2025-08-03 22:51:56.015342,2025-08-03 22:53:51.989885,0 days 00:01:55.974543,1.5110017738568535,14,22,COMPLETE
462,17350.459137977592,2025-08-03 22:51:56.138824,2025-08-03 22:57:33.505015,0 days 00:05:37.366191,1.488269718069362,14,21,COMPLETE
463,19551.17739421635,2025-08-03 22:51:56.228911,2025-08-03 22:57:33.299119,0 days 00:05:37.070208,1.5488934371875998,14,21,COMPLETE
464,1908.7329879063172,2025-08-03 22:51:56.255160,2025-08-03 22:53:53.554192,0 days 00:01:57.299032,2.217089211449326,14,65,COMPLETE
465,18672.417745800372,2025-08-03 22:51:56.275982,2025-08-03 22:55:09.260508,0 days 00:03:12.984526,1.5238678739594722,14,42,COMPLETE
466,8785.984339976481,2025-08-03 22:51:56.535495,2025-08-03 22:55:14.316291,0 days 00:03:17.780796,4.160293249023237,14,20,COMPLETE
467,7532.353216758772,2025-08-03 22:51:56.548184,2025-08-03 22:55:14.348278,0 days 00:03:17.800094,1.9389943419386837,14,41,COMPLETE
468,25072.932137148473,2025-08-03 22:51:56.620342,2025-08-03 22:55:15.144354,0 days 00:03:18.524012,1.569760853991337,8,22,COMPLETE
469,11862.183242426927,2025-08-03 22:51:56.689114,2025-08-03 22:55:12.477898,0 days 00:03:15.788784,1.4825437640189856,14,73,COMPLETE
470,6190.449881510649,2025-08-03 22:51:56.696068,2025-08-03 23:00:39.588150,0 days 00:08:42.892082,2.6027474383251685,14,20,COMPLETE
471,14369.805485084975,2025-08-03 22:51:56.783454,2025-08-03 22:55:13.362624,0 days 00:03:16.579170,1.4987809605743292,14,63,COMPLETE
472,22484.283313719578,2025-08-03 22:51:56.838691,2025-08-03 22:53:53.948509,0 days 00:01:57.109818,1.5320914749781396,14,20,COMPLETE
473,11772.907216229796,2025-08-03 22:51:56.845849,2025-08-03 22:57:38.453152,0 days 00:05:41.607303,1.545874471113418,14,73,COMPLETE
474,20201.5605421967,2025-08-03 22:51:57.046847,2025-08-03 22:55:16.440803,0 days 00:03:19.393956,1.4948636508126785,14,20,COMPLETE
475,20201.5605421967,2025-08-03 22:51:57.065215,2025-08-03 22:53:55.686420,0 days 00:01:58.621205,1.4898835503933197,14,20,COMPLETE
476,2497.309665661498,2025-08-03 22:51:57.100677,2025-08-03 22:53:55.812333,0 days 00:01:58.711656,1.9944474730533086,14,72,COMPLETE
477,14785.353763007924,2025-08-03 22:51:57.233486,2025-08-03 22:53:56.559559,0 days 00:01:59.326073,1.5518257816276706,8,20,COMPLETE
478,9102.612928731187,2025-08-03 22:51:57.307448,2025-08-03 22:53:55.557496,0 days 00:01:58.250048,4.175841591673446,14,20,COMPLETE
479,11903.488202227429,2025-08-03 22:51:57.361322,2025-08-03 22:55:16.861033,0 days 00:03:19.499711,1.5390829296791024,14,72,COMPLETE
480,10671.79106136548,2025-08-03 22:51:57.387355,2025-08-03 22:53:57.411722,0 days 00:02:00.024367,1.4838107252170636,15,72,COMPLETE
481,21055.215889991483,2025-08-03 22:51:57.516606,2025-08-03 22:55:18.814494,0 days 00:03:21.297888,1.521969229427961,14,21,COMPLETE
482,13371.592331104152,2025-08-03 22:51:57.714902,2025-08-03 22:55:20.857139,0 days 00:03:23.142237,1.5467808898778121,14,73,COMPLETE
483,12581.278552805896,2025-08-03 22:51:57.847910,2025-08-03 22:53:57.893545,0 days 00:02:00.045635,1.4789732692387605,14,23,COMPLETE
484,13544.350651284525,2025-08-03 22:51:58.082017,2025-08-03 22:53:58.546656,0 days 00:02:00.464639,1.467092561593383,14,21,COMPLETE
485,15925.925961630188,2025-08-03 22:51:58.172354,2025-08-03 22:55:22.850933,0 days 00:03:24.678579,1.5639507479464947,14,21,COMPLETE
486,23490.4094011944,2025-08-03 22:51:58.197926,2025-08-03 22:55:22.985374,0 days 00:03:24.787448,1.5052319100261338,14,20,COMPLETE
487,17614.155170174527,2025-08-03 22:51:58.221059,2025-08-03 22:55:23.032838,0 days 00:03:24.811779,1.5405051931020912,14,42,COMPLETE
488,19850.800044167416,2025-08-03 22:51:58.257404,2025-08-03 22:55:23.645797,0 days 00:03:25.388393,1.536239729773187,14,21,COMPLETE
489,16013.455318451035,2025-08-03 22:51:58.365075,2025-08-03 23:01:02.356962,0 days 00:09:03.991887,1.4575740187950224,8,23,COMPLETE
490,11729.099944573576,2025-08-03 22:51:58.383143,2025-08-03 22:53:59.697872,0 days 00:02:01.314729,1.515512162110405,15,64,COMPLETE
491,11903.488202227429,2025-08-03 22:51:58.426634,2025-08-03 22:54:00.020134,0 days 00:02:01.593500,1.5435194501240423,14,71,COMPLETE
492,3552.0081562147175,2025-08-03 22:51:58.462264,2025-08-03 23:01:00.361043,0 days 00:09:01.898779,4.268164490926122,14,72,COMPLETE
493,12715.805289746799,2025-08-03 22:51:58.595265,2025-08-03 22:55:23.025942,0 days 00:03:24.430677,1.5288058297522165,14,74,COMPLETE
494,8830.220035474198,2025-08-03 22:51:58.733675,2025-08-03 22:53:09.240528,0 days 00:01:10.506853,1.531500461439171,8,72,COMPLETE
495,13494.535975740164,2025-08-03 22:51:58.879946,2025-08-03 22:54:00.183567,0 days 00:02:01.303621,1.5685888848176623,15,71,COMPLETE
496,17404.54677146319,2025-08-03 22:51:58.913837,2025-08-03 22:55:26.047247,0 days 00:03:27.133410,1.445435385543326,7,20,COMPLETE
497,19837.29449048488,2025-08-03 22:51:58.925465,2025-08-03 22:55:28.331361,0 days 00:03:29.405896,1.590155584879331,14,20,COMPLETE
498,19388.761714416214,2025-08-03 22:51:58.982429,2025-08-03 22:55:27.911424,0 days 00:03:28.928995,1.4820412192073893,14,22,COMPLETE
499,22808.3675770407,2025-08-03 22:51:58.991428,2025-08-03 22:54:01.410387,0 days 00:02:02.418959,1.5463299883424486,14,22,COMPLETE
500,14446.764778048899,2025-08-03 22:51:59.033478,2025-08-03 22:58:02.068421,0 days 00:06:03.034943,1.4729605241846204,14,21,COMPLETE
501,11351.277389582478,2025-08-03 22:51:59.060815,2025-08-03 22:55:27.289741,0 days 00:03:28.228926,1.5122231723252273,15,72,COMPLETE
502,13371.592331104152,2025-08-03 22:51:59.100232,2025-08-03 22:54:00.973467,0 days 00:02:01.873235,1.5589544251065655,14,73,COMPLETE
503,22755.9566227362,2025-08-03 22:51:59.145311,2025-08-03 22:55:29.023442,0 days 00:03:29.878131,1.550479176464899,14,20,COMPLETE
504,13852.709277045235,2025-08-03 22:51:59.162748,2025-08-03 22:58:02.782089,0 days 00:06:03.619341,1.5371720706315393,14,63,COMPLETE
505,12973.296770508567,2025-08-03 22:51:59.332134,2025-08-03 22:55:28.808961,0 days 00:03:29.476827,1.5896795285319678,13,71,COMPLETE
506,18956.98478525922,2025-08-03 22:51:59.601372,2025-08-03 22:55:30.210938,0 days 00:03:30.609566,1.5528909191054192,15,22,COMPLETE
507,13516.54470310759,2025-08-03 22:52:00.200587,2025-08-03 22:55:31.407477,0 days 00:03:31.206890,1.5558144808974645,14,72,COMPLETE
508,14832.960441806912,2025-08-03 22:52:00.520882,2025-08-03 22:55:33.979256,0 days 00:03:33.458374,1.493402462397258,8,20,COMPLETE
509,23102.98507327628,2025-08-03 22:52:00.814167,2025-08-03 22:54:03.454367,0 days 00:02:02.640200,1.5432376206583032,14,20,COMPLETE
510,22484.283313719578,2025-08-03 22:52:00.826578,2025-08-03 22:55:34.553364,0 days 00:03:33.726786,1.534025852267721,14,20,COMPLETE
511,13524.84146827112,2025-08-03 22:52:00.853687,2025-08-03 22:55:35.312947,0 days 00:03:34.459260,1.4939128893945868,15,63,COMPLETE
512,12203.39789578846,2025-08-03 22:52:00.898482,2025-08-03 22:54:04.186815,0 days 00:02:03.288333,1.5234784420063978,14,72,COMPLETE
513,24549.803965005252,2025-08-03 22:52:00.916987,2025-08-03 22:55:34.949069,0 days 00:03:34.032082,1.5199243125286546,14,22,COMPLETE
514,12638.695509350882,2025-08-03 22:52:01.204780,2025-08-03 22:58:11.830818,0 days 00:06:10.626038,1.5251415924034746,14,72,COMPLETE
515,12501.048161973005,2025-08-03 22:52:01.332177,2025-08-03 22:55:35.321553,0 days 00:03:33.989376,1.5259244692848961,14,73,COMPLETE
516,10566.470425960542,2025-08-03 22:52:01.733851,2025-08-03 22:55:40.932687,0 days 00:03:39.198836,1.4619402862452309,15,71,COMPLETE
517,12069.662459702593,2025-08-03 22:52:01.929393,2025-08-03 22:55:37.082426,0 days 00:03:35.153033,1.5155337473736372,14,73,COMPLETE
518,11351.277389582478,2025-08-03 22:52:02.237611,2025-08-03 23:01:23.431348,0 days 00:09:21.193737,1.5054275272748008,15,72,COMPLETE
519,24492.59884518114,2025-08-03 22:52:02.292084,2025-08-03 22:55:38.507055,0 days 00:03:36.214971,1.5140357862456928,14,20,COMPLETE
520,4542.841435080871,2025-08-03 22:52:02.494452,2025-08-03 22:58:19.738872,0 days 00:06:17.244420,1.166419823192345,14,23,COMPLETE
521,15243.029760216987,2025-08-03 22:52:02.553697,2025-08-03 22:54:04.757190,0 days 00:02:02.203493,1.541906317367249,14,43,COMPLETE
522,22808.3675770407,2025-08-03 22:52:02.649140,2025-08-03 22:58:19.513960,0 days 00:06:16.864820,1.550547354250098,14,22,COMPLETE
523,23102.98507327628,2025-08-03 22:52:02.744926,2025-08-03 22:55:40.696708,0 days 00:03:37.951782,1.541592097486136,14,20,COMPLETE
524,20201.5605421967,2025-08-03 22:52:02.853931,2025-08-03 22:55:39.336216,0 days 00:03:36.482285,1.491104509406226,14,20,COMPLETE
525,19850.800044167416,2025-08-03 22:52:03.121682,2025-08-03 22:55:40.184314,0 days 00:03:37.062632,1.5399429043249975,15,21,COMPLETE
526,9236.148785652722,2025-08-03 22:52:03.446065,2025-08-03 22:55:40.355200,0 days 00:03:36.909135,1.923446187407155,14,21,COMPLETE
527,9830.574333555356,2025-08-03 22:52:03.476099,2025-08-03 22:58:26.619138,0 days 00:06:23.143039,1.924807242552522,15,21,COMPLETE
528,7768.604304202266,2025-08-03 22:52:03.664714,2025-08-03 22:54:06.928439,0 days 00:02:03.263725,1.9138207714688662,18,20,COMPLETE
529,15924.39279421964,2025-08-03 22:52:03.681609,2025-08-03 22:54:06.715153,0 days 00:02:03.033544,1.922715514324929,14,23,COMPLETE
530,16081.830581368637,2025-08-03 22:52:03.706403,2025-08-03 22:58:29.620714,0 days 00:06:25.914311,4.497760460096371,14,21,COMPLETE
531,4899.787290502998,2025-08-03 22:52:03.948400,2025-08-03 22:58:28.885773,0 days 00:06:24.937373,1.1438370254529429,16,22,COMPLETE
532,20310.30341617695,2025-08-03 22:52:04.084143,2025-08-03 22:55:44.316232,0 days 00:03:40.232089,4.480542625253609,15,23,COMPLETE
533,6300.577383941211,2025-08-03 22:52:04.135748,2025-08-03 23:01:34.015250,0 days 00:09:29.879502,1.14936772106367,14,20,COMPLETE
534,5859.969774681356,2025-08-03 22:52:04.256229,2025-08-03 22:54:07.545238,0 days 00:02:03.289009,1.2051082433910811,15,21,COMPLETE
535,7233.226579749639,2025-08-03 22:52:04.297204,2025-08-03 23:02:57.061271,0 days 00:10:52.764067,1.2099128490569935,16,25,COMPLETE
536,16081.830581368637,2025-08-03 22:52:04.394996,2025-08-03 22:55:49.491515,0 days 00:03:45.096519,4.497517911406126,14,21,COMPLETE
537,7437.50357298344,2025-08-03 22:52:04.407637,2025-08-03 22:58:38.141958,0 days 00:06:33.734321,4.493627193538657,15,24,COMPLETE
538,6413.931084810593,2025-08-03 22:52:04.420610,2025-08-03 22:58:32.555324,0 days 00:06:28.134714,1.161147751259305,14,20,COMPLETE
539,5141.598985510344,2025-08-03 22:52:04.472922,2025-08-03 22:55:46.571943,0 days 00:03:42.099021,1.16525188566153,14,24,COMPLETE
540,15072.827375175611,2025-08-03 22:52:04.484681,2025-08-03 22:58:38.235206,0 days 00:06:33.750525,1.4227176301962796,14,20,COMPLETE
541,16081.830581368637,2025-08-03 22:52:04.513525,2025-08-03 22:55:49.699157,0 days 00:03:45.185632,4.481024148096139,14,20,COMPLETE
542,7030.63328895824,2025-08-03 22:52:04.535431,2025-08-03 22:55:51.949972,0 days 00:03:47.414541,1.2012181467965122,14,20,COMPLETE
543,15206.516913048277,2025-08-03 22:52:04.547528,2025-08-03 22:55:48.934523,0 days 00:03:44.386995,1.8630729951346874,14,24,COMPLETE
544,6226.231663014194,2025-08-03 22:52:04.716596,2025-08-03 23:01:41.004087,0 days 00:09:36.287491,1.1572257748325003,15,20,COMPLETE
545,6384.174598911647,2025-08-03 22:52:04.749838,2025-08-03 22:55:50.450006,0 days 00:03:45.700168,1.1929016779699033,14,24,COMPLETE
546,8911.30934458383,2025-08-03 22:52:04.820904,2025-08-03 23:03:03.192856,0 days 00:10:58.371952,1.0884199242370303,15,21,COMPLETE
547,6351.051727895874,2025-08-03 22:52:04.894268,2025-08-03 22:55:53.652861,0 days 00:03:48.758593,1.0723720172724636,15,22,COMPLETE
548,7118.418388441181,2025-08-03 22:52:04.919746,2025-08-03 22:54:08.090806,0 days 00:02:03.171060,1.2048335920606388,14,20,COMPLETE
549,6999.421935063167,2025-08-03 22:52:04.936159,2025-08-03 22:55:52.906395,0 days 00:03:47.970236,1.0922777558606378,14,20,COMPLETE
550,5365.8074627546885,2025-08-03 22:52:04.977334,2025-08-03 22:55:53.965389,0 days 00:03:48.988055,1.1555330283577476,15,21,COMPLETE
551,4498.264041422769,2025-08-03 22:52:05.078572,2025-08-03 22:55:55.866096,0 days 00:03:50.787524,1.1401738680239946,15,23,COMPLETE
552,5669.583694620426,2025-08-03 22:52:05.298223,2025-08-03 22:55:55.622527,0 days 00:03:50.324304,1.1413823867546953,14,22,COMPLETE
553,7418.564543034565,2025-08-03 22:52:05.357561,2025-08-03 22:55:56.425519,0 days 00:03:51.067958,1.1312623407764155,14,20,COMPLETE
554,5800.378771737715,2025-08-03 22:52:05.620070,2025-08-03 22:58:52.169300,0 days 00:06:46.549230,1.2232206940556174,15,21,COMPLETE
555,17085.37681447714,2025-08-03 22:52:05.774165,2025-08-03 22:54:11.639852,0 days 00:02:05.865687,1.4608510274448059,15,22,COMPLETE
556,7802.139438458665,2025-08-03 22:52:05.965650,2025-08-03 22:54:10.943776,0 days 00:02:04.978126,1.1116546596569075,14,20,COMPLETE
557,6413.931084810593,2025-08-03 22:52:06.029627,2025-08-03 22:56:02.742184,0 days 00:03:56.712557,1.1596439709235058,14,20,COMPLETE
558,6698.8273819257465,2025-08-03 22:52:06.086514,2025-08-03 22:55:59.856101,0 days 00:03:53.769587,1.169832217558009,14,20,COMPLETE
559,9241.901007270239,2025-08-03 22:52:06.498433,2025-08-03 22:56:03.932537,0 days 00:03:57.434104,1.1195785540599994,14,20,COMPLETE
560,5314.463765262299,2025-08-03 22:52:06.515756,2025-08-03 22:56:01.946103,0 days 00:03:55.430347,1.2170878752023775,14,20,COMPLETE
561,18193.89121517502,2025-08-03 22:52:06.582904,2025-08-03 22:56:05.119448,0 days 00:03:58.536544,1.8801611931812479,14,23,COMPLETE
562,12302.63627768858,2025-08-03 22:52:06.696406,2025-08-03 22:54:13.650420,0 days 00:02:06.954014,1.8693006518549917,14,20,COMPLETE
563,15541.991193692036,2025-08-03 22:52:06.740840,2025-08-03 22:59:03.358216,0 days 00:06:56.617376,4.469040785344678,14,20,COMPLETE
564,5888.011239580135,2025-08-03 22:52:06.978649,2025-08-03 22:59:05.050465,0 days 00:06:58.071816,1.106517423815016,14,20,COMPLETE
565,7221.91457088347,2025-08-03 22:52:07.001212,2025-08-03 22:54:13.056317,0 days 00:02:06.055105,1.142636287713692,17,21,COMPLETE
566,17398.199585755257,2025-08-03 22:52:07.155909,2025-08-03 22:59:03.072286,0 days 00:06:55.916377,1.4303717960814688,14,42,COMPLETE
567,6428.801586372286,2025-08-03 22:52:07.210399,2025-08-03 22:56:05.556266,0 days 00:03:58.345867,1.1554685692320432,15,20,COMPLETE
568,5475.7943720612975,2025-08-03 22:52:07.373517,2025-08-03 22:56:07.444108,0 days 00:04:00.070591,2.6392929736009436,14,20,COMPLETE
569,5465.748587410072,2025-08-03 22:52:07.440186,2025-08-03 22:56:06.126227,0 days 00:03:58.686041,1.1436525164430558,15,21,COMPLETE
570,4992.115771768183,2025-08-03 22:52:07.769976,2025-08-03 22:56:07.110429,0 days 00:03:59.340453,1.1549224192586829,14,22,COMPLETE
571,5859.078283864415,2025-08-03 22:52:07.815978,2025-08-03 22:56:07.807626,0 days 00:03:59.991648,1.1673830140540569,13,22,COMPLETE
572,4914.339840185866,2025-08-03 22:52:08.056562,2025-08-03 22:59:05.443303,0 days 00:06:57.386741,1.084460704541848,13,22,COMPLETE
573,7943.2351652291245,2025-08-03 22:52:08.087006,2025-08-03 22:54:15.138480,0 days 00:02:07.051474,4.479905273721924,14,24,COMPLETE
574,6433.135762987003,2025-08-03 22:52:08.169417,2025-08-03 22:56:09.784094,0 days 00:04:01.614677,1.1180386628755574,14,23,COMPLETE
575,11752.060274717714,2025-08-03 22:52:08.263935,2025-08-03 22:59:10.496385,0 days 00:07:02.232450,1.2227586037427054,8,29,COMPLETE
576,5665.477611129566,2025-08-03 22:52:08.335123,2025-08-03 22:56:12.194570,0 days 00:04:03.859447,1.1523123578289705,7,23,COMPLETE
577,12302.63627768858,2025-08-03 22:52:08.339329,2025-08-03 22:56:11.688710,0 days 00:04:03.349381,1.865246490288224,14,21,COMPLETE
578,6871.738225967557,2025-08-03 22:52:08.383330,2025-08-03 22:54:15.665755,0 days 00:02:07.282425,1.145599320057999,13,22,COMPLETE
579,6139.374954351614,2025-08-03 22:52:08.422507,2025-08-03 22:54:16.982082,0 days 00:02:08.559575,1.1149063825635404,13,23,COMPLETE
580,6293.817451835467,2025-08-03 22:52:08.436031,2025-08-03 22:54:17.002283,0 days 00:02:08.566252,1.9209871631133186,13,24,COMPLETE
581,5209.713604295392,2025-08-03 22:52:08.497908,2025-08-03 22:59:12.297635,0 days 00:07:03.799727,1.1495890624304965,14,26,COMPLETE
582,6230.506638338846,2025-08-03 22:52:08.687115,2025-08-03 22:54:16.967910,0 days 00:02:08.280795,1.1695392620905316,13,24,COMPLETE
583,5141.598985510344,2025-08-03 22:52:08.730748,2025-08-03 22:56:11.057733,0 days 00:04:02.326985,1.1673914070805336,14,24,COMPLETE
584,5539.8272289906445,2025-08-03 22:52:08.798609,2025-08-03 22:59:14.330653,0 days 00:07:05.532044,1.8995870745778691,16,43,COMPLETE
585,12777.846940893567,2025-08-03 22:52:08.899213,2025-08-03 22:56:14.196433,0 days 00:04:05.297220,1.904935346860629,14,22,COMPLETE
586,6327.597223640441,2025-08-03 22:52:08.995772,2025-08-03 22:59:12.054331,0 days 00:07:03.058559,1.1974592141294145,14,22,COMPLETE
587,6230.506638338846,2025-08-03 22:52:09.127507,2025-08-03 22:59:11.389740,0 days 00:07:02.262233,1.1698697559577935,13,24,COMPLETE
588,6692.620044519365,2025-08-03 22:52:09.663441,2025-08-03 22:56:15.442794,0 days 00:04:05.779353,1.1849520374809328,14,43,COMPLETE
589,20759.24086182418,2025-08-03 22:52:09.877115,2025-08-03 22:56:18.287839,0 days 00:04:08.410724,1.8398483592743,7,22,COMPLETE
590,7091.48040373664,2025-08-03 22:52:09.933264,2025-08-03 22:56:21.113879,0 days 00:04:11.180615,1.1167158043304724,14,22,COMPLETE
591,18193.89121517502,2025-08-03 22:52:09.940656,2025-08-03 22:56:19.998059,0 days 00:04:10.057403,1.8765353287130864,14,23,COMPLETE
592,21450.217561189762,2025-08-03 22:52:10.150942,2025-08-03 22:59:21.308870,0 days 00:07:11.157928,1.8810959193402874,7,22,COMPLETE
593,6825.311452181695,2025-08-03 22:52:10.296643,2025-08-03 22:56:22.037056,0 days 00:04:11.740413,1.119410826028305,13,22,COMPLETE
594,17824.43111286342,2025-08-03 22:52:10.404642,2025-08-03 22:56:21.913083,0 days 00:04:11.508441,4.484422983041383,14,23,COMPLETE
595,6007.645474603865,2025-08-03 22:52:10.539202,2025-08-03 22:53:25.842183,0 days 00:01:15.302981,1.1233126618686735,14,22,COMPLETE
596,9840.059215705352,2025-08-03 22:52:10.567733,2025-08-03 22:56:19.775321,0 days 00:04:09.207588,2.5859965649096397,14,23,COMPLETE
597,6171.863911515136,2025-08-03 22:52:11.001174,2025-08-03 22:56:21.219639,0 days 00:04:10.218465,1.1356305021775468,14,26,COMPLETE
598,17824.43111286342,2025-08-03 22:52:11.164918,2025-08-03 22:56:21.581885,0 days 00:04:10.416967,4.492209879215981,14,23,COMPLETE
599,11161.64709382871,2025-08-03 22:52:11.370687,2025-08-03 22:56:22.398302,0 days 00:04:11.027615,1.8659017225789294,7,25,COMPLETE
600,5717.845300447186,2025-08-03 22:52:11.516508,2025-08-03 22:56:21.935439,0 days 00:04:10.418931,1.1078082867662253,7,25,COMPLETE
601,16668.42128418791,2025-08-03 22:52:11.593699,2025-08-03 22:54:23.006792,0 days 00:02:11.413093,1.9060905781559372,16,23,COMPLETE
602,16557.371268386767,2025-08-03 22:52:11.902815,2025-08-03 22:56:22.884685,0 days 00:04:10.981870,1.8556391072585208,7,23,COMPLETE
603,15299.855329192565,2025-08-03 22:52:12.110946,2025-08-03 22:54:23.816957,0 days 00:02:11.706011,1.8702234864931664,7,23,COMPLETE
604,15665.533813592572,2025-08-03 22:52:12.146048,2025-08-03 22:59:23.933895,0 days 00:07:11.787847,1.9030727029814716,14,23,COMPLETE
605,6183.9523650099,2025-08-03 22:52:12.482950,2025-08-03 22:56:25.814585,0 days 00:04:13.331635,1.1058608936559282,14,26,COMPLETE
606,19089.12941651571,2025-08-03 22:52:12.574122,2025-08-03 22:56:28.774107,0 days 00:04:16.199985,1.820069351613129,13,23,COMPLETE
607,19239.814316875312,2025-08-03 22:52:12.903480,2025-08-03 22:59:35.121633,0 days 00:07:22.218153,1.8156318441289376,14,23,COMPLETE
608,12727.162810291897,2025-08-03 22:52:13.078494,2025-08-03 22:59:30.248854,0 days 00:07:17.170360,1.836822352896215,13,24,COMPLETE
609,5170.511972853553,2025-08-03 22:52:13.562376,2025-08-03 22:59:30.110428,0 days 00:07:16.548052,1.1444643446114602,13,23,COMPLETE
610,5466.974634152079,2025-08-03 22:52:13.748434,2025-08-03 22:56:28.511112,0 days 00:04:14.762678,4.482384177517113,7,24,COMPLETE
611,4682.27810418742,2025-08-03 22:52:13.767458,2025-08-03 22:54:26.242805,0 days 00:02:12.475347,4.473540987706367,7,25,COMPLETE
612,22049.55596527499,2025-08-03 22:52:13.806342,2025-08-03 22:56:29.519130,0 days 00:04:15.712788,1.4386310179399562,7,25,COMPLETE
613,5955.894132594649,2025-08-03 22:52:13.824258,2025-08-03 22:59:32.143325,0 days 00:07:18.319067,1.1584734881990186,7,24,COMPLETE
614,7533.8182927197995,2025-08-03 22:52:14.031972,2025-08-03 22:59:31.881087,0 days 00:07:17.849115,2.5853734198576808,14,24,COMPLETE
615,5665.477611129566,2025-08-03 22:52:14.088793,2025-08-03 22:54:26.010537,0 days 00:02:11.921744,1.1496110999968763,7,23,COMPLETE
616,12260.431432161131,2025-08-03 22:52:14.231262,2025-08-03 22:56:31.531963,0 days 00:04:17.300701,1.4332030517852845,13,23,COMPLETE
617,15095.801216815558,2025-08-03 22:52:14.428992,2025-08-03 22:56:32.222704,0 days 00:04:17.793712,1.8858629779253713,7,23,COMPLETE
618,20770.439309151276,2025-08-03 22:52:14.757747,2025-08-03 22:53:29.307916,0 days 00:01:14.550169,1.4250171522800092,14,27,COMPLETE
619,5724.043655491797,2025-08-03 22:52:14.915013,2025-08-03 22:56:34.225138,0 days 00:04:19.310125,1.1315385742412758,14,24,COMPLETE
620,9644.187871808917,2025-08-03 22:52:15.186770,2025-08-03 22:54:27.528402,0 days 00:02:12.341632,2.6448054874529356,14,23,COMPLETE
621,4690.483808965464,2025-08-03 22:52:15.411767,2025-08-03 22:54:27.536784,0 days 00:02:12.125017,1.1732343144515809,17,23,COMPLETE
622,5724.043655491797,2025-08-03 22:52:15.663585,2025-08-03 22:54:29.185702,0 days 00:02:13.522117,1.1301569454882245,14,24,COMPLETE
623,11545.285937103348,2025-08-03 22:52:15.685951,2025-08-03 22:56:38.073439,0 days 00:04:22.387488,1.8844032545525098,17,25,COMPLETE
624,5435.787489820125,2025-08-03 22:52:15.859685,2025-08-03 22:56:36.262686,0 days 00:04:20.403001,1.1245011398352214,14,23,COMPLETE
625,4180.361773626703,2025-08-03 22:52:15.890696,2025-08-03 22:54:29.229546,0 days 00:02:13.338850,1.151332104151552,14,23,COMPLETE
626,4678.407257248097,2025-08-03 22:52:16.008718,2025-08-03 23:03:12.577519,0 days 00:10:56.568801,1.1458015673798772,14,24,COMPLETE
627,4180.361773626703,2025-08-03 22:52:16.036057,2025-08-03 22:56:39.407579,0 days 00:04:23.371522,1.1509022865181489,14,23,COMPLETE
628,7652.500002166571,2025-08-03 22:52:16.066293,2025-08-03 22:59:38.222812,0 days 00:07:22.156519,4.478220467732263,14,24,COMPLETE
629,5519.6786866319835,2025-08-03 22:52:16.165811,2025-08-03 22:54:29.384612,0 days 00:02:13.218801,2.604994422013225,17,25,COMPLETE
630,7254.978300362072,2025-08-03 22:52:16.203919,2025-08-03 22:56:35.935948,0 days 00:04:19.732029,4.453219870019782,17,24,COMPLETE
