number,value,datetime_start,datetime_complete,duration,params_fast,params_macd_fast,params_macd_signal,params_macd_slow,params_rsi_period,params_rsi_threshold,params_slow,params_trend_sma_period,params_volume_ma_period,state
702,69812.99189589612,2025-08-06 17:44:41.673537,2025-08-06 17:45:14.848645,0 days 00:00:33.175108,8,16,10,32,25,67,89,33,33,COMPLETE
703,409720.3389375153,2025-08-06 17:44:43.829553,2025-08-06 17:45:19.175217,0 days 00:00:35.345664,5,16,8,33,25,68,89,33,33,COMPLETE
704,3614.0459280958894,2025-08-06 17:44:56.576780,2025-08-06 17:45:36.707882,0 days 00:00:40.131102,5,9,8,34,25,57,78,33,34,COMPLETE
705,62752.114640275824,2025-08-06 17:45:02.483705,2025-08-06 17:45:40.712508,0 days 00:00:38.228803,7,9,8,41,26,68,78,33,34,COMPLETE
706,7675.656028439395,2025-08-06 17:45:14.899386,2025-08-06 17:45:53.442719,0 days 00:00:38.543333,7,12,8,34,26,57,79,26,37,COMPLETE
707,494.8412529121565,2025-08-06 17:45:19.186758,2025-08-06 17:45:56.322968,0 days 00:00:37.136210,32,15,7,33,25,59,92,32,34,COMPLETE
708,-inf,2025-08-06 17:45:36.740122,2025-08-06 17:46:14.643290,0 days 00:00:37.903168,5,16,7,33,25,34,93,27,33,COMPLETE
709,179521.32991146305,2025-08-06 17:45:40.740461,2025-08-06 17:46:16.389903,0 days 00:00:35.649442,5,17,8,33,24,68,92,26,33,COMPLETE
710,145735.45358650788,2025-08-06 17:45:53.518647,2025-08-06 17:46:34.920588,0 days 00:00:41.401941,5,15,7,33,24,68,91,48,33,COMPLETE
711,85214.11628416285,2025-08-06 17:45:56.344840,2025-08-06 17:46:36.737998,0 days 00:00:40.393158,5,16,8,33,24,68,96,42,33,COMPLETE
712,48485.13623410683,2025-08-06 17:46:14.716458,2025-08-06 17:46:54.928492,0 days 00:00:40.212034,19,17,7,32,24,68,97,40,32,COMPLETE
713,43936.98322710852,2025-08-06 17:46:16.396219,2025-08-06 17:46:53.797474,0 days 00:00:37.401255,5,16,9,32,24,68,97,44,34,COMPLETE
714,68987.183775431,2025-08-06 17:46:34.927109,2025-08-06 17:47:13.627334,0 days 00:00:38.700225,7,16,7,32,25,67,98,38,32,COMPLETE
715,366304.8089159603,2025-08-06 17:46:36.761913,2025-08-06 17:47:11.460871,0 days 00:00:34.698958,7,17,9,32,25,67,84,16,32,COMPLETE
716,415279.7535883872,2025-08-06 17:46:53.809518,2025-08-06 17:47:30.954372,0 days 00:00:37.144854,7,17,9,34,25,67,85,10,32,COMPLETE
717,11811.97890301264,2025-08-06 17:46:54.955097,2025-08-06 17:47:33.795819,0 days 00:00:38.840722,70,15,8,34,23,69,84,10,35,COMPLETE
718,186031.1692072807,2025-08-06 17:47:11.473088,2025-08-06 17:47:48.529045,0 days 00:00:37.055957,7,17,9,34,25,67,83,21,32,COMPLETE
719,440070.9686357372,2025-08-06 17:47:13.680703,2025-08-06 17:47:51.624702,0 days 00:00:37.943999,7,5,6,15,25,66,84,21,32,COMPLETE
720,122779.66409064425,2025-08-06 17:47:31.029033,2025-08-06 17:48:07.099089,0 days 00:00:36.070056,10,17,8,28,25,66,72,17,32,COMPLETE
721,24.91084451452242,2025-08-06 17:47:33.835726,2025-08-06 17:48:07.419540,0 days 00:00:33.583814,10,17,5,29,25,51,72,16,32,COMPLETE
722,135805.66212701963,2025-08-06 17:47:48.571599,2025-08-06 17:48:14.700516,0 days 00:00:26.128917,10,17,5,28,25,66,77,15,32,COMPLETE
723,-inf,2025-08-06 17:47:51.662831,2025-08-06 17:47:58.039920,0 days 00:00:06.377089,9,17,8,15,25,66,71,15,33,COMPLETE
724,-inf,2025-08-06 17:47:58.061856,2025-08-06 17:48:06.434750,0 days 00:00:08.372894,10,17,5,16,25,66,78,14,32,COMPLETE
725,-inf,2025-08-06 17:48:06.456810,2025-08-06 17:48:09.526943,0 days 00:00:03.070133,7,17,6,15,25,66,80,14,33,COMPLETE
726,6508.664114324533,2025-08-06 17:48:07.116712,2025-08-06 17:48:39.897935,0 days 00:00:32.781223,7,5,9,16,25,55,80,10,33,COMPLETE
727,-inf,2025-08-06 17:48:07.431303,2025-08-06 17:48:10.387551,0 days 00:00:02.956248,7,17,5,16,24,66,81,10,33,COMPLETE
728,-inf,2025-08-06 17:48:09.565312,2025-08-06 17:48:12.784179,0 days 00:00:03.218867,6,17,6,15,24,67,82,13,34,COMPLETE
729,146072.5266748446,2025-08-06 17:48:10.388901,2025-08-06 17:48:45.128193,0 days 00:00:34.739292,6,5,5,15,25,67,86,14,32,COMPLETE
730,110414.30224226035,2025-08-06 17:48:12.821911,2025-08-06 17:48:50.492354,0 days 00:00:37.670443,8,6,9,17,25,67,89,18,32,COMPLETE
731,44182.11335232884,2025-08-06 17:48:14.712727,2025-08-06 17:48:50.337866,0 days 00:00:35.625139,8,6,7,16,24,67,89,181,31,COMPLETE
732,3715.5421483519426,2025-08-06 17:48:39.914894,2025-08-06 17:49:15.439368,0 days 00:00:35.524474,64,5,9,15,24,67,89,20,31,COMPLETE
733,172122.8887962787,2025-08-06 17:48:45.145074,2025-08-06 17:49:19.617023,0 days 00:00:34.471949,8,6,6,17,24,70,86,20,31,COMPLETE
734,-inf,2025-08-06 17:48:50.350252,2025-08-06 17:48:53.605316,0 days 00:00:03.255064,5,17,9,15,24,70,35,22,31,COMPLETE
735,275526.2115472699,2025-08-06 17:48:50.505617,2025-08-06 17:49:24.924358,0 days 00:00:34.418741,5,5,6,30,24,70,84,20,31,COMPLETE
736,385183.8247065457,2025-08-06 17:48:53.632672,2025-08-06 17:49:29.236360,0 days 00:00:35.603688,5,5,6,35,24,69,84,28,34,COMPLETE
737,375995.99561124755,2025-08-06 17:49:15.461584,2025-08-06 17:49:53.503818,0 days 00:00:38.042234,5,5,8,34,23,69,84,28,33,COMPLETE
738,362346.10881781596,2025-08-06 17:49:19.660822,2025-08-06 17:49:58.384486,0 days 00:00:38.723664,5,5,8,30,23,69,84,28,34,COMPLETE
739,38841.19026097058,2025-08-06 17:49:24.947720,2025-08-06 17:50:02.043103,0 days 00:00:37.095383,6,17,8,33,23,69,143,28,34,COMPLETE
740,249567.6783751134,2025-08-06 17:49:29.262997,2025-08-06 17:50:03.448455,0 days 00:00:34.185458,5,5,11,35,23,69,76,32,34,COMPLETE
741,27138.31164773493,2025-08-06 17:49:53.541455,2025-08-06 17:50:28.442040,0 days 00:00:34.900585,5,5,6,34,23,69,76,223,34,COMPLETE
742,99042.75097073615,2025-08-06 17:49:58.407887,2025-08-06 17:50:33.871934,0 days 00:00:35.464047,6,5,6,34,23,69,76,33,34,COMPLETE
743,251318.18774704653,2025-08-06 17:50:02.049706,2025-08-06 17:50:38.581854,0 days 00:00:36.532148,5,5,6,35,23,69,76,35,34,COMPLETE
744,80064.19386511708,2025-08-06 17:50:03.497174,2025-08-06 17:50:41.630059,0 days 00:00:38.132885,6,5,6,34,23,70,78,38,35,COMPLETE
745,76999.26044557638,2025-08-06 17:50:28.459293,2025-08-06 17:51:04.224700,0 days 00:00:35.765407,6,5,8,35,22,70,81,35,35,COMPLETE
746,113727.89276628639,2025-08-06 17:50:33.901000,2025-08-06 17:51:07.672557,0 days 00:00:33.771557,6,6,7,35,22,70,81,36,33,COMPLETE
747,10626.02205039575,2025-08-06 17:50:38.600840,2025-08-06 17:51:12.617970,0 days 00:00:34.017130,25,5,6,34,22,70,81,95,33,COMPLETE
748,14321.20408064221,2025-08-06 17:50:41.636215,2025-08-06 17:51:17.712873,0 days 00:00:36.076658,8,5,5,35,22,68,91,94,33,COMPLETE
749,14174.98872655562,2025-08-06 17:51:04.281467,2025-08-06 17:51:39.246196,0 days 00:00:34.964729,8,5,7,33,24,68,91,192,33,COMPLETE
750,33378.725235636244,2025-08-06 17:51:07.683898,2025-08-06 17:51:43.302403,0 days 00:00:35.618505,8,5,7,33,24,68,91,30,33,COMPLETE
751,7673.743147951813,2025-08-06 17:51:12.624854,2025-08-06 17:51:49.349221,0 days 00:00:36.724367,34,5,5,33,24,68,91,28,33,COMPLETE
752,35146.02586868165,2025-08-06 17:51:17.747363,2025-08-06 17:51:52.541550,0 days 00:00:34.794187,8,6,7,33,24,68,87,57,35,COMPLETE
753,74781.76104993891,2025-08-06 17:51:39.358068,2025-08-06 17:52:18.374452,0 days 00:00:39.016384,7,5,6,33,23,68,87,53,35,COMPLETE
754,93088.43111948148,2025-08-06 17:51:43.371636,2025-08-06 17:52:21.257530,0 days 00:00:37.885894,5,5,6,34,23,69,86,56,35,COMPLETE
755,111868.29003580206,2025-08-06 17:51:49.365961,2025-08-06 17:52:24.955168,0 days 00:00:35.589207,5,5,6,36,23,69,86,50,35,COMPLETE
756,260139.17229992826,2025-08-06 17:51:52.587529,2025-08-06 17:52:26.907432,0 days 00:00:34.319903,5,5,8,34,23,69,86,26,32,COMPLETE
757,37031.903281991865,2025-08-06 17:52:18.401452,2025-08-06 17:52:54.911685,0 days 00:00:36.510233,17,5,8,47,23,69,86,42,32,COMPLETE
758,29234.318722888802,2025-08-06 17:52:21.282094,2025-08-06 17:52:56.054080,0 days 00:00:34.771986,12,5,10,36,23,70,84,26,31,COMPLETE
759,35713.98886069513,2025-08-06 17:52:24.957184,2025-08-06 17:53:00.055168,0 days 00:00:35.097984,12,5,8,35,21,70,83,41,32,COMPLETE
760,-inf,2025-08-06 17:52:26.926474,2025-08-06 17:53:01.773832,0 days 00:00:34.847358,11,5,7,35,24,39,81,42,32,COMPLETE
761,59809.236734782266,2025-08-06 17:52:54.918299,2025-08-06 17:53:34.951481,0 days 00:00:40.033182,9,5,11,35,21,70,94,28,31,COMPLETE
762,27916.64232615362,2025-08-06 17:52:56.092622,2025-08-06 17:53:33.201448,0 days 00:00:37.108826,9,6,7,35,24,70,94,30,34,COMPLETE
763,28694.410484641452,2025-08-06 17:53:00.072101,2025-08-06 17:53:37.114717,0 days 00:00:37.042616,9,6,7,35,24,68,94,31,31,COMPLETE
764,34833.538374168624,2025-08-06 17:53:01.776779,2025-08-06 17:53:38.754540,0 days 00:00:36.977761,9,12,7,34,24,68,94,30,34,COMPLETE
765,157212.65555949387,2025-08-06 17:53:33.239217,2025-08-06 17:54:08.052295,0 days 00:00:34.813078,7,12,6,34,25,68,92,25,31,COMPLETE
766,66439.92070286287,2025-08-06 17:53:35.001755,2025-08-06 17:54:08.367005,0 days 00:00:33.365250,7,12,6,34,25,68,90,24,31,COMPLETE
767,209249.23284591068,2025-08-06 17:53:37.181304,2025-08-06 17:54:13.075587,0 days 00:00:35.894283,7,12,6,34,25,69,89,24,33,COMPLETE
768,78786.91842577432,2025-08-06 17:53:38.763937,2025-08-06 17:54:15.070500,0 days 00:00:36.306563,7,16,6,36,25,69,90,23,33,COMPLETE
769,-inf,2025-08-06 17:54:08.059005,2025-08-06 17:54:13.348318,0 days 00:00:05.289313,7,16,6,16,25,69,80,24,33,COMPLETE
770,-inf,2025-08-06 17:54:08.390162,2025-08-06 17:54:13.410462,0 days 00:00:05.020300,6,16,10,16,25,69,79,21,36,COMPLETE
771,-inf,2025-08-06 17:54:13.077115,2025-08-06 17:54:15.207755,0 days 00:00:02.130640,5,16,10,16,24,69,79,125,30,COMPLETE
772,138666.70558988,2025-08-06 17:54:13.355380,2025-08-06 17:54:48.876751,0 days 00:00:35.521371,5,6,20,36,24,69,83,34,30,COMPLETE
773,133241.7300089705,2025-08-06 17:54:13.418195,2025-08-06 17:54:48.484478,0 days 00:00:35.066283,5,6,11,36,22,70,83,36,30,COMPLETE
774,144177.61076446375,2025-08-06 17:54:15.071827,2025-08-06 17:54:51.204191,0 days 00:00:36.132364,5,6,12,36,24,70,83,35,32,COMPLETE
775,293246.8210170723,2025-08-06 17:54:15.209706,2025-08-06 17:54:51.864856,0 days 00:00:36.655150,5,18,11,36,26,67,84,37,32,COMPLETE
776,1084.9993430335112,2025-08-06 17:54:48.491172,2025-08-06 17:55:23.700827,0 days 00:00:35.209655,51,18,12,37,26,67,187,32,32,COMPLETE
777,23217.47828513049,2025-08-06 17:54:48.896100,2025-08-06 17:55:25.107033,0 days 00:00:36.210933,7,18,12,32,16,67,100,19,34,COMPLETE
778,3722.403426943694,2025-08-06 17:54:51.220774,2025-08-06 17:55:27.414359,0 days 00:00:36.193585,7,18,5,31,12,67,102,19,34,COMPLETE
779,41265.60556721556,2025-08-06 17:54:51.871129,2025-08-06 17:55:28.450235,0 days 00:00:36.579106,7,18,8,31,23,68,101,19,34,COMPLETE
780,-inf,2025-08-06 17:55:23.867480,2025-08-06 17:55:59.956844,0 days 00:00:36.089364,7,10,5,32,23,30,75,19,36,COMPLETE
781,218732.67972287233,2025-08-06 17:55:25.120593,2025-08-06 17:56:00.062360,0 days 00:00:34.941767,7,10,9,31,23,68,74,20,36,COMPLETE
782,266685.3849280288,2025-08-06 17:55:27.450613,2025-08-06 17:56:04.482494,0 days 00:00:37.031881,9,10,8,33,23,68,75,27,35,COMPLETE
783,318389.6780681447,2025-08-06 17:55:28.454492,2025-08-06 17:56:05.368255,0 days 00:00:36.913763,10,5,13,33,23,68,74,27,36,COMPLETE
784,67199.57133401628,2025-08-06 17:55:59.963238,2025-08-06 17:56:37.646726,0 days 00:00:37.683488,9,5,9,33,26,68,88,28,32,COMPLETE
785,11277.857733859008,2025-08-06 17:56:00.063316,2025-08-06 17:56:33.824138,0 days 00:00:33.760822,58,12,13,33,22,70,88,27,32,COMPLETE
786,75507.3912238818,2025-08-06 17:56:04.488640,2025-08-06 17:56:39.903731,0 days 00:00:35.415091,57,12,13,35,25,70,176,27,30,COMPLETE
787,484374.6411667795,2025-08-06 17:56:05.371726,2025-08-06 17:56:41.318953,0 days 00:00:35.947227,5,12,10,35,25,70,88,14,30,COMPLETE
788,27194.952071833926,2025-08-06 17:56:33.825338,2025-08-06 17:57:11.007718,0 days 00:00:37.182380,42,12,10,35,25,69,88,15,30,COMPLETE
789,170170.54101296305,2025-08-06 17:56:37.684468,2025-08-06 17:57:16.809168,0 days 00:00:39.124700,5,17,10,35,25,66,96,10,30,COMPLETE
790,-inf,2025-08-06 17:56:39.960361,2025-08-06 17:57:17.357148,0 days 00:00:37.396787,5,13,10,34,6,47,96,15,31,COMPLETE
791,172788.84190128147,2025-08-06 17:56:41.323189,2025-08-06 17:57:18.852709,0 days 00:00:37.529520,5,12,10,34,25,66,97,10,30,COMPLETE
792,109017.53603036208,2025-08-06 17:57:11.030236,2025-08-06 17:57:44.716383,0 days 00:00:33.686147,5,12,10,34,25,66,96,15,30,COMPLETE
793,126114.1048315859,2025-08-06 17:57:16.846769,2025-08-06 17:57:52.171725,0 days 00:00:35.324956,5,12,10,34,26,69,92,14,31,COMPLETE
794,267864.69198187557,2025-08-06 17:57:17.363531,2025-08-06 17:57:50.503970,0 days 00:00:33.140439,5,12,10,34,26,69,91,14,31,COMPLETE
795,-inf,2025-08-06 17:57:18.870799,2025-08-06 17:57:21.550035,0 days 00:00:02.679236,6,17,10,15,26,69,80,10,31,COMPLETE
796,30.968018188695428,2025-08-06 17:57:21.577653,2025-08-06 17:57:57.868541,0 days 00:00:36.290888,6,12,10,34,26,52,91,16,30,COMPLETE
797,68787.74902559251,2025-08-06 17:57:44.723239,2025-08-06 17:58:20.834463,0 days 00:00:36.111224,6,12,11,35,26,69,91,22,31,COMPLETE
798,332246.2591189975,2025-08-06 17:57:50.533148,2025-08-06 17:58:25.620208,0 days 00:00:35.087060,6,11,11,35,26,70,84,21,31,COMPLETE
799,196567.11355789664,2025-08-06 17:57:52.184855,2025-08-06 17:58:29.014570,0 days 00:00:36.829715,8,11,11,35,24,70,84,23,33,COMPLETE
800,164539.1055279317,2025-08-06 17:57:57.968322,2025-08-06 17:58:36.280006,0 days 00:00:38.311684,8,11,11,35,24,70,83,22,32,COMPLETE
801,165996.28898126737,2025-08-06 17:58:20.851764,2025-08-06 17:58:55.980419,0 days 00:00:35.128655,8,11,9,35,25,70,83,22,33,COMPLETE
802,73338.41655323388,2025-08-06 17:58:25.657483,2025-08-06 17:59:03.217935,0 days 00:00:37.560452,8,11,9,35,24,70,68,32,32,COMPLETE
803,46212.58319387016,2025-08-06 17:58:29.064427,2025-08-06 17:59:06.125649,0 days 00:00:37.061222,8,16,9,36,20,68,69,31,29,COMPLETE
804,54769.569633945284,2025-08-06 17:58:36.292293,2025-08-06 17:59:10.617357,0 days 00:00:34.325064,8,16,9,36,14,68,68,10,29,COMPLETE
805,51329.41859585701,2025-08-06 17:58:56.012579,2025-08-06 17:59:34.576888,0 days 00:00:38.564309,7,16,9,33,25,68,78,33,29,COMPLETE
806,61792.96481542008,2025-08-06 17:59:03.224197,2025-08-06 17:59:41.011428,0 days 00:00:37.787231,6,16,15,36,25,68,78,10,29,COMPLETE
807,68346.73845419675,2025-08-06 17:59:06.148414,2025-08-06 17:59:43.229151,0 days 00:00:37.080737,6,10,15,33,25,67,78,40,30,COMPLETE
808,70892.1585180399,2025-08-06 17:59:10.656718,2025-08-06 17:59:47.332303,0 days 00:00:36.675585,6,10,15,33,25,67,79,39,30,COMPLETE
809,34113.10974148494,2025-08-06 17:59:34.629708,2025-08-06 18:00:11.705036,0 days 00:00:37.075328,5,10,15,34,25,67,88,239,30,COMPLETE
810,90544.0451878453,2025-08-06 17:59:41.044758,2025-08-06 18:00:15.509714,0 days 00:00:34.464956,5,10,10,34,25,60,87,18,44,COMPLETE
811,31097.484429847227,2025-08-06 17:59:43.236277,2025-08-06 18:00:18.280260,0 days 00:00:35.043983,11,5,10,34,24,67,87,18,33,COMPLETE
812,44834.61287729269,2025-08-06 17:59:47.376267,2025-08-06 18:00:24.630303,0 days 00:00:37.254036,10,5,10,34,24,69,88,18,40,COMPLETE
813,39355.66364079511,2025-08-06 18:00:11.899326,2025-08-06 18:00:50.046825,0 days 00:00:38.147499,10,17,10,34,24,69,87,18,40,COMPLETE
814,3524.2695883423626,2025-08-06 18:00:15.538875,2025-08-06 18:00:53.145520,0 days 00:00:37.606645,80,5,7,15,24,69,87,17,32,COMPLETE
815,18835.33644783422,2025-08-06 18:00:18.297504,2025-08-06 18:00:55.024487,0 days 00:00:36.726983,10,17,10,19,26,65,86,46,32,COMPLETE
816,9000.319674014061,2025-08-06 18:00:24.693877,2025-08-06 18:01:02.398286,0 days 00:00:37.704409,9,17,7,19,26,69,83,47,32,COMPLETE
817,122001.42670971398,2025-08-06 18:00:50.058861,2025-08-06 18:01:23.963995,0 days 00:00:33.905134,7,17,7,36,26,69,82,27,32,COMPLETE
818,139499.25808276815,2025-08-06 18:00:53.174764,2025-08-06 18:01:28.244538,0 days 00:00:35.069774,7,12,8,36,26,69,94,26,31,COMPLETE
819,118935.44000722862,2025-08-06 18:00:55.054148,2025-08-06 18:01:30.373796,0 days 00:00:35.319648,7,12,8,32,26,69,94,27,33,COMPLETE
820,120618.92739112138,2025-08-06 18:01:02.468528,2025-08-06 18:01:41.402484,0 days 00:00:38.933956,7,12,8,32,26,68,94,28,33,COMPLETE
821,69669.20812820831,2025-08-06 18:01:24.007630,2025-08-06 18:02:02.866190,0 days 00:00:38.858560,5,6,8,32,15,68,95,25,31,COMPLETE
822,194346.95755572972,2025-08-06 18:01:28.256134,2025-08-06 18:02:05.430316,0 days 00:00:37.174182,5,6,6,32,25,68,93,24,34,COMPLETE
823,289833.9356598206,2025-08-06 18:01:30.375591,2025-08-06 18:02:07.765361,0 days 00:00:37.389770,5,6,6,35,25,68,91,15,31,COMPLETE
824,251622.40382673798,2025-08-06 18:01:41.429828,2025-08-06 18:02:21.785281,0 days 00:00:40.355453,5,6,11,35,25,70,81,23,34,COMPLETE
825,31504.04688812414,2025-08-06 18:02:02.951097,2025-08-06 18:02:37.853419,0 days 00:00:34.902322,5,11,11,35,25,70,81,84,6,COMPLETE
826,335807.7412545443,2025-08-06 18:02:05.466357,2025-08-06 18:02:41.580282,0 days 00:00:36.113925,5,18,9,35,17,70,81,10,30,COMPLETE
827,58087.209904850555,2025-08-06 18:02:07.771990,2025-08-06 18:02:43.787535,0 days 00:00:36.015545,9,18,11,35,24,70,81,10,29,COMPLETE
828,844.3980705623277,2025-08-06 18:02:21.802356,2025-08-06 18:03:01.577328,0 days 00:00:39.774972,9,11,15,37,17,67,99,107,17,COMPLETE
829,37290.30087284574,2025-08-06 18:02:37.962536,2025-08-06 18:03:13.504426,0 days 00:00:35.541890,9,18,10,37,24,67,99,34,38,COMPLETE
830,50370.48299754419,2025-08-06 18:02:41.597299,2025-08-06 18:03:15.586554,0 days 00:00:33.989255,9,18,15,37,24,67,101,32,29,COMPLETE
831,211721.3785508357,2025-08-06 18:02:43.799465,2025-08-06 18:03:19.369563,0 days 00:00:35.570098,7,5,15,37,24,65,73,33,38,COMPLETE
832,-656.195505350975,2025-08-06 18:03:01.655368,2025-08-06 18:03:40.555598,0 days 00:00:38.900230,29,5,14,36,10,66,74,34,38,COMPLETE
833,14597.957500516335,2025-08-06 18:03:13.552229,2025-08-06 18:03:50.781053,0 days 00:00:37.228824,7,5,14,17,24,65,105,161,33,COMPLETE
834,1123.9649340027008,2025-08-06 18:03:15.598327,2025-08-06 18:03:50.610471,0 days 00:00:35.012144,13,5,14,33,9,65,72,19,9,COMPLETE
835,16502.554680579546,2025-08-06 18:03:19.391679,2025-08-06 18:03:54.636865,0 days 00:00:35.245186,7,12,14,33,19,66,89,161,10,COMPLETE
836,3090.7845998568105,2025-08-06 18:03:40.827001,2025-08-06 18:04:19.370701,0 days 00:00:38.543700,13,11,14,33,26,69,89,251,32,COMPLETE
837,269314.8290179482,2025-08-06 18:03:50.632150,2025-08-06 18:04:26.479974,0 days 00:00:35.847824,7,11,9,17,25,69,86,15,33,COMPLETE
838,288678.18969840213,2025-08-06 18:03:50.799225,2025-08-06 18:04:27.508869,0 days 00:00:36.709644,7,12,9,34,26,69,86,15,31,COMPLETE
839,-inf,2025-08-06 18:03:54.643453,2025-08-06 18:04:31.738132,0 days 00:00:37.094679,6,10,9,34,26,49,86,14,41,COMPLETE
840,229966.89893402962,2025-08-06 18:04:19.404302,2025-08-06 18:04:58.210625,0 days 00:00:38.806323,6,10,9,34,25,68,85,15,41,COMPLETE
841,146989.85451440484,2025-08-06 18:04:26.486374,2025-08-06 18:05:02.430506,0 days 00:00:35.944132,6,17,9,34,25,68,86,21,41,COMPLETE
842,303522.7157122519,2025-08-06 18:04:27.521088,2025-08-06 18:05:04.192740,0 days 00:00:36.671652,6,10,10,29,25,68,84,22,30,COMPLETE
843,-inf,2025-08-06 18:04:31.755198,2025-08-06 18:05:08.508295,0 days 00:00:36.753097,11,17,10,36,25,36,77,23,31,COMPLETE
844,102537.18445348185,2025-08-06 18:04:58.248964,2025-08-06 18:05:33.253439,0 days 00:00:35.004475,11,17,10,36,24,70,78,22,30,COMPLETE
845,82207.25851300533,2025-08-06 18:05:02.442585,2025-08-06 18:05:38.648195,0 days 00:00:36.205610,11,17,10,35,24,70,78,23,30,COMPLETE
846,105066.18520704741,2025-08-06 18:05:04.194209,2025-08-06 18:05:39.882004,0 days 00:00:35.687795,11,17,10,36,24,70,77,29,31,COMPLETE
847,20219.74271029151,2025-08-06 18:05:08.531230,2025-08-06 18:05:46.367835,0 days 00:00:37.836605,8,17,14,35,24,70,93,30,30,COMPLETE
848,17613.507463656682,2025-08-06 18:05:33.301502,2025-08-06 18:06:07.472715,0 days 00:00:34.171213,8,16,14,18,23,70,92,41,34,COMPLETE
849,132838.1891323404,2025-08-06 18:05:38.668241,2025-08-06 18:06:14.650485,0 days 00:00:35.982244,8,16,14,35,26,69,90,40,29,COMPLETE
850,29855.359014800037,2025-08-06 18:05:39.894483,2025-08-06 18:06:16.216283,0 days 00:00:36.321800,8,18,14,35,23,69,91,39,34,COMPLETE
851,6615.484839487149,2025-08-06 18:05:46.397388,2025-08-06 18:06:24.265470,0 days 00:00:37.868082,75,18,15,33,22,69,92,38,34,COMPLETE
852,3649.3437839857634,2025-08-06 18:06:07.516202,2025-08-06 18:06:44.641515,0 days 00:00:37.125313,53,11,15,33,22,69,90,14,32,COMPLETE
853,246150.0538723001,2025-08-06 18:06:14.696785,2025-08-06 18:06:50.923642,0 days 00:00:36.226857,5,11,15,33,26,67,82,10,32,COMPLETE
854,197406.1330292393,2025-08-06 18:06:16.234242,2025-08-06 18:06:52.554604,0 days 00:00:36.320362,5,11,15,33,22,68,83,15,32,COMPLETE
855,169121.0260931763,2025-08-06 18:06:24.374256,2025-08-06 18:07:05.298797,0 days 00:00:40.924541,5,11,15,49,26,68,83,10,32,COMPLETE
856,133526.18811431565,2025-08-06 18:06:44.658127,2025-08-06 18:07:19.630646,0 days 00:00:34.972519,5,12,6,15,26,67,83,19,33,COMPLETE
857,221504.60315404073,2025-08-06 18:06:50.967485,2025-08-06 18:07:27.022144,0 days 00:00:36.054659,5,12,11,36,26,68,83,10,35,COMPLETE
858,155980.77078958586,2025-08-06 18:06:52.574734,2025-08-06 18:07:27.203151,0 days 00:00:34.628417,5,12,5,34,20,67,97,10,33,COMPLETE
859,198013.12754061364,2025-08-06 18:07:05.374584,2025-08-06 18:07:46.088110,0 days 00:00:40.713526,5,12,11,36,25,66,96,20,33,COMPLETE
860,53138.00113088226,2025-08-06 18:07:19.729059,2025-08-06 18:07:56.506161,0 days 00:00:36.777102,7,12,11,34,25,68,97,30,29,COMPLETE
861,85162.56014434989,2025-08-06 18:07:27.044650,2025-08-06 18:08:02.857279,0 days 00:00:35.812629,7,13,12,34,25,67,97,27,29,COMPLETE
862,322449.21249473904,2025-08-06 18:07:27.224426,2025-08-06 18:08:03.124756,0 days 00:00:35.900330,7,13,17,35,27,69,88,25,29,COMPLETE
863,207211.3292174446,2025-08-06 18:07:46.105175,2025-08-06 18:08:20.415765,0 days 00:00:34.310590,7,13,7,34,27,69,89,28,29,COMPLETE
864,2954.342901024149,2025-08-06 18:07:56.523252,2025-08-06 18:08:34.963203,0 days 00:00:38.439951,9,13,17,35,27,53,161,26,45,COMPLETE
865,51050.07844520465,2025-08-06 18:08:02.930032,2025-08-06 18:08:40.872699,0 days 00:00:37.942667,9,13,17,35,23,69,88,19,31,COMPLETE
866,54752.82320676791,2025-08-06 18:08:03.146546,2025-08-06 18:08:39.597357,0 days 00:00:36.450811,9,10,7,16,24,70,89,19,31,COMPLETE
867,5467.137846831587,2025-08-06 18:08:20.427575,2025-08-06 18:09:02.078190,0 days 00:00:41.650615,9,15,14,35,23,56,79,18,31,COMPLETE
868,61835.806730029595,2025-08-06 18:08:34.979934,2025-08-06 18:09:10.553596,0 days 00:00:35.573662,9,10,14,37,21,70,79,19,31,COMPLETE
869,118194.01828926933,2025-08-06 18:08:39.623325,2025-08-06 18:09:12.219214,0 days 00:00:32.595889,6,16,14,37,23,68,86,18,31,COMPLETE
870,58570.14725525586,2025-08-06 18:08:40.873670,2025-08-06 18:09:17.043358,0 days 00:00:36.169688,6,5,14,37,23,68,78,34,30,COMPLETE
871,77975.7417150305,2025-08-06 18:09:02.153724,2025-08-06 18:09:39.219836,0 days 00:00:37.066112,6,18,8,37,21,68,75,34,35,COMPLETE
872,112954.87455404788,2025-08-06 18:09:10.584241,2025-08-06 18:09:47.268207,0 days 00:00:36.683966,6,5,8,32,24,68,74,31,35,COMPLETE
873,119907.63635097982,2025-08-06 18:09:12.222833,2025-08-06 18:09:47.870806,0 days 00:00:35.647973,7,10,8,32,24,68,76,25,35,COMPLETE
874,-inf,2025-08-06 18:09:17.087316,2025-08-06 18:09:53.159108,0 days 00:00:36.071792,7,18,8,36,24,41,74,31,35,COMPLETE
875,118007.78509423554,2025-08-06 18:09:39.231860,2025-08-06 18:10:14.400139,0 days 00:00:35.168279,7,5,10,32,24,66,92,25,34,COMPLETE
